"TESTING PARAMETERS",POWER SUPPLY VOLTAGE,CURRENT,FREQUENCY,NOISE LEVEL,OPERATING VOLTAGE RANGE
127900,13.15,1.5,400,105.23,7.88
128000,13.13,1.53,402,104.19,7.86
128100,13.14,1.52,402,105.2,7.85
128200,13.13,1.53,400,103.7,7.87
128300,13.14,1.54,400,104.52,7.86
128400,13.15,1.51,402,103.41,7.84
128500,13.13,1.51,400,104.41,7.85
128600,13.14,1.51,400,104.02,7.83
128700,13.13,1.51,400,104.84,7.82
128800,13.15,1.51,400,103.49,7.81
128900,13.13,1.51,400,103.71,8.49
129000,13.17,1.54,400,104.94,7.82
129100,13.16,1.53,400,103.82,7.88
129200,13.16,1.53,400,104.53,7.85
129261,13.16,1.54,400,104.52,7.87
129300,13.13,1.51,400,103.69,7.98
129400,13.14,1.52,400,104.21,7.86
129500,13.15,1.5,400,104.79,7.9
129600,13.14,1.51,400,104.33,7.91
129700,13.14,1.52,400,103.81,7.89
129800,13.14,1.51,398,104.99,7.85
129900,13.16,1.51,400,103.96,7.84
130000,13.14,1.51,400,104.64,7.87
130100,13.13,1.5,400,104.43,8.47
130200,13.1,1.5,400,104.33,7.86
130300,13.14,1.52,400,104.48,7.81
130400,13.14,1.51,400,105.2,7.92
130500,13.14,1.52,400,103.79,7.83
130600,13.14,1.52,398,104.45,7.92
130700,13.14,1.53,402,103.86,7.86
130800,13.15,1.51,400,105.27,7.86
130900,13.14,1.51,400,104.95,7.91
131000,13.15,1.5,398,104.85,7.84
131100,13.16,1.49,400,104.77,7.91
131200,13.15,1.5,400,105.07,7.85
131300,13.14,1.49,400,104.35,7.84
131400,13.15,1.53,402,104.32,7.85
131500,13.14,1.49,400,104.85,7.81
131600,13.14,1.49,400,104.8,7.85
131700,13.16,1.49,400,104.92,7.85
131800,13.16,1.5,400,104.42,7.87
131900,13.16,1.49,400,104.72,7.89
132000,13.17,1.5,400,104.67,7.88
132100,13.16,1.5,400,104.81,8.47
132200,13.13,1.5,400,105.72,7.91
132300,13.15,1.5,400,104.23,7.89
132400,13.13,1.52,400,104.39,7.83
132500,13.14,1.5,398,104.5,7.9
132600,13.16,1.49,398,104.49,7.94
132700,13.13,1.5,398,104.23,7.89
132800,13.13,1.51,400,104.37,7.83
132900,13.15,1.49,398,104.38,7.87
133000,13.12,1.52,400,104.85,7.87
133100,13.13,1.5,400,104.84,7.83
133200,13.12,1.49,400,104.43,7.89
133300,13.14,1.49,400,105.1,7.87
133400,13.14,1.51,400,104.15,7.86
133500,13.13,1.49,398,104.8,7.85
133600,13.15,1.51,398,105.08,7.84
133700,13.14,1.52,398,104.51,7.88
133800,13.15,1.49,398,105.09,7.86
133900,13.14,1.5,400,104.22,7.9
134000,13.12,1.5,400,103.77,7.85
134100,13.13,1.49,400,105.15,7.87
134200,13.15,1.51,400,105.08,7.82
134300,13.14,1.48,398,104.2,7.84
134400,13.13,1.48,400,105.78,7.84
134500,13.15,1.52,400,104.92,7.62
134600,13.14,1.5,400,104.46,7.82
134700,13.14,1.5,400,104.52,7.86
134800,13.16,1.49,398,104.42,7.9
134900,13.13,1.47,398,105.91,7.9
135000,13.15,1.54,400,104.18,8.53
135100,13.16,1.49,398,104.54,7.89
135200,13.13,1.5,400,104.73,7.85
135300,13.16,1.49,398,103.58,7.85
135371,13.15,1.58,410,109.56,7.02
135400,13.15,1.55,402,111.49,7.88
135500,13.16,1.51,402,109.36,7.86
135600,13.15,1.53,402,109.71,7.89
135700,13.15,1.54,402,111.68,7.87
135800,13.15,1.52,402,107.17,7.92
135900,13.14,1.51,402,105.78,7.83
136000,13.15,1.51,400,103.57,7.87
136100,13.14,1.52,400,103.31,7.92
136200,13.16,1.53,400,104.38,7.83
136300,13.13,1.52,402,108.53,7.91
136400,13.18,1.5,400,103.42,7.84
136500,13.17,1.54,400,106.04,7.86
136600,13.16,1.52,400,103.23,7.9
136700,13.16,1.51,400,103.47,7.89
136800,13.18,1.5,400,103.39,7.95
136900,13.15,1.51,400,104.05,7.87
137000,13.19,1.51,400,103.22,7.86
137054,13.17,1.55,402,110.77,7.9
137100,13.16,1.53,404,110.49,7.97
137200,13.17,1.51,402,109.04,7.63
137300,13.11,1.52,400,108.01,7.88
137400,13.14,1.49,400,106.41,7.96
137500,13.14,1.5,402,106.74,7.82
137600,13.14,1.5,402,104.48,7.88
137700,13.13,1.51,402,103.46,7.92
137800,13.15,1.5,400,103.29,7.81
137900,13.16,1.52,400,107.38,7.85
138000,13.13,1.5,402,104.97,7.9
138100,13.14,1.48,400,102.77,7.85
138200,13.13,1.48,400,103.9,7.85
138300,13.14,1.51,400,103.84,7.9
138400,13.14,1.48,400,102.88,7.85
138500,13.14,1.49,402,103.06,7.83
138600,13.13,1.5,400,103.63,7.85
138700,13.15,1.48,400,103.13,7.96
138800,13.12,1.5,402,104.45,7.88
138900,13.15,1.5,400,103.35,7.93
139000,13.13,1.49,400,104.6,7.84
139100,13.15,1.48,400,104.69,7.82
139200,13.15,1.47,400,103.12,7.92
139300,13.12,1.48,400,103.57,7.87
139400,13.13,1.48,400,104.35,7.88
139500,13.11,1.47,400,104.85,7.86
139600,13.12,1.49,400,105.76,7.82
139700,13.12,1.47,400,104.12,7.84
139800,13.11,1.45,398,104.32,7.85
139900,13.12,1.46,400,104.45,7.87
140000,13.11,1.47,400,105.04,7.88
140100,13.12,1.47,400,105.07,7.91
140200,13.12,1.46,400,103.77,7.86
140300,13.12,1.49,400,104.7,7.9
140400,13.11,1.5,400,104.1,7.92
140500,13.14,1.5,400,104.47,7.85
140600,13.15,1.48,400,103.76,7.9
140700,13.14,1.51,398,102.95,7.87
140800,13.12,1.46,398,104.81,7.86
140900,13.13,1.48,400,104.57,7.91
141000,13.12,1.47,400,103.64,7.86
141100,13.12,1.49,400,105.27,8.52
141105,13.15,1.52,402,103.98,7.9
141200,13.13,1.49,400,103.46,7.91
141205,13.18,1.53,402,111.07,7.87
141300,13.16,1.49,402,104.67,7.94
141400,13.14,1.5,402,103.85,7.94
141500,13.15,1.5,400,103.73,7.94
141600,13.19,1.52,400,103.48,7.88
141700,13.15,1.5,398,104.26,7.86
141800,13.16,1.49,400,103.97,7.95
141900,13.15,1.49,400,104.04,7.92
142000,13.15,1.48,398,105.59,7.84
142100,13.12,1.51,400,104.38,7.88
142200,13.15,1.51,400,103.6,7.88
142300,13.18,1.5,400,104.22,7.91
142400,13.14,1.5,398,103.32,7.9
142500,13.18,1.49,400,103.95,7.84
142600,13.15,1.51,400,105.35,7.65
142700,13.16,1.51,400,103.97,7.9
142800,13.15,1.52,402,105.71,7.93
142900,13.14,1.49,400,104.49,7.82
143000,13.15,1.51,402,102.92,7.84
143100,13.15,1.49,400,104.37,7.84
143200,13.15,1.5,400,104.74,7.83
143300,13.13,1.48,400,104.82,7.88
143400,13.13,1.49,398,104.32,7.89
143500,13.14,1.51,400,104.73,7.86
143600,13.15,1.49,400,104.79,8.54
143700,13.14,1.48,400,105.71,7.83
143800,13.15,1.51,400,104.09,7.86
143900,13.16,1.49,400,105.3,7.89
144000,13.15,1.51,400,103.63,7.88
144100,13.14,1.5,400,104.67,7.88
144200,13.12,1.51,400,103.13,7.86
144300,13.16,1.48,400,104.13,7.85
144400,13.16,1.52,400,104.32,7.87
144500,13.14,1.5,400,104.65,7.89
144600,13.16,1.53,402,108.46,7.84
144700,13.17,1.52,398,103.65,7.83
144800,13.15,1.53,402,105.24,7.89
144900,13.15,1.51,400,104.75,7.82
145000,13.15,1.52,400,104.32,7.87
145100,13.16,1.51,398,103.47,7.87
145200,13.17,1.48,398,104.39,7.87
145300,13.15,1.5,398,104.62,7.88
145400,13.16,1.5,398,105.11,7.89
145500,13.15,1.5,400,105.11,7.93
145600,13.15,1.5,398,103.87,7.84
145700,13.15,1.51,398,104.06,7.86
145800,13.14,1.53,400,103.73,7.94
145900,13.14,1.53,398,104.83,7.92
146000,13.15,1.5,400,105,7.58
146100,13.15,1.53,400,104,7.88
146176,13.15,1.52,402,104.28,7.94
146200,13.16,1.53,402,108.03,7.84
146300,13.16,1.53,402,103.04,7.67
146400,13.15,1.52,400,103.31,7.95
146500,13.17,1.51,398,103.18,7.93
146600,13.16,1.51,400,103.45,7.58
146700,13.17,1.51,402,103.1,7.65
146800,13.16,1.5,400,104.21,7.95
146900,13.18,1.52,400,104.7,7.93
147000,13.17,1.5,400,103.15,7.87
147100,13.17,1.51,400,104.21,7.88
147200,13.16,1.52,400,104.18,7.63
147300,13.15,1.52,400,103.6,7.88
147400,13.15,1.51,402,104.26,7.89
147500,13.16,1.52,402,103.76,7.71
147600,13.15,1.52,402,105.1,7.59
147700,13.14,1.51,400,104.91,7.58
147800,13.16,1.51,400,104.48,8.5
147900,13.14,1.52,400,103.52,7.87
148000,13.15,1.5,400,105.01,7.85
148100,13.15,1.51,400,104.71,7.84
148200,13.17,1.51,402,104.21,7.84
148300,13.16,1.52,402,107.06,7.56
148400,13.16,1.52,400,103.83,7.82
148500,13.16,1.51,400,103.27,7.84
148600,13.16,1.52,400,103.39,7.85
148700,13.19,1.51,400,104.31,7.62
148800,13.15,1.51,402,106.31,7.86
148900,13.15,1.5,400,104.61,7.65
149000,13.13,1.52,400,103.46,7.72
149100,13.16,1.53,400,105.14,7.92
149200,13.16,1.51,400,104.78,7.85
149300,13.17,1.5,402,104.19,7.67
149400,13.13,1.52,400,104.49,8.49
149500,13.16,1.52,400,103.81,7.58
149600,13.14,1.52,402,105.02,7.83
149700,13.15,1.51,402,104.41,7.63
149800,13.15,1.51,400,103.94,7.58
149900,13.14,1.49,400,103.68,7.86
150000,13.15,1.5,400,103.28,7.6
150100,13.14,1.5,398,104.53,7.85
150200,13.15,1.51,400,103.22,7.89
150300,13.15,1.51,400,103.15,7.85
150400,13.14,1.49,402,102.88,7.9
150500,13.16,1.51,400,103.97,7.89
150600,13.17,1.49,402,103.63,7.87
150700,13.15,1.52,400,103.96,8.48
150800,13.16,1.49,402,103.96,7.58
150900,13.13,1.48,400,104.64,7.82
151000,13.17,1.48,400,104.84,7.58
151100,13.14,1.5,400,102.81,7.58
151200,13.14,1.5,402,103.51,8.48
151300,13.14,1.51,404,105.24,7.88
151400,13.15,1.51,400,104.52,7.82
151500,13.15,1.5,402,105.03,7.86
151600,13.16,1.49,402,104.33,7.89
151700,13.15,1.49,400,104.7,7.61
151800,13.14,1.49,400,103.93,7.69
151900,13.14,1.48,400,103.71,7.9
152000,13.17,1.49,402,103.49,7.9
152100,13.13,1.52,402,105.25,7.99
152200,13.14,1.5,400,103.96,7.53
152300,13.15,1.51,402,105.14,7.63
152400,13.17,1.5,402,104.85,7.9
152500,13.12,1.5,402,105.21,7.91
152600,13.17,1.51,400,105.12,7.84
152700,13.18,1.49,400,104.31,7.6
152800,13.15,1.51,402,104.38,7.54
152900,13.16,1.48,400,104.14,7.58
153000,13.13,1.49,400,104.57,7.8
153100,13.15,1.5,400,103.72,7.88
153200,13.16,1.51,400,104.59,7.89
153300,13.16,1.51,402,103.27,7.61
153400,13.14,1.49,400,103.32,7.87
153500,13.15,1.49,400,103.94,7.6
153600,13.12,1.51,402,105.4,7.71
153700,13.15,1.49,402,104.02,7.57
153800,13.14,1.48,400,103.67,7.53
153900,13.14,1.49,402,104.37,7.91
154000,13.12,1.47,400,104.23,7.89
154100,13.13,1.48,400,104.17,7.8
154200,13.13,1.47,400,104.93,7.9
154300,13.12,1.48,402,103.82,7.52
154400,13.13,1.48,400,103.95,7.83
154500,13.12,1.5,404,107.66,7.86
154501,13.13,1.49,404,112.68,7.76
154600,13.13,1.47,402,103.26,7.57
154700,13.13,1.48,402,103.77,7.88
154800,13.12,1.46,400,103.43,7.87
154900,13.15,1.49,402,105.99,7.83
155000,13.14,1.48,400,105.14,7.96
155100,13.12,1.5,402,104.47,7.97
155200,13.16,1.51,402,108.36,7.88
155300,13.16,1.49,400,104.53,7.87
155400,13.13,1.5,400,104.21,7.9
155500,13.15,1.52,402,105.04,7.64
155600,13.15,1.5,400,103.35,7.91
155700,13.15,1.49,400,105.08,7.86
155800,13.15,1.51,402,103.13,7.88
155900,13.16,1.52,402,105.46,7.63
156000,13.16,1.5,402,105.66,7.88
156100,13.16,1.52,404,104.83,7.69
156200,13.17,1.5,400,104.95,7.62
156300,13.14,1.49,400,103.94,7.67
156400,13.16,1.53,400,104.24,7.68
156500,13.14,1.5,402,103.58,7.91
156600,13.15,1.5,400,104.32,7.87
156700,13.15,1.51,400,102.55,7.87
156800,13.14,1.53,400,104.59,7.88
156900,13.15,1.51,400,105.67,7.66
157000,13.15,1.5,402,104.66,7.94
157100,13.18,1.5,400,104.35,7.58
157200,13.16,1.49,400,104.55,7.9
157300,13.16,1.5,398,104.61,8.49
157400,13.14,1.5,400,104.06,7.86
157500,13.17,1.5,400,104.92,7.89
157600,13.15,1.49,398,103.92,7.91
157700,13.14,1.51,402,104.62,7.62
157800,13.15,1.49,400,104.26,7.86
157900,13.15,1.5,400,104.32,7.61
158000,13.13,1.5,400,104.28,7.92
158100,13.16,1.52,402,104.6,7.82
158200,13.16,1.5,400,104.37,7.84
158300,13.15,1.51,400,104.14,8.55
158400,13.17,1.51,400,105.14,8.51
158500,13.13,1.53,400,103.82,7.91
158600,13.14,1.5,402,104.6,8.56
158700,13.18,1.53,398,104.64,8.53
158800,13.18,1.52,400,105.92,7.94
158900,13.15,1.52,402,103.4,7.93
159000,13.18,1.53,398,104.22,7.87
159100,13.18,1.53,402,104.5,7.88
159200,13.17,1.51,400,104.05,7.88
159300,13.15,1.5,400,105.54,7.96
159400,13.16,1.5,400,105.08,8.55
159500,13.16,1.49,400,104.32,7.94
159600,13.15,1.51,400,104.91,7.86
159700,13.17,1.51,398,103.56,7.92
159800,13.14,1.51,400,104.64,7.91
159900,13.14,1.48,400,105.78,7.87
160000,13.15,1.5,400,104.37,7.94
160050,13.15,1.5,402,104.58,7.72
160100,13.12,1.52,402,105.49,7.93
160200,13.13,1.52,400,104.29,7.91
160300,13.17,1.5,400,104.48,7.85
160400,13.15,1.5,400,104.12,7.57
160500,13.17,1.52,402,104.49,7.89
160600,13.16,1.52,400,104.68,7.88
160700,13.15,1.51,400,103.64,7.96
160800,13.15,1.5,398,103.71,7.92
160900,13.14,1.51,400,102.94,7.95
161000,13.14,1.51,402,103.16,7.59
161100,13.15,1.5,398,105.79,7.68
161200,13.18,1.52,400,104.31,7.85
161300,13.17,1.51,402,103.4,7.61
161400,13.15,1.51,400,103.28,7.63
161500,13.15,1.5,402,103.96,7.91
161600,13.15,1.51,400,103.19,7.87
161700,13.17,1.53,402,104.13,7.89
161800,13.17,1.54,402,104.91,7.87
161900,13.19,1.52,400,103.67,7.59
162000,13.15,1.52,400,103.51,7.87
162100,13.17,1.51,400,103.84,7.86
162200,13.17,1.54,400,109.04,7.86
162300,13.16,1.52,400,105.08,7.92
162400,13.16,1.55,400,105.33,7.58
162500,13.19,1.5,400,104.63,7.66
162600,13.16,1.51,398,103.45,7.88
162700,13.17,1.53,400,104.13,7.87
162800,13.17,1.53,400,103.6,7.93
162900,13.18,1.53,400,104.31,7.86
163000,13.17,1.52,400,104.48,7.87
163100,13.17,1.51,400,103.88,7.84
163200,13.16,1.54,400,104.81,7.66
163300,13.18,1.53,400,103.07,7.92
163400,13.14,1.53,402,104.1,7.85
163500,13.2,1.52,400,105.16,7.93
163600,13.18,1.52,400,103.8,7.89
163700,13.17,1.52,400,103.02,7.84
163800,13.16,1.53,400,104.42,7.61
163900,13.16,1.53,402,103.55,7.94
164000,13.16,1.54,400,106.05,7.57
164100,13.16,1.53,400,104.51,7.92
164200,13.17,1.52,400,104.4,7.85
164300,13.15,1.53,400,102.51,7.86
164400,13.17,1.53,400,103.53,7.86
164500,13.17,1.54,402,107.09,7.55
164600,13.17,1.56,400,103.08,7.59
164700,13.2,1.52,398,103.78,7.9
164800,13.17,1.52,400,103.27,7.9
164900,13.19,1.54,400,104.33,7.89
165000,13.17,1.54,400,103.62,7.96
165100,13.19,1.55,400,103.38,7.68
165200,13.16,1.53,400,103.64,7.87
165300,13.16,1.53,402,103.61,7.92
165400,13.2,1.51,402,103.62,7.92
165500,13.15,1.53,400,103.46,7.84
165600,13.17,1.52,400,104.95,7.93
165700,13.17,1.54,400,103.08,7.98
165800,13.2,1.54,402,105.6,7.9
165900,13.17,1.54,400,103.25,7.86
166000,13.19,1.55,402,106.96,7.88
166100,13.17,1.55,400,104.45,7.88
166200,13.17,1.54,402,102.87,7.84
166300,13.16,1.55,400,103.06,7.85
166400,13.18,1.53,402,103.34,7.92
166500,13.16,1.55,402,103.44,7.9
166600,13.19,1.55,400,103.92,7.92
166700,13.19,1.54,400,103.48,7.89
166800,13.18,1.52,400,103.53,7.84
166900,13.18,1.54,400,103.18,7.89
167000,13.16,1.54,402,105.27,7.94
167100,13.2,1.55,400,102.91,7.97
167200,13.18,1.55,400,104.56,7.88
167300,13.19,1.54,400,102.66,7.93
167400,13.18,1.55,402,105.47,7.96
167500,13.17,1.54,402,106.71,7.9
167600,13.18,1.56,400,102.58,7.86
167700,13.19,1.54,402,105.71,7.93
167800,13.18,1.55,402,103.48,7.97
167900,13.18,1.54,400,103.78,7.92
168000,13.18,1.55,400,103.51,7.92
168100,13.18,1.57,402,108.29,7.88
168200,13.21,1.56,402,103.45,7.87
168300,13.17,1.55,400,105.41,7.94
168400,13.17,1.55,402,107.09,7.85
168500,13.18,1.54,402,105.29,7.92
168600,13.2,1.55,400,104.05,8.04
168700,13.19,1.54,402,105.72,7.93
168800,13.18,1.56,400,103.44,7.97
168900,13.18,1.55,402,106.17,7.9
169000,13.15,1.55,402,105.42,7.89
169100,13.18,1.55,400,107.18,7.84
169200,13.18,1.54,400,103.32,7.9
169300,13.2,1.56,402,106.47,7.91
169400,13.19,1.54,400,107.11,7.97
169500,13.19,1.56,400,105.74,7.87
169600,13.18,1.55,402,103.44,7.95
169700,13.19,1.56,402,107.25,8.02
169800,13.17,1.56,402,107.6,7.91
169900,13.19,1.57,402,105.4,7.94
170000,13.18,1.54,400,103.6,7.94
170100,13.14,1.56,402,105.44,7.9
170200,13.19,1.56,400,105.64,7.91
170300,13.18,1.54,400,105.71,7.89
170400,13.19,1.54,402,106.97,7.88
170500,13.17,1.55,402,107.98,7.92
170600,13.18,1.57,402,105.72,7.96
170700,13.2,1.55,402,107.69,7.86
170800,13.18,1.55,402,109.62,7.6
170900,13.2,1.54,400,108.09,7.65
171000,13.18,1.56,402,106.95,7.54
171100,13.19,1.56,400,107.68,7.91
171200,13.17,1.53,402,106.91,7.89
171300,13.18,1.54,402,108.6,7.62
171400,13.19,1.56,402,108.72,7.85
171500,13.19,1.53,400,107.36,7.95
171600,13.19,1.54,402,104.45,7.95
171700,13.17,1.54,402,106.73,7.74
171800,13.17,1.53,402,107.67,7.67
171900,13.16,1.54,402,108.64,7.63
172000,13.18,1.54,402,106.76,7.94
172100,13.17,1.53,402,108.99,7.93
172200,13.17,1.51,402,105.64,7.59
172300,13.15,1.53,402,107.91,7.62
172400,13.16,1.52,400,108.54,7.62
172500,13.17,1.53,400,109.8,7.58
172600,13.16,1.53,400,105.31,7.91
172700,13.14,1.53,400,107.65,7.98
172800,13.16,1.52,400,105.67,7.92
172900,13.16,1.53,400,108.41,7.62
173000,13.15,1.53,400,104.02,7.66
173100,13.19,1.52,400,107.25,7.93
173200,13.14,1.52,402,106.61,7.61
173300,13.15,1.51,400,106.45,7.69
173340,13.14,1.51,402,110.1,7.62
173400,13.16,1.52,400,106.93,7.9
173500,13.12,1.52,400,104.82,7.92
173600,13.14,1.52,402,105.15,7.7
173700,13.16,1.51,402,106.34,7.92
173800,13.16,1.51,400,106.41,7.64
173900,13.15,1.5,402,105.94,7.57
174000,13.15,1.51,400,105.83,7.64
174008,13.18,1.58,408,112.16,6.65
174100,13.15,1.53,404,111.5,7.66
174200,13.17,1.52,404,110.16,7.9
174300,13.15,1.53,402,111.6,7.87
174400,13.15,1.51,402,109.62,7.89
174500,13.15,1.51,402,109.44,7.58
174600,13.15,1.5,400,108.55,7.93
174700,13.16,1.5,400,107.07,7.92
174800,13.17,1.5,400,106.01,7.89
174900,13.15,1.51,402,107.57,7.9
175000,13.13,1.5,400,104.59,7.89
175100,13.13,1.5,402,108.66,7.92
175101,13.15,1.56,406,111.92,6.69
175200,13.15,1.52,404,110.91,7.67
175300,13.15,1.51,404,109.05,7.95
175400,13.12,1.52,402,109.28,7.6
175500,13.14,1.51,400,107.05,7.58
175600,13.12,1.53,402,109.66,7.57
175700,13.15,1.52,400,104.68,7.87
175800,13.15,1.53,402,103.71,7.56
175900,13.16,1.51,400,105.44,7.85
176000,13.16,1.51,400,102.7,7.64
176100,13.15,1.52,402,106.71,7.87
176200,13.16,1.51,402,108.78,7.91
176300,13.15,1.52,400,103.77,7.64
176400,13.15,1.5,400,104.79,7.84
176500,13.15,1.5,400,103.83,7.9
176600,13.15,1.5,402,102.86,7.61
176700,13.15,1.49,402,103.65,7.86
176800,13.16,1.5,402,103.6,7.9
176900,13.17,1.48,400,103.38,7.85
177000,13.16,1.49,400,103.05,7.93
177100,13.14,1.49,400,103.91,7.86
177200,13.14,1.49,400,103.39,7.86
177300,13.17,1.5,398,103.19,7.64
177400,13.16,1.5,402,103.76,7.88
177500,13.11,1.5,400,103.36,7.51
177600,13.15,1.5,400,104.08,7.56
177700,13.12,1.5,400,103.82,7.56
177800,13.12,1.5,400,103.92,7.62
177900,13.16,1.48,400,103.1,7.85
178000,13.16,1.48,400,105.35,7.88
178100,13.16,1.49,398,103.33,7.91
178200,13.15,1.49,398,104.31,7.91
178300,13.15,1.49,400,104.11,7.64
178400,13.13,1.51,400,104.54,7.86
178500,13.13,1.53,400,103.66,7.85
178600,13.15,1.48,398,104.73,7.91
178700,13.16,1.48,398,104.66,7.88
178800,13.13,1.49,400,104.77,7.62
178900,13.17,1.49,400,103.73,7.6
178901,13.12,1.54,404,112.28,7.62
179000,13.15,1.51,400,106.23,7.63
179100,13.14,1.51,400,103.75,7.54
179200,13.15,1.51,400,102.49,7.56
179300,13.15,1.49,400,103.82,7.84
179400,13.14,1.49,398,104.1,7.84
179500,13.14,1.49,398,105.74,7.61
179600,13.16,1.51,400,104.63,7.85
179700,13.14,1.49,398,105.47,7.82
179800,13.13,1.49,398,105.55,7.87
179900,13.13,1.49,398,105.61,7.9
180000,13.13,1.51,400,105.45,7.83
180100,13.13,1.53,398,104.38,7.59
180200,13.15,1.5,400,104.14,7.85
180300,13.16,1.49,400,105.06,7.59
180400,13.18,1.5,400,105.02,7.62
180500,13.16,1.51,398,105.05,7.89
180600,13.15,1.52,400,105.19,7.71
180700,13.16,1.52,398,104.5,7.94
180800,13.12,1.51,400,104.67,7.54
180900,13.16,1.5,400,104.81,7.65
181000,13.13,1.51,400,104.61,7.56
181100,13.14,1.53,400,104.16,7.55
181200,13.16,1.5,400,104.83,7.92
181300,13.17,1.51,400,104.99,7.86
181400,13.13,1.52,400,103.76,7.89
181500,13.15,1.51,398,104.38,7.85
181600,13.15,1.5,398,104.78,7.59
181700,13.16,1.51,400,105.23,7.52
181800,13.15,1.5,398,105.25,7.54
181900,13.15,1.5,400,105.5,7.88
182000,13.15,1.51,400,104.46,7.89
182100,13.13,1.52,400,104.57,7.84
182200,13.16,1.51,400,103.97,7.61
182300,13.17,1.51,400,104.65,7.66
182400,13.13,1.51,398,104.61,7.71
182500,13.17,1.52,398,105.13,7.9
182600,13.15,1.51,398,105.35,7.69
182700,13.15,1.52,396,104.39,7.86
182800,13.16,1.52,398,105.2,7.65
182900,13.18,1.52,400,103.78,7.92
183000,13.16,1.52,398,105.11,7.85
183100,13.14,1.53,400,104.29,7.98
183200,13.15,1.52,398,105.06,7.62
183300,13.17,1.52,400,104.05,7.63
183400,13.18,1.52,398,104.2,7.62
183500,13.15,1.52,398,104.8,7.56
183600,13.17,1.52,398,104.52,7.89
183700,13.17,1.53,398,104.99,7.9
183800,13.18,1.54,398,104.66,7.91
183900,13.18,1.54,398,104.91,7.91
184000,13.16,1.53,400,104.5,7.56
184100,13.21,1.54,398,104.87,7.9
184200,13.18,1.53,398,104.47,7.64
184300,13.16,1.53,400,105.04,7.91
184400,13.17,1.53,398,104.32,7.91
184500,13.18,1.53,398,104.77,7.93
184600,13.19,1.55,398,104.98,7.6
184700,13.14,1.53,398,105.14,7.95
184800,13.16,1.56,398,105.78,7.97
184900,13.18,1.53,398,104.71,7.6
185000,13.18,1.55,398,104.09,7.59
185100,13.17,1.54,398,104.02,7.91
185200,13.19,1.53,400,104.82,7.61
185300,13.16,1.53,398,105.83,7.62
185400,13.15,1.55,398,104.64,7.63
185500,13.16,1.52,398,104.24,7.63
185600,13.18,1.53,398,104.75,7.69
185700,13.18,1.53,398,104.6,7.85
185800,13.17,1.53,398,104.95,7.61
185900,13.15,1.53,398,104.49,7.98
186000,13.16,1.53,398,104.78,7.88
186100,13.16,1.54,398,104.72,7.9
186200,13.16,1.52,398,104.69,7.9
186300,13.17,1.53,398,104.38,7.93
186400,13.16,1.54,398,104.99,7.62
186500,13.15,1.53,400,104.13,7.6
186600,13.16,1.53,400,105,7.64
186700,13.2,1.53,398,104.61,7.85
186800,13.18,1.53,398,104.18,7.88
186900,13.18,1.52,398,105.23,7.62
187000,13.18,1.53,398,104.6,7.87
187100,13.16,1.53,398,104.37,7.89
187200,13.18,1.55,400,104.71,7.94
187300,13.16,1.55,398,104.98,7.68
187400,13.17,1.55,400,105.17,7.58
187500,13.18,1.53,398,104.57,7.67
187600,13.19,1.53,398,104.53,7.56
187700,13.18,1.53,398,105.3,7.65
187800,13.17,1.54,398,104.85,7.93
187900,13.15,1.54,400,104.78,7.9
188000,13.17,1.54,398,104.69,7.86
188100,13.16,1.53,400,104.96,7.64
188200,13.18,1.53,398,104.66,7.63
188300,13.19,1.54,398,105.85,7.85
188400,13.15,1.53,398,104.45,7.6
188500,13.18,1.54,398,104.85,7.67
188600,13.17,1.53,398,104.58,7.61
188700,13.18,1.54,400,105.38,7.9
188800,13.17,1.55,398,105.87,7.7
188900,13.15,1.54,398,105.11,7.58
189000,13.18,1.55,400,104.52,7.68
189100,13.16,1.53,400,105.88,7.9
189200,13.17,1.54,402,103.58,7.59
189300,13.17,1.54,400,105.28,7.61
189400,13.19,1.54,400,105.33,7.63
189500,13.18,1.54,398,104.4,7.92
189600,13.15,1.54,398,105.16,7.68
189700,13.16,1.54,398,104.96,7.9
189800,13.17,1.53,400,105.29,7.6
189900,13.17,1.55,398,104.63,7.6
190000,13.16,1.55,398,104.83,7.84
190100,13.19,1.53,400,105.22,7.96
190200,13.19,1.54,398,104.53,7.88
190300,13.19,1.53,398,104.57,7.66
190400,13.19,1.55,400,103.43,7.63
190500,13.2,1.53,398,104.62,7.62
190600,13.17,1.53,398,103.9,7.94
190700,13.19,1.55,398,104.09,7.98
190800,13.21,1.53,398,103.65,7.65
190900,13.2,1.56,398,103.47,7.67
191000,13.18,1.54,398,104.84,7.91
191100,13.2,1.54,398,103.95,7.63
191200,13.18,1.54,398,103.66,7.96
191300,13.18,1.55,398,104.33,7.58
191400,13.13,1.55,400,104,7.6
191500,13.2,1.53,398,103.67,7.93
191600,13.18,1.54,398,104.33,7.94
191700,13.18,1.54,398,103.93,7.59
191800,13.2,1.54,400,104.01,7.57
191900,13.19,1.55,400,103.97,7.84
192000,13.19,1.55,398,103.38,7.88
192100,13.17,1.54,398,103.45,7.9
192200,13.21,1.54,398,103.43,7.85
192300,13.16,1.55,400,104.07,7.96
192400,13.18,1.55,398,103.9,7.59
192500,13.17,1.54,398,104.72,7.88
192600,13.17,1.54,400,103.26,7.9
192700,13.18,1.55,398,104.36,7.91
192800,13.18,1.53,400,103.91,7.89
192900,13.19,1.55,398,103.36,7.87
