@RELATION H10

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL

@DATA
8000,13.1,1.49,434,106.18,6.71
8100,13.1,1.5,434,105.08,6.91
8200,13.1,1.49,432,105.63,6.65
8300,13.13,1.49,434,105.5,6.71
8400,13.09,1.48,432,106.32,7.05
8500,13.11,1.5,432,105.31,6.93
8600,13.08,1.47,432,106.24,6.96
8700,13.1,1.46,430,106.4,6.91
8800,13.1,1.45,430,105.46,6.88
8900,13.06,1.45,430,106.39,6.98
9000,13.1,1.45,430,104.89,7.02
9100,13.06,1.46,432,105.25,6.94
9200,13.08,1.46,430,106.1,6.61
9300,13.08,1.46,430,104.97,6.94
9400,13.08,1.48,432,105.35,6.96
9500,13.09,1.48,432,105.6,6.98
9600,13.09,1.48,432,104.74,7.55
9700,13.08,1.48,432,107.47,6.64
9800,13.08,1.48,430,105.57,6.94
9900,13.07,1.47,432,105.09,6.63
10000,13.08,1.46,432,105.8,6.94
10100,13.08,1.46,430,105.48,7.02
10200,13.09,1.47,432,105.22,6.63
10300,13.08,1.47,432,104.99,6.93
10400,13.09,1.46,430,104.67,7.02
10500,13.11,1.47,432,105.42,6.93
10600,13.07,1.48,432,106.36,6.64
10700,13.06,1.47,432,106.61,6.94
10800,13.09,1.46,430,104.7,6.9
10900,13.08,1.47,432,105.73,6.95
11000,13.08,1.48,432,105.37,7.01
11100,13.09,1.47,432,104.73,6.93
11200,13.07,1.47,432,105.41,7.6
11300,13.11,1.46,430,104.79,6.69
11400,13.06,1.48,432,105.16,6.68
11500,13.1,1.48,432,106.52,7.06
11600,13.09,1.47,432,106.16,6.92
11700,13.1,1.47,430,105.33,6.93
11800,13.06,1.48,434,105.13,6.94
11900,13.08,1.47,432,105.75,6.92
12000,13.08,1.47,432,104.96,6.98
12100,13.08,1.48,432,105.09,6.95
12200,13.09,1.48,432,105.43,6.95
12300,13.08,1.47,432,104.74,6.71
12400,13.1,1.47,432,105.55,6.95
12500,13.09,1.47,432,105.09,6.97
12600,13.09,1.47,432,104.2,6.9
12700,13.06,1.47,432,103.87,6.95
12800,13.08,1.54,436,103.5,6.97
12900,13.11,1.46,432,104.52,6.98
13000,13.11,1.48,430,104.22,7
13100,13.1,1.48,430,103.59,6.99
13200,13.15,1.5,432,103.51,7.02
13300,13.13,1.51,432,104.56,6.95
13400,13.14,1.5,430,103.02,6.98
13500,13.13,1.5,432,104.46,6.77
13600,13.14,1.51,432,103.66,7.04
13700,13.16,1.52,430,104.4,7.01
13800,13.14,1.51,430,102.52,6.99
13900,13.13,1.52,430,101.92,7.01
14000,13.14,1.52,430,103.16,6.77
14100,13.16,1.51,432,103.99,7.04
14200,13.15,1.51,430,102.98,6.69
14300,13.16,1.51,430,103.74,6.68
14400,13.17,1.52,430,102.73,7.08
14500,13.16,1.52,430,102.48,7.63
14600,13.17,1.52,432,104.67,6.74
14700,13.15,1.52,430,104.79,6.99
14800,13.11,1.52,430,103.61,7.12
14900,13.16,1.51,430,103.64,7.02
15000,13.13,1.51,430,104.44,7.01
15100,13.14,1.52,430,104.49,7.62
15200,13.17,1.52,430,103.56,7.02
15300,13.17,1.52,430,104.43,7.01
15400,13.18,1.53,430,104.91,7.7
15500,13.15,1.52,430,104.71,7.08
15600,13.15,1.52,430,104.27,7.07
15700,13.16,1.52,430,104.39,6.95
15800,13.12,1.52,430,105.91,7.04
15900,13.14,1.52,430,104.42,7.01
16000,13.15,1.54,430,105.06,7.07
16100,13.16,1.51,430,104.54,6.98
16200,13.16,1.51,430,103.65,6.74
16300,13.14,1.52,430,104.3,7.68
16400,13.15,1.52,430,103.14,7.59
16500,13.15,1.52,430,103.78,7.07
16600,13.16,1.52,430,103.99,6.72
16700,13.14,1.52,430,104.19,6.78
16800,13.15,1.52,430,103.89,6.93
16900,13.15,1.53,432,105.12,6.97
17000,13.14,1.52,430,104.71,7.03
17100,13.14,1.52,430,104.16,6.83
17200,13.16,1.53,430,104.91,7.08
17300,13.14,1.52,430,104.62,7.05
17400,13.12,1.52,430,105.29,7.03
17500,13.14,1.52,430,104.07,6.97
17600,13.16,1.51,430,105.06,6.72
17700,13.12,1.5,430,104.7,6.8
17800,13.12,1.51,428,104.47,6.99
17900,13.13,1.51,430,104.2,6.98
18000,13.13,1.51,430,105.37,6.98
18100,13.13,1.52,430,105.21,7.61
18200,13.16,1.53,430,105.31,7
18300,13.12,1.51,430,104.49,7.03
18400,13.15,1.52,430,106.34,6.73
18500,13.16,1.52,430,104.45,7.03
18600,13.13,1.52,430,104.19,7
18700,13.15,1.5,430,104.39,6.77
18800,13.14,1.51,430,105.17,6.8
18900,13.11,1.52,430,104.72,7.06
19000,13.16,1.52,430,105.73,7.05
19100,13.14,1.54,440,104.75,6.77
19200,13.14,1.52,430,103.93,6.76
19300,13.15,1.5,428,103.63,6.96
19400,13.16,1.51,430,103.99,7.04
19500,13.14,1.52,430,104.46,6.72
19600,13.16,1.51,428,103.6,7.05
19700,13.14,1.51,428,103.65,7.03
19800,13.18,1.52,430,105.47,7.02
19900,13.15,1.51,428,103.98,6.79
20000,13.13,1.51,428,103.58,7.01
20100,13.14,1.5,430,104.02,6.73
20200,13.13,1.5,430,103.14,6.91
20300,13.15,1.49,430,102.71,6.76
20400,13.13,1.51,428,104.89,7.04
20500,13.16,1.51,430,104.65,7.01
20600,13.15,1.51,430,103.17,7.01
20700,13.14,1.5,430,103.53,6.99
20800,13.09,1.5,428,103.47,6.79
20900,13.15,1.52,430,104.28,7
21000,13.17,1.5,428,103.28,7.01
21100,13.15,1.5,428,104.32,7.01
21200,13.16,1.5,428,103.44,7.01
21300,13.13,1.51,430,103.9,6.78
21400,13.15,1.49,428,102.7,6.68
21500,13.1,1.49,430,103.29,7.04
21600,13.15,1.49,430,102.02,7.64
21700,13.16,1.5,428,103.8,6.98
21800,13.13,1.5,430,103.47,6.75
21900,13.15,1.49,430,103.14,6.99
22000,13.13,1.51,428,104.27,6.72
22100,13.13,1.51,430,104.9,7.05
22200,13.14,1.49,428,101.37,6.71
22300,13.13,1.49,428,103.71,6.99
22400,13.13,1.49,428,101.87,6.77
22500,13.12,1.49,428,102.56,6.94
22600,13.14,1.5,430,103.84,7.03
22700,13.13,1.49,428,102.84,6.97
22800,13.14,1.5,428,104.12,6.98
22900,13.12,1.5,428,103.79,6.97
23000,13.14,1.5,428,102.84,7.02
23100,13.13,1.52,430,104.83,6.65
23143,13.16,1.69,452,113.45,6.75
23200,13.15,1.53,432,104.5,6.95
23300,13.15,1.48,428,103.5,6.71
23400,13.16,1.47,426,104.1,7
23500,13.14,1.49,428,105.6,6.73
23600,13.19,1.49,430,104.33,6.96
23700,13.15,1.47,426,103.21,6.98
23800,13.15,1.47,428,102.12,6.75
23900,13.14,1.46,428,103.53,7
24000,13.15,1.47,426,103.34,7
24100,13.12,1.47,428,102.56,7.01
24200,13.16,1.48,428,103.66,7.09
24300,13.15,1.49,428,103.5,6.7
24400,13.12,1.48,428,101.52,7.05
24500,13.1,1.47,428,102.05,6.77
24600,13.12,1.48,428,103.4,6.98
24700,13.16,1.48,428,102.72,6.65
24800,13.13,1.47,428,102.84,7.02
24900,13.15,1.47,428,102.29,7.05
25000,13.11,1.47,428,103.42,7.01
25100,13.13,1.46,428,101.28,7.01
25200,13.17,1.48,428,101.68,7.03
25300,13.15,1.47,428,102.89,7.05
25400,13.13,1.46,428,103.07,6.7
25500,13.12,1.47,428,101.74,6.98
25600,13.14,1.46,426,102.89,7.03
25700,13.14,1.46,426,101.46,7.02
25800,13.15,1.48,428,101.94,6.69
25900,13.14,1.48,428,102.37,7.01
26000,13.16,1.47,426,102.06,6.83
26100,13.13,1.46,426,103.21,6.97
26200,13.15,1.48,428,101.88,7.01
26300,13.14,1.47,428,101.75,7.04
26400,13.14,1.47,428,102.26,6.96
26500,13.14,1.47,428,101.57,6.97
26600,13.16,1.45,426,102.84,7.08
26700,13.15,1.46,428,103.14,7
26800,13.15,1.47,428,103.2,7
26900,13.13,1.47,428,101.48,7.04
27000,13.12,1.46,428,102.8,6.99
27100,13.15,1.48,426,103.26,6.77
27200,13.14,1.48,428,102.48,6.67
27300,13.15,1.48,428,102.11,7.04
27400,13.15,1.47,428,102.59,7.06
27500,13.17,1.44,426,103.48,7.01
27600,13.14,1.46,428,103.94,6.97
27700,13.14,1.47,426,103.58,6.81
27800,13.16,1.47,428,103.07,6.92
27900,13.11,1.47,428,102.31,6.96
28000,13.11,1.46,428,102.94,6.97
28100,13.14,1.48,428,101.47,6.96
28200,13.15,1.46,428,102.81,7.04
28300,13.16,1.46,426,104.42,7.03
28400,13.14,1.45,426,103.66,6.94
28500,13.16,1.44,424,102.93,6.77
28600,13.15,1.45,426,103.13,7.01
28700,13.13,1.45,426,103.37,6.98
28800,13.15,1.45,426,102.75,6.97
28900,13.13,1.46,426,103.84,6.96
29000,13.15,1.46,426,102.81,7.01
29100,13.14,1.47,426,102.93,7.03
29200,13.16,1.45,426,103.39,6.97
29300,13.12,1.45,426,103.44,6.68
29400,13.13,1.44,426,103.67,7.04
29500,13.14,1.45,426,102.32,7
29600,13.15,1.46,426,103.02,7.92
29700,13.14,1.45,428,103.9,6.95
29800,13.11,1.45,426,102.88,6.71
29900,13.14,1.45,426,102.65,6.97
30000,13.13,1.46,428,103.68,6.94
30100,13.14,1.45,426,103.62,6.92
30200,13.13,1.46,428,104.25,7.02
30300,13.11,1.44,428,102.76,6.68
30400,13.14,1.44,426,102.53,6.72
30500,13.13,1.45,426,103.2,7.07
30600,13.15,1.44,426,102.95,7
30700,13.13,1.44,426,103.4,6.97
30800,13.13,1.43,426,103.48,6.99
30900,13.16,1.43,426,102.79,6.97
31000,13.12,1.45,426,102.89,7.03
31100,13.14,1.43,426,101.97,6.99
31200,13.15,1.45,428,103.67,7.01
31300,13.15,1.43,426,102.11,6.96
31400,13.18,1.42,426,101.46,7.01
31500,13.14,1.44,426,102.85,6.79
31600,13.12,1.45,426,103.6,6.97
31700,13.16,1.44,426,102.89,7.01
31800,13.15,1.45,426,103.13,6.76
31900,13.14,1.44,426,102.94,6.73
32000,13.13,1.43,426,102.75,7.06
32100,13.12,1.42,426,103.99,6.77
32200,13.13,1.41,426,103.57,7.1
32300,13.13,1.43,426,103.44,6.72
32400,13.13,1.43,426,102.67,7
32500,13.12,1.44,426,103.11,7.02
32600,13.13,1.44,428,103.86,6.73
32700,13.11,1.44,426,103.56,7.01
32800,13.11,1.43,426,103.72,7
32900,13.12,1.43,424,104.07,7.05
33000,13.11,1.44,428,103.48,7.09
33100,13.13,1.44,426,103.86,7
33200,13.12,1.43,426,103.25,6.75
33300,13.13,1.42,426,102.68,6.97
33400,13.13,1.43,424,102.77,6.97
33500,13.14,1.42,426,102.51,7.84
33600,13.13,1.45,428,101.85,7.07
33700,13.12,1.42,424,103.93,7.02
33800,13.13,1.45,426,103.84,7.01
33900,13.12,1.44,426,103.83,6.72
34000,13.14,1.42,426,103.62,6.78
34100,13.13,1.44,426,103.06,7.04
34200,13.1,1.42,426,103.56,7.07
34300,13.13,1.44,424,103.36,7.63
34400,13.15,1.41,426,103.7,7.87
34500,13.16,1.45,426,103.75,6.96
34600,13.11,1.43,424,102.46,7.07
34700,13.14,1.42,426,103.01,6.75
34800,13.13,1.41,426,102.85,7.04
34900,13.13,1.42,424,104.35,7.04
35000,13.12,1.43,426,102.91,6.72
35100,13.13,1.46,426,102.8,6.99
35200,13.15,1.44,426,103.12,7.05
35300,13.12,1.44,426,103.59,6.96
35400,13.14,1.43,426,103.64,6.8
35500,13.14,1.43,426,102.68,7.04
35600,13.13,1.42,426,103.21,7.04
35700,13.11,1.44,426,103.69,7.04
35800,13.14,1.44,426,102.29,6.82
35900,13.14,1.43,426,102.82,7.08
36000,13.12,1.42,426,102.91,7.03
36100,13.11,1.44,426,103.58,7.03
36200,13.1,1.43,424,102.44,7.6
36300,13.15,1.44,426,102.09,7.01
36400,13.13,1.44,426,103.93,6.99
36500,13.16,1.43,426,102.98,7
36600,13.13,1.43,426,103.74,7.67
36700,13.12,1.41,426,103.43,7
36800,13.1,1.44,424,103.11,6.73
36900,13.13,1.43,426,102.66,6.97
37000,13.13,1.44,426,104.01,7.04
37100,13.15,1.42,426,103,7.92
37200,13.14,1.4,424,103.76,6.79
37300,13.13,1.43,426,102.6,6.95
37400,13.13,1.43,424,104.06,7.02
37500,13.13,1.41,424,103.57,6.74
37600,13.12,1.44,426,102.98,6.98
37700,13.17,1.42,426,102.59,6.76
37800,13.14,1.44,426,102.05,7.03
37900,13.11,1.45,426,102.94,6.84
38000,13.14,1.46,428,102.88,7.02
38100,13.14,1.45,426,101.91,6.78
38200,13.13,1.45,426,103.82,7.02
38300,13.16,1.44,426,103.23,6.73
38400,13.14,1.44,426,102.31,6.98
38500,13.12,1.46,426,103.84,6.74
38600,13.14,1.46,428,103.39,6.68
38700,13.14,1.45,426,103.57,6.77
38800,13.13,1.46,426,102.83,7
38900,13.13,1.46,426,102.74,6.74
39000,13.14,1.45,426,102.83,6.69
39100,13.13,1.46,428,102.41,7
39200,13.15,1.46,428,102.65,6.71
39300,13.15,1.45,428,103.65,6.73
39400,13.15,1.45,426,103.02,6.71
39500,13.14,1.46,428,103.35,7
39600,13.14,1.44,426,102.5,6.98
39700,13.13,1.42,424,102.87,7.71
39800,13.14,1.43,426,103.24,7.88
39900,13.14,1.46,428,103.88,6.7
40000,13.13,1.44,426,103.11,7.06
40100,13.14,1.46,426,103.65,6.96
40200,13.13,1.43,424,102.76,7.01
40300,13.14,1.44,426,103.32,7.01
40400,13.13,1.43,426,103.23,7.65
40500,13.14,1.42,424,102.67,6.97
40600,13.15,1.42,424,103.74,7.62
40700,13.15,1.42,424,103.22,7.94
40800,13.13,1.42,426,103.19,6.76
40900,13.14,1.43,426,103.24,7.04
41000,13.15,1.44,426,102.41,6.97
41100,13.14,1.42,426,103.57,6.99
41200,13.15,1.43,424,103.49,6.96
41300,13.14,1.42,424,103.82,7.95
41400,13.11,1.42,426,103.31,6.76
41500,13.12,1.43,426,103.22,6.96
41600,13.13,1.43,424,102.51,6.99
41700,13.14,1.42,424,104.34,6.8
41800,13.16,1.43,426,102.9,7
41900,13.15,1.43,426,103.37,6.99
42000,13.1,1.44,424,102.96,6.95
42100,13.15,1.44,426,102,6.93
42200,13.12,1.41,426,103.34,6.97
42300,13.13,1.44,424,102.81,6.99
42400,13.14,1.42,424,103.31,6.73
42500,13.16,1.45,426,102.83,7.01
42600,13.15,1.43,424,103.45,7.01
42700,13.14,1.4,422,104.85,7.02
42800,13.11,1.43,426,103.12,6.98
42900,13.11,1.45,426,102.11,6.98
43000,13.14,1.45,426,103.29,6.95
43100,13.14,1.44,424,103.28,7.04
43200,13.13,1.45,424,102.62,7.64
43300,13.11,1.42,424,104.14,7.91
43400,13.14,1.43,424,103.29,7.62
43500,13.14,1.43,426,103.74,6.97
43600,13.13,1.43,426,103.51,6.96
43700,13.13,1.43,426,103.14,6.98
43800,13.13,1.42,426,104.32,7.01
43900,13.15,1.43,424,103.47,6.96
44000,13.14,1.44,426,103.07,6.72
44100,13.14,1.43,424,103.36,6.78
44200,13.17,1.46,424,102.84,7.68
44300,13.14,1.41,424,104.09,7.92
44400,13.14,1.43,424,102.44,7.59
44500,13.15,1.41,424,104.26,6.97
44600,13.13,1.42,424,103.45,6.96
44700,13.12,1.41,424,104.63,6.99
44800,13.13,1.42,424,103.47,7.88
44900,13.13,1.41,424,104.07,7.59
45000,13.11,1.41,424,104.79,6.96
45100,13.15,1.41,424,103.73,6.99
45200,13.13,1.42,426,102.11,6.67
45300,13.13,1.43,426,102.62,6.92
45400,13.12,1.43,426,103.75,6.73
45500,13.16,1.43,424,103.21,7.86
45600,13.16,1.44,424,102.7,7.93
45700,13.12,1.43,426,104.73,6.96
45800,13.13,1.42,424,103.97,6.92
45900,13.15,1.42,424,103.85,6.99
46000,13.14,1.41,424,103.8,6.8
46100,13.13,1.41,424,103.13,6.99
46200,13.15,1.45,426,102.74,7.04
46300,13.13,1.43,424,103.57,7.58
46400,13.11,1.44,424,101.8,6.99
46500,13.14,1.44,424,103.36,6.94
46600,13.12,1.43,424,103.82,7.95
46700,13.15,1.43,424,103.52,7.64
46800,13.12,1.44,424,103.13,7.89
46900,13.14,1.45,426,103.35,6.98
47000,13.16,1.43,424,103.43,6.97
47100,13.11,1.43,424,103.1,7
47200,13.11,1.43,424,102.87,7.91
47300,13.16,1.41,424,103.7,7.01
47400,13.12,1.41,424,104.46,7.01
47500,13.14,1.41,424,103.41,7.01
47600,13.14,1.43,424,103.08,7.91
47700,13.12,1.43,426,103.89,6.74
47800,13.14,1.41,422,104.38,7.02
47900,13.14,1.4,424,103.53,6.7
48000,13.15,1.41,424,103.38,6.99
48100,13.13,1.43,424,103.69,7.61
48200,13.11,1.41,424,104.1,6.67
48300,13.15,1.42,424,102.42,6.99
48400,13.14,1.41,424,102.88,7.88
48500,13.13,1.41,424,103.41,7.9
48600,13.11,1.39,424,103.37,7.63
48700,13.11,1.39,422,104.94,6.71
48800,13.11,1.38,424,103.87,7.01
48900,13.15,1.4,424,103.87,6.68
49000,13.09,1.4,424,103.52,7.59
49100,13.11,1.4,426,104.04,7.13
49200,13.12,1.39,424,103.02,6.74
49300,13.11,1.41,426,103.39,6.94
49400,13.11,1.39,424,103.64,7.94
49500,13.11,1.38,424,103.98,7.63
49600,13.09,1.4,424,103.61,7.93
49700,13.08,1.39,424,103.5,7.01
49800,13.1,1.37,424,103.97,6.94
49900,13.1,1.38,424,103.58,6.97
50000,13.12,1.38,424,103.18,7.05
50100,13.1,1.39,424,102.74,6.65
50200,13.07,1.36,424,103.76,7.66
50300,13.09,1.36,424,104.75,7.87
50400,13.08,1.36,424,105.05,6.99
50500,13.07,1.41,426,103.7,6.74
50600,13.1,1.38,424,103.83,7.68
50700,13.13,1.37,422,104.42,7.93
50800,13.1,1.38,424,104.04,7.62
50900,13.12,1.41,426,103.59,7.04
51000,13.12,1.38,422,103.62,7.94
51100,13.13,1.4,424,104.4,7.9
51200,13.13,1.39,424,103.76,7.68
51300,13.13,1.38,424,103.8,6.95
51400,13.14,1.41,424,104.19,7.05
51486,13.12,1.42,426,103.15,6.72
51500,13.14,1.43,424,103.76,7.01
51600,13.13,1.42,424,103.87,7.65
51700,13.13,1.4,424,104.33,6.98
51800,13.14,1.39,424,102.99,6.99
51900,13.14,1.42,424,103.34,6.77
52000,13.11,1.4,422,103.49,7.9
52100,13.13,1.38,422,101.75,6.84
52200,13.11,1.41,424,103.18,6.79
52300,13.13,1.41,426,104.04,7.92
52400,13.14,1.42,424,103.12,7.55
52500,13.12,1.41,424,103.69,7.01
52600,13.15,1.42,424,103.73,7.63
52700,13.14,1.4,424,104.26,6.72
52800,13.13,1.41,426,104.36,7.71
52900,13.13,1.4,424,104.4,7.91
53000,13.12,1.41,424,103.83,6.93
53100,13.13,1.42,426,104.07,7.71
53200,13.16,1.43,426,102.62,6.97
53300,13.16,1.42,424,104.27,7.91
53400,13.09,1.4,424,103.87,7.68
53500,13.12,1.41,424,104.71,7.04
53600,13.14,1.41,424,102.86,7.01
53700,13.13,1.42,424,103.42,7.9
53800,13.14,1.41,424,105.05,7.08
53900,13.13,1.42,424,103.3,6.68
54000,13.13,1.41,424,103.34,7.88
54100,13.11,1.41,424,104.13,7.92
54200,13.15,1.43,424,102.89,6.78
54300,13.14,1.41,424,104.27,6.94
54400,13.15,1.43,424,104.41,7.05
54500,13.11,1.41,424,104.33,7.89
54600,13.14,1.42,424,104.38,7.05
54700,13.11,1.41,424,103.46,6.77
54800,13.13,1.43,424,103.78,7.06
54900,13.12,1.4,424,103.2,6.94
55000,13.13,1.4,424,104.19,7.88
55100,13.11,1.4,424,103.74,6.97
55200,13.11,1.41,424,104.92,6.99
55300,13.12,1.41,424,104.64,7.03
55400,13.11,1.45,426,102.25,6.98
55402,13.14,1.49,428,101.52,7.04
55500,13.11,1.4,422,103.86,7
55600,13.13,1.4,424,104.5,7.67
55700,13.13,1.4,422,104.43,7.93
55800,13.13,1.45,426,103.13,6.74
55900,13.14,1.41,424,104.71,7.64
56000,13.14,1.43,426,103.24,7.89
56100,13.14,1.42,424,104.01,7.02
56200,13.16,1.42,424,104.22,7.94
56300,13.17,1.41,424,104.57,7.07
56400,13.14,1.43,424,103.78,7.68
56500,13.14,1.45,426,102.88,7.04
56600,13.14,1.41,424,103.78,6.95
56700,13.13,1.41,424,103.54,7.87
56800,13.11,1.4,424,103.75,7.93
56900,13.12,1.4,422,103.62,7.68
57000,13.14,1.39,424,103.6,7.63
57100,13.14,1.39,424,104.74,7.91
57200,13.16,1.41,424,103.65,6.99
57300,13.14,1.4,422,104.41,6.96
57400,13.14,1.42,424,103.44,7.57
57500,13.12,1.41,422,104.54,7.86
57600,13.1,1.41,424,104,7.93
57700,13.13,1.42,424,103.66,6.84
57800,13.14,1.41,422,104.8,7.91
57900,13.16,1.4,424,103.92,7.89
58000,13.13,1.42,424,103.28,7.9
58100,13.13,1.41,424,104.52,7.88
58200,13.14,1.4,424,104.53,7.9
58300,13.14,1.4,422,104.1,7.9
58400,13.11,1.41,424,104.35,7.98
58500,13.14,1.44,422,101.83,7.87
58600,13.14,1.42,424,104.36,7.98
58700,13.12,1.42,424,104.09,7.64
58800,13.13,1.42,424,103.9,7.03
58900,13.12,1.42,424,103.58,6.98
59000,13.15,1.41,422,104.18,7.86
59100,13.14,1.4,424,103.54,7.66
59200,13.11,1.41,422,104.62,7.66
59300,13.15,1.41,424,103.78,6.85
59400,13.14,1.46,426,103.03,7.03
59436,13.16,1.54,428,104.93,6.94
59500,13.17,1.46,426,101.28,7.01
59600,13.16,1.43,424,103.33,7.9
59700,13.17,1.43,426,103,7.03
59800,13.14,1.41,422,103.55,7.63
59900,13.14,1.4,422,104.43,7.64
60000,13.16,1.41,424,104.13,7.03
60100,13.15,1.42,424,104.67,6.97
60200,13.13,1.4,424,105.51,7.08
60300,13.15,1.4,422,105.41,7.95
60400,13.15,1.45,426,104.08,7.02
60500,13.12,1.41,422,104.46,7.03
60600,13.15,1.41,424,104.12,7.84
60700,13.14,1.4,422,104.36,7.61
60800,13.12,1.4,422,104.15,6.96
60900,13.13,1.4,424,104.57,6.96
61000,13.13,1.4,424,104.83,6.99
61100,13.16,1.42,424,104.49,7.66
61200,13.11,1.41,424,104.27,7.02
61300,13.13,1.42,424,103.95,7.01
61400,13.13,1.42,424,104.2,7.02
61500,13.12,1.42,424,104.42,6.97
61600,13.14,1.43,424,104.04,7.01
61700,13.12,1.41,424,104.29,7
61800,13.11,1.43,424,104.32,7.06
61900,13.17,1.42,424,104.03,6.97
62000,13.14,1.4,422,105.11,6.92
62100,13.13,1.42,424,103.98,6.98
62200,13.15,1.43,424,104.3,6.98
62300,13.14,1.4,422,104.99,7.05
62400,13.15,1.42,424,104.08,6.74
62500,13.13,1.41,424,104.79,7
62600,13.14,1.41,424,104.61,6.94
62700,13.11,1.4,424,103.48,6.69
62800,13.12,1.44,426,103.16,6.98
62900,13.12,1.41,424,104.03,7.01
63000,13.12,1.43,424,104.61,6.99
63100,13.13,1.41,422,104.64,7.01
63200,13.13,1.39,422,103.14,7.06
63300,13.13,1.42,424,104.67,7
63400,13.13,1.41,422,104.17,6.98
63500,13.14,1.43,424,103.9,7.02
63600,13.13,1.42,424,104.69,7.89
63700,13.12,1.41,424,103.94,6.98
63800,13.14,1.42,424,104.14,7.58
63900,13.13,1.41,422,104.68,6.99
64000,13.15,1.39,422,102.99,7.68
64100,13.12,1.42,424,104.12,7.01
64200,13.14,1.4,422,103.34,7.05
64300,13.13,1.42,422,104.12,7.93
64400,13.14,1.42,424,104.43,7.03
64500,13.14,1.44,426,103.91,7.02
64600,13.11,1.42,424,104.84,6.99
64700,13.15,1.4,422,103.74,7.88
64800,13.12,1.39,422,102.86,7.02
