@RELATION H9

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL

@DATA
10600,13.03,1.6,392,108.57,3.34
10700,13.03,1.58,390,108.63,3.38
10800,13.04,1.57,390,108.26,3.33
10900,13.06,1.58,390,107.96,3.3
11000,13.04,1.58,390,108.44,3.38
11100,13.02,1.58,392,108.75,3.09
11200,13.03,1.57,390,108.45,3.42
11300,13.02,1.56,390,108.75,3.31
11400,13.02,1.58,390,108.7,3.32
11500,13.06,1.57,390,108.93,3.43
11600,13.03,1.58,390,110.05,3.34
11700,13.02,1.55,390,108.77,3.3
11800,13.07,1.55,390,107.76,3.37
11900,13.04,1.56,390,108.24,3.37
12000,13.04,1.56,390,108.24,3.33
12100,13.04,1.55,388,108.66,3.36
12200,13.04,1.57,390,107.93,3.34
12300,13.05,1.56,388,108.88,3.31
12400,13.01,1.55,388,107.54,3.36
12500,13.03,1.57,388,108.26,3.01
12600,13.02,1.58,390,108.17,3.37
12700,13.04,1.56,390,108.15,3.34
12800,13.06,1.55,390,107.87,3.4
12900,13.03,1.56,390,108.04,3.15
13000,13.03,1.57,390,108.94,3.37
13100,13.04,1.57,388,107.85,3.43
13200,13.08,1.6,388,107.77,3.39
13300,13.08,1.61,388,108.67,3.11
13400,13.09,1.59,390,106.86,3.13
13500,13.08,1.64,388,108.59,3.38
13600,13.1,1.61,388,107.65,3.4
13700,13.1,1.63,390,107.61,3.39
13800,13.11,1.62,390,108.15,3.39
13900,13.13,1.6,388,107.43,3.07
14000,13.11,1.62,390,107.56,3.38
14100,13.14,1.61,388,108.36,3.38
14200,13.13,1.61,388,107.85,3.38
14300,13.09,1.61,388,107.93,3.14
14400,13.12,1.61,388,108.85,3.42
14500,13.13,1.61,388,108.92,3.42
14600,13.12,1.61,388,109.05,3.17
14700,13.11,1.62,388,107.93,3.42
14800,13.1,1.63,390,108.78,3.41
14900,13.09,1.6,388,107.8,3.41
15000,13.06,1.61,390,107.61,3.35
15100,13.11,1.64,388,109.23,3.4
15200,13.11,1.61,390,108.29,3.43
15300,13.11,1.62,388,109.05,3.2
15400,13.11,1.61,388,109.17,3.43
15500,13.1,1.61,388,108.11,3.15
15600,13.09,1.62,388,108.03,3.4
15700,13.11,1.61,388,108,3.35
15800,13.12,1.61,388,107.75,3.39
15900,13.1,1.63,388,108.56,3.44
16000,13.12,1.62,388,107.35,3.22
16100,13.1,1.61,388,108.1,3.38
16200,13.11,1.63,388,109.19,3.06
16300,13.08,1.65,390,108.55,3.4
16400,13.12,1.63,388,108.9,3.44
16500,13.09,1.69,392,108.15,3.43
16600,13.09,1.63,388,109.51,3.4
16700,13.11,1.64,388,108.52,3.05
16800,13.11,1.63,388,108.86,3.41
16900,13.12,1.62,390,109.71,3.12
17000,13.11,1.62,388,108.32,3.36
17100,13.12,1.64,388,109.04,3.38
17200,13.11,1.61,388,109.04,3.41
17300,13.1,1.62,390,108.93,3.43
17400,13.1,1.6,386,109.76,3.16
17500,13.09,1.61,388,109.35,3.35
17600,13.08,1.63,388,109.3,3.13
17700,13.12,1.6,388,108.14,3.37
17800,13.1,1.6,388,109.31,3.4
17900,13.08,1.66,392,107.74,3.4
18000,13.08,1.61,388,107.86,3.11
18100,13.09,1.61,386,108.52,3.38
18200,13.09,1.6,388,108.16,3.12
18300,13.12,1.6,388,108.2,3.13
18400,13.11,1.61,388,108.24,3.34
18500,13.1,1.61,388,109.44,3.37
18600,13.12,1.67,390,108.56,3.4
18700,13.09,1.62,388,108.47,3.43
18800,13.11,1.6,388,108.91,3.45
18900,13.12,1.6,388,108.07,3.15
19000,13.1,1.61,388,108.32,3.42
19100,13.08,1.62,388,108.65,3.36
19200,13.1,1.61,388,108.02,3.4
19300,13.09,1.59,386,107.94,3.1
19400,13.1,1.61,386,108.91,3.45
19500,13.1,1.6,388,108.6,3.39
19600,13.11,1.62,390,109.19,3.33
19700,13.11,1.6,388,108.63,3.36
19800,13.1,1.6,386,107.86,3.41
19900,13.11,1.62,388,108.95,3.4
20000,13.07,1.59,388,109.05,3.13
20100,13.1,1.58,388,107.99,3.37
20200,13.1,1.59,386,108.44,3.11
20300,13.09,1.6,388,108.14,3.39
20400,13.09,1.6,386,108.11,3.39
20500,13.11,1.62,388,108.66,3.37
20600,13.11,1.63,388,108.12,3.15
20700,13.09,1.6,386,108.35,3.44
20800,13.1,1.59,386,107.69,3.42
20900,13.12,1.59,388,108.85,3.38
21000,13.1,1.59,386,107.85,3.35
21100,13.09,1.61,386,108.21,3.38
21200,13.13,1.59,386,107.63,3.18
21300,13.1,1.59,386,108.08,3.11
21400,13.09,1.58,386,108.09,3.41
21500,13.11,1.6,386,107.9,3.38
21600,13.1,1.59,386,107.39,3.44
21700,13.08,1.59,386,108.01,3.38
21800,13.11,1.57,386,107.14,3.44
21900,13.13,1.59,386,106.98,3.37
22000,13.13,1.6,388,107.89,3.41
22100,13.08,1.59,388,108.65,3.37
22200,13.08,1.59,388,108.62,3.18
22300,13.08,1.57,386,108.93,3.19
22400,13.11,1.57,386,107.7,3.38
22500,13.1,1.59,386,108.08,3.38
22600,13.08,1.57,386,107.46,3.36
22700,13.1,1.57,386,107.69,3.36
22800,13.07,1.59,386,108.24,3.43
22900,13.09,1.58,386,107.57,3.39
23000,13.12,1.6,386,107.69,3.07
23100,13.09,1.58,388,108.39,3.43
23143,13.1,1.69,390,107.42,3.37
23200,13.08,1.62,388,108.55,3.44
23300,13.08,1.56,386,108.37,3.36
23400,13.1,1.58,386,106.92,3.37
23500,13.12,1.55,384,106.89,3.36
23600,13.08,1.55,384,108.14,3.41
23700,13.08,1.56,386,108.26,3.14
23800,13.1,1.56,386,107.28,3.11
23900,13.07,1.56,386,108.43,3.15
24000,13.11,1.55,384,108.31,3.46
24100,13.11,1.56,384,108.39,3.19
24200,13.1,1.55,386,108.09,3.41
24300,13.09,1.55,386,108.58,3.13
24400,13.11,1.57,386,107.52,3.43
24500,13.09,1.54,386,108.37,3.41
24600,13.11,1.57,386,107.13,3.36
24700,13.07,1.56,384,107.58,3.35
24800,13.11,1.56,386,108.53,3.14
24900,13.09,1.55,386,107.49,3.35
25000,13.11,1.56,384,107.56,3.09
25100,13.07,1.56,384,107.71,3.34
25200,13.08,1.63,388,107.29,3.14
25300,13.11,1.56,384,107.4,3.37
25400,13.11,1.55,386,106.99,3.36
25500,13.11,1.56,384,107.25,3.38
25600,13.11,1.55,386,107.35,3.39
25700,13.07,1.56,386,108.66,3.42
25800,13.09,1.56,386,107.55,3.37
25900,13.08,1.56,384,107.41,3.34
26000,13.11,1.57,386,108.34,3.39
26100,13.08,1.56,384,108.49,3.36
26200,13.08,1.57,384,108.56,3.38
26300,13.1,1.56,386,106.27,3.39
26400,13.11,1.55,384,106.97,3.39
26500,13.09,1.56,384,107.66,3.36
26600,13.1,1.55,384,107.34,3.38
26700,13.08,1.55,386,106.91,3.32
26800,13.11,1.56,384,107.19,3.32
26900,13.1,1.56,384,107.83,3.1
27000,13.11,1.55,386,107.32,3.35
27100,13.11,1.55,384,106.99,3.39
27200,13.09,1.55,384,107.53,3.35
27300,13.09,1.57,386,107.13,3.35
27400,13.09,1.58,386,108.18,3.41
27500,13.09,1.56,384,107.51,3.37
27600,13.09,1.56,384,106.66,3.43
27700,13.09,1.55,384,106.8,3.38
27800,13.09,1.55,384,106.49,3.42
27900,13.1,1.56,384,106.88,3.31
28000,13.1,1.54,386,106.07,3.37
28100,13.09,1.55,384,106.07,3.37
28200,13.11,1.55,386,107.47,3.09
28300,13.08,1.56,384,107.63,3.33
28400,13.1,1.56,384,106.49,3.33
28500,13.1,1.55,384,107.14,3.33
28600,13.09,1.56,384,106.14,3.38
28700,13.09,1.55,384,107.42,3.39
28800,13.11,1.55,384,107.15,3.41
28900,13.1,1.55,384,106.84,3.12
29000,13.11,1.55,384,106.29,3.35
29100,13.1,1.54,384,106.13,3.38
29200,13.1,1.54,384,106.03,3.34
29300,13.11,1.55,384,106.09,3.38
29400,13.1,1.54,384,106.12,3.39
29500,13.11,1.54,384,106.85,3.13
29600,13.09,1.56,384,107.78,3.11
29700,13.08,1.56,384,106.58,3.36
29800,13.09,1.55,384,107.13,3.05
29900,13.1,1.56,384,107.02,3.45
30000,13.07,1.54,384,106.43,3.34
30100,13.11,1.55,386,107.3,3.38
30200,13.08,1.55,386,106.2,3.13
30300,13.09,1.54,384,106.87,3.11
30400,13.1,1.54,384,106.25,3.37
30500,13.1,1.54,384,107.27,3.37
30600,13.11,1.54,384,106.29,3.38
30700,13.12,1.56,384,108.21,3.13
30800,13.09,1.53,384,106.28,3.36
30900,13.1,1.55,386,108.13,3.13
31000,13.07,1.55,386,108.53,3.41
31100,13.12,1.57,384,108.82,3.38
31200,13.08,1.56,384,107.87,3.38
31300,13.08,1.56,386,108.16,3.34
31400,13.11,1.56,386,107.85,3.36
31500,13.09,1.56,384,107.72,3.17
31600,13.11,1.56,386,107.3,3.41
31700,13.11,1.55,384,107.75,3.45
31800,13.13,1.54,386,107.33,3.42
31900,13.09,1.55,386,107.05,3.18
32000,13.07,1.55,386,108.11,3.41
32100,13.1,1.57,386,108.68,3.49
32200,13.08,1.59,390,107.98,3.47
32300,13.09,1.55,384,107.45,3.4
32400,13.1,1.53,384,107.26,3.11
32500,13.13,1.57,386,107.12,3.35
32600,13.09,1.55,386,107.19,3.39
32700,13.08,1.54,384,108.07,3.18
32800,13.08,1.56,386,107.12,3.36
32900,13.1,1.54,384,107.7,3.39
33000,13.08,1.57,386,107.29,3.39
33100,13.11,1.55,386,107.38,3.41
33200,13.11,1.55,386,107.16,3.42
33300,13.07,1.55,384,106.79,3.12
33400,13.09,1.55,386,106.68,3.37
33500,13.1,1.55,384,107.2,3.42
33600,13.09,1.56,384,106.49,3.35
33700,13.1,1.53,384,106.22,3.1
33800,13.09,1.55,384,106.84,3.39
33900,13.11,1.56,384,107.86,3.4
34000,13.11,1.54,384,107.68,3.36
34100,13.06,1.54,384,106.52,3.44
34200,13.11,1.54,386,106.99,3.15
34300,13.11,1.53,386,106.1,3.39
34400,13.09,1.55,384,106.22,3.42
34500,13.1,1.55,384,106.3,3.41
34600,13.08,1.55,386,107.53,3.39
34700,13.06,1.54,384,107.83,3.4
34800,13.07,1.55,386,107.67,3.46
34900,13.07,1.64,386,108.67,3.38
35000,13.06,1.55,384,107.91,3.37
35100,13.09,1.55,384,108.13,3.36
35200,13.11,1.55,384,106.43,3.39
35300,13.11,1.55,384,106.58,3.4
35400,13.07,1.56,386,106.75,3.38
35500,13.06,1.56,386,107.25,3.39
35600,13.1,1.55,384,106.73,3.4
35700,13.08,1.55,386,106.31,3.36
35800,13.09,1.63,394,107.05,3.41
35900,13.09,1.57,392,108.37,3.4
36000,13.09,1.64,394,107.81,3.4
36100,13.06,1.66,398,107.24,3.38
36200,13.1,1.66,394,106.56,3.41
36300,13.11,1.63,392,108.13,3.17
36400,13.09,1.65,394,106.92,3.37
36500,13.1,1.62,392,108.55,3.95
36600,13.09,1.66,394,107.51,3.42
36700,13.07,1.63,396,107.35,3.39
36800,13.08,1.64,394,107.65,3.19
36900,13.12,1.67,394,108.15,3.42
37000,13.09,1.66,396,107.62,3.21
37100,13.1,1.69,396,108.44,3.22
37200,13.07,1.62,394,107.41,3.34
37300,13.07,1.63,396,107.03,3.37
37400,13.1,1.63,394,106.91,3.16
37500,13.07,1.64,394,107.26,3.33
37600,13.09,1.68,396,106.01,3.35
37700,13.06,1.67,396,107.93,3.37
37800,13.09,1.62,392,108.76,3.43
37900,13.09,1.69,398,107.7,3.21
38000,13.1,1.62,390,108.14,3.36
38100,13.09,1.65,392,107.39,3.38
38200,13.06,1.66,394,109,3.34
38300,13.1,1.67,396,108.34,3.15
38400,13.09,1.68,396,107.67,3.19
38500,13.11,1.71,398,108.36,3.4
38600,13.09,1.67,394,106.03,3.4
38700,13.1,1.69,396,107.62,3.44
38800,13.06,1.73,400,110.63,3.39
38900,13.1,1.67,396,107.76,3.48
39000,13.1,1.67,396,105.8,3.36
39100,13.07,1.72,400,110.08,3.15
39200,13.11,1.72,398,108.41,3.37
39300,13.06,1.67,396,106.16,3.36
39400,13.09,1.67,398,106.52,3.44
39500,13.11,1.73,400,107.16,3.4
39600,13.1,1.7,398,108.13,3.35
39700,13.08,1.75,398,109.43,3.38
39800,13.1,1.7,396,109,3.34
39900,13.12,1.71,396,108.6,3.43
40000,13.1,1.75,396,108.76,3.32
40100,13.08,1.7,394,107.41,3.11
40200,13.05,1.74,398,108.24,3.14
40300,13.09,1.71,400,107.51,3.35
40400,13.11,1.69,398,108.21,3.17
40500,13.08,1.68,394,107.86,3.36
40600,13.1,1.66,392,108.36,3.33
40700,13.08,1.66,394,108.09,3.37
40800,13.07,1.72,398,108.64,3.34
40900,13.08,1.7,396,107.67,3.38
41000,13.08,1.69,396,108,3.43
41100,13.05,1.69,396,107.63,3.37
41200,13.1,1.68,394,107.56,3.43
41300,13.1,1.69,396,106.36,3.31
41400,13.08,1.66,394,107.61,3.34
41500,13.09,1.7,394,108.48,3.37
41600,13.08,1.69,398,106.96,3.45
41700,13.09,1.67,396,107.85,3.33
41800,13.1,1.67,394,107.71,3.35
41900,13.12,1.67,394,107.82,3.35
42000,13.09,1.64,394,108.02,3.36
42100,13.08,1.73,396,109.67,3.37
42200,13.09,1.71,396,107.73,3.37
42300,13.09,1.69,396,107.8,3.38
42400,13.07,1.71,398,108.83,3.35
42500,13.08,1.69,394,107.76,3.38
42600,13.09,1.68,394,107.24,3.38
42700,13.08,1.68,396,108.1,3.39
42800,13.06,1.69,398,109.35,3.43
42900,13.08,1.64,394,107.86,0.72
43000,13.1,1.65,392,107.85,3.36
43100,13.09,1.67,394,107.58,3.37
43200,13.07,1.66,394,107.86,3.16
43300,13.09,1.66,392,108.34,3.12
43400,13.08,1.64,392,108.89,3.19
43500,13.1,1.65,394,107.96,3.32
43600,13.12,1.58,390,108.45,3.31
43700,13.08,1.64,392,107.56,3.41
43800,13.07,1.65,394,108,3.32
43900,13.11,1.66,392,107.88,3.37
44000,13.08,1.67,394,108.47,3.36
44100,13.07,1.64,392,107.34,3.39
44200,13.08,1.63,392,107.35,3.32
44300,13.07,1.61,390,107.93,3.4
44400,13.08,1.65,392,107.39,3.36
44500,13.1,1.63,392,108.11,3.39
44600,13.09,1.62,390,107.56,3.34
44700,13.08,1.61,390,108.26,3.33
44800,13.1,1.6,390,108.56,3.39
44900,13.1,1.62,390,108.38,3.36
45000,13.08,1.61,390,108.05,3.09
45100,13.08,1.61,392,109.34,3.4
45200,13.09,1.65,394,107.08,3.43
45300,13.09,1.63,392,108.86,3.37
45400,13.08,1.64,394,107.63,3.45
45500,13.08,1.64,390,108.09,3.11
45600,13.11,1.62,392,108.62,3.32
45700,13.11,1.56,388,107.57,3.34
45800,13.08,1.62,390,108.48,3.41
45900,13.09,1.59,388,108.29,3.15
46000,13.08,1.61,390,108.25,3.4
46100,13.09,1.58,388,108.67,3.16
46200,13.07,1.62,390,108.01,3.35
46300,13.1,1.61,390,107.32,3.32
46400,13.06,1.6,388,107.16,3.36
46500,13.09,1.57,388,107.69,3.37
46600,13.07,1.59,388,107.8,3.41
46700,13.09,1.58,390,108.12,3.46
46800,13.06,1.58,386,107.69,3.38
46900,13.08,1.6,390,108.25,3.38
47000,13.07,1.59,388,107.96,3.36
47100,13.1,1.55,394,108.68,3.39
47200,13.09,1.61,390,108.35,3.41
47300,13.1,1.59,388,107.83,3.36
47400,13.08,1.6,390,107.65,3.38
47500,13.09,1.59,388,107.36,3.4
47600,13.09,1.59,390,107.83,3.42
47700,13.07,1.53,386,107.32,3.41
47800,13.1,1.59,390,107.44,3.35
47900,13.12,1.55,386,108.36,3.43
48000,13.09,1.52,386,106.98,3.01
48100,13.09,1.51,384,107.11,3.33
48200,13.09,1.53,384,107.38,3.37
48300,13.08,1.6,390,107.2,3.35
48400,13.08,1.61,390,108.41,3.41
48500,13.07,1.51,386,107.22,3.4
48600,13.11,1.5,386,107.17,3.12
48700,13.1,1.5,384,106.11,3.37
48800,13.05,1.49,386,106.37,3.38
48900,13.07,1.48,386,106.44,3.32
49000,13.05,1.49,384,106.35,3.16
49100,13.04,1.49,384,106.13,3.34
49200,13.06,1.47,384,105.66,3.37
49300,13.06,1.47,384,105.41,3.36
49400,13.02,1.47,384,105.78,3.35
49500,13.07,1.49,384,105.54,3.1
49600,13.05,1.47,384,105.11,3.31
49700,13.06,1.47,384,104.86,3.4
49800,13.06,1.47,384,105,3.34
49900,13.07,1.47,384,104.8,3.13
50000,13.04,1.46,384,104.06,3.4
50100,13.04,1.46,384,104.72,3.14
50200,13.04,1.46,384,104.7,3.18
50300,13.06,1.46,384,104.15,3.12
50400,13.05,1.46,382,102.76,3.07
50500,13.02,1.46,384,103.4,3.36
50600,13.06,1.47,384,103.29,3.37
50700,13.06,1.46,382,103.79,3.32
50800,13.04,1.48,382,104.72,3.36
50900,13.07,1.5,382,103.32,3.39
51000,13.09,1.49,382,102.72,3.4
51100,13.08,1.51,384,104.76,3.41
51200,13.1,1.5,384,103.88,3.41
51300,13.08,1.5,382,103.29,3.36
51400,13.06,1.49,384,104.55,3.17
51486,13.08,1.53,384,107.03,3.4
51500,13.09,1.53,386,106.5,3.38
51600,13.08,1.51,384,102.77,3.16
51700,13.08,1.51,382,105.21,3.4
51800,13.07,1.5,384,104.19,3.17
51900,13.11,1.52,384,103.62,3.17
52000,13.11,1.5,384,104.97,3.2
52100,13.08,1.52,382,105.65,3.44
52200,13.1,1.5,384,104.71,3.36
52300,13.09,1.49,382,104.23,3.42
52400,13.08,1.5,384,103.61,3.41
52500,13.11,1.5,384,104.06,3.37
52600,13.09,1.5,382,104.91,3.38
52700,13.07,1.51,382,103.7,3.14
52800,13.09,1.5,382,105.72,3.4
52900,13.09,1.5,382,105.23,3.16
53000,13.11,1.5,382,104.84,3.42
53100,13.09,1.5,382,105.18,3.11
53200,13.1,1.5,382,105.25,3.11
53300,13.08,1.5,382,104.42,3.11
53400,13.12,1.51,382,104.44,3.4
53500,13.1,1.51,382,104.64,3.42
53600,13.09,1.51,382,104.26,3.45
53700,13.08,1.51,384,104.15,3.37
53800,13.11,1.51,384,104.8,3.39
53900,13.08,1.5,382,104.06,3.37
54000,13.09,1.51,382,104.11,3.1
54100,13.09,1.5,382,103.25,3.37
54200,13.1,1.51,384,104.7,3.44
54300,13.06,1.51,384,104.24,3.18
54400,13.08,1.5,382,104.97,3.39
54500,13.07,1.5,382,104.05,3.37
54600,13.11,1.51,382,104.52,3.08
54700,13.09,1.51,382,104.52,3.42
54800,13.07,1.5,382,104.34,3.38
54900,13.07,1.51,384,103.8,3.34
55000,13.08,1.5,382,104.1,3.42
55100,13.09,1.5,382,103.26,3.42
55200,13.11,1.5,382,104.35,3.42
55300,13.07,1.5,382,103.25,3.38
55400,13.08,1.51,382,102.76,3.37
55402,13.11,1.52,384,105.18,3.42
55500,13.06,1.5,382,103.9,3.39
55600,13.09,1.51,382,103.67,3.14
55700,13.06,1.5,384,104.08,3.41
55800,13.1,1.51,384,104.51,3.53
55900,13.1,1.5,382,104.92,3.11
56000,13.09,1.5,382,104.77,3.35
56100,13.11,1.5,382,104.8,3.38
56200,13.08,1.5,382,103.1,3.41
56300,13.11,1.51,382,103.38,3.15
56400,13.08,1.51,382,104.49,3.45
56500,13.06,1.5,384,104.22,3.39
56600,13.09,1.51,382,104.57,3.41
56700,13.09,1.5,382,104.57,3.1
56800,13.12,1.51,382,103.79,3.37
56900,13.11,1.51,384,103.63,3.36
57000,13.12,1.52,382,103.07,3.36
57100,13.09,1.52,384,103.54,3.09
57200,13.1,1.51,384,103.6,3.35
57300,13.09,1.51,382,103.72,3.37
57400,13.1,1.51,382,105.11,3.18
57500,13.09,1.5,384,104.44,3.38
57600,13.11,1.51,382,104.47,3.39
57700,13.09,1.51,382,104.92,3.45
57800,13.08,1.5,382,103.91,3.18
57900,13.08,1.51,382,104.41,3.35
58000,13.1,1.52,382,105.15,3.38
58100,13.06,1.52,384,103.92,3.41
58200,13.08,1.51,382,103.2,3.45
58300,13.1,1.51,384,104.2,3.39
58400,13.1,1.52,384,104.03,3.4
58500,13.09,1.52,382,103.78,3.1
58600,13.1,1.51,382,104.54,3.38
58700,13.08,1.51,384,103.88,3.35
58800,13.1,1.52,382,104.05,3.11
58900,13.1,1.52,382,104.55,3.39
59000,13.09,1.52,382,103.98,3.35
59100,13.08,1.51,382,104.53,3.38
59200,13.1,1.52,382,103.5,3.38
59300,13.09,1.53,382,103.71,3.39
59400,13.09,1.52,384,103.49,3.35
59436,13.1,1.62,386,108.59,3.39
59500,13.1,1.55,384,106.12,3.44
59600,13.1,1.53,384,104.99,3.09
59700,13.1,1.52,382,103.85,3.41
59800,13.1,1.53,384,105.7,3.41
59900,13.08,1.51,382,103.8,3.44
60000,13.11,1.51,382,103.64,3.36
60100,13.09,1.51,382,103.47,3.33
60200,13.09,1.51,382,104.71,3.4
60300,13.09,1.51,382,104.9,3.38
60400,13.07,1.51,382,104.18,3.39
60500,13.1,1.5,382,104.75,3.33
60600,13.09,1.51,382,104.64,3.06
60700,13.06,1.5,382,104.51,3.33
60800,13.09,1.51,382,104.68,3.4
60900,13.11,1.51,382,104.83,3.07
61000,13.09,1.51,382,104.29,3.44
61100,13.1,1.5,382,104.84,3.39
61200,13.11,1.52,382,103.93,3.16
61300,13.08,1.51,382,104.37,3.37
61400,13.1,1.51,382,104.92,3.36
61500,13.08,1.5,382,105.57,3.36
61600,13.1,1.51,382,104.13,3.16
61700,13.09,1.5,382,104.94,3.36
61800,13.1,1.51,382,104.35,3.39
61900,13.05,1.51,382,104.28,4.03
62000,13.11,1.52,382,105.47,3.13
62100,13.1,1.5,382,105.13,3.39
62200,13.06,1.51,382,104.68,3.4
62300,13.11,1.52,382,104.38,3.17
62400,13.08,1.5,382,105.27,3.36
62500,13.1,1.51,384,105.27,3.36
62600,13.11,1.51,382,103.94,4.02
62700,13.09,1.5,382,104.94,3.38
62800,13.09,1.51,382,105.05,3.39
62900,13.09,1.51,382,105.19,3.34
63000,13.09,1.5,382,105.16,3.36
63100,13.1,1.5,382,105.55,3.36
63200,13.08,1.5,382,105.52,3.33
63300,13.09,1.5,382,104.7,4.05
63400,13.07,1.51,384,104.61,3.36
63500,13.08,1.51,382,104.66,3.39
63600,13.1,1.5,382,105.14,3.35
63700,13.1,1.5,382,104.41,3.38
63800,13.12,1.5,382,104.99,3.41
63900,13.1,1.5,382,104.05,4.03
64000,13.08,1.5,382,104.54,3.14
64100,13.08,1.5,382,104.86,4.11
64200,13.1,1.5,382,104.3,3.45
64300,13.06,1.5,382,105.02,3.4
64400,13.11,1.51,384,104.47,3.38
64500,13.09,1.51,382,104.78,3.43
