@RELATION H6

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL

@DATA
4700,13.13,1.65,330,104.33,6.08
4800,13.09,1.64,330,102.4,6.17
4900,13.14,1.64,332,102.99,6.15
5000,13.12,1.64,330,102.58,6.07
5100,13.12,1.65,330,103.08,6.11
5200,13.13,1.64,330,103.15,6.14
5300,13.14,1.64,332,103.5,6.16
5400,13.12,1.63,330,102.76,6.1
5500,13.13,1.63,332,101.88,5.87
5600,13.12,1.64,330,103,6.07
5700,13.11,1.64,330,102.98,6.13
5800,13.11,1.63,330,102.36,6.11
5900,13.14,1.64,330,103.59,6.14
6000,13.13,1.65,330,103.08,5.89
6100,13.1,1.64,330,102.33,6.11
6200,13.13,1.64,330,102.05,6.1
6300,13.12,1.62,330,101.76,6.06
6400,13.12,1.63,330,103.03,6.1
6500,13.15,1.64,330,101.91,6.12
6532,13.13,1.74,336,102.87,5.2
6600,13.13,1.6,332,103.61,5.24
6700,13.11,1.61,330,102.74,5.21
6800,13.1,1.64,332,104.04,6.1
6900,13.12,1.64,330,103.63,6.07
7000,13.1,1.65,332,102.96,5.24
7100,13.1,1.64,332,103.58,6.07
7200,13.13,1.62,332,102.81,6.16
7300,13.12,1.64,330,103.7,6.1
7400,13.1,1.63,330,102.87,6.15
7500,13.1,1.62,330,104.18,6.07
7600,13.1,1.6,330,101.93,6.08
7700,13.1,1.61,330,101.46,6.09
7800,13.06,1.58,330,101.55,6.07
7900,13.07,1.59,330,101.64,6.06
8000,13.09,1.6,330,101.2,6.08
8100,13.09,1.59,330,101.03,6.12
8200,13.06,1.58,330,101.34,6.07
8300,13.09,1.59,330,99.55,6.12
8400,13.07,1.57,328,99.86,6.06
8500,13.07,1.59,328,101.29,6.06
8600,13.06,1.59,328,99.79,6.04
8700,13.07,1.57,328,102.23,6.12
8800,13.08,1.56,328,102.32,6.07
8900,13.07,1.56,328,102.98,6.09
9000,13.09,1.57,330,99.74,5.85
9100,13.05,1.56,328,102.49,6.04
9200,13.08,1.56,328,101.66,6.05
9300,13.1,1.56,328,100.04,6.06
9400,13.07,1.57,330,101.28,6.07
9500,13.05,1.55,328,102.43,6.02
9600,13.08,1.56,328,99.87,6.04
9700,13.08,1.56,328,101.27,5.79
9800,13.07,1.57,328,100.65,6.06
9900,13.07,1.56,328,101.34,6.1
10000,13.06,1.55,326,102.41,6.09
10100,13.06,1.56,328,102.35,6.07
10200,13.08,1.55,326,103.26,6.04
10300,13.06,1.56,328,101.12,6.06
10400,13.07,1.57,330,99.59,6.01
10500,13.07,1.55,328,102.4,6.02
10600,13.08,1.55,330,102.5,6.08
10700,13.08,1.55,328,101.65,6.02
10800,13.05,1.55,328,101.69,6.04
10900,13.06,1.56,328,101.9,6.1
11000,13.06,1.53,326,102.39,6.07
11100,13.06,1.57,328,102.12,6.06
11200,13.08,1.57,328,102.75,6.12
11300,13.06,1.54,328,102.38,6
11400,13.07,1.56,328,102,6.03
11500,13.07,1.55,330,102.59,6.04
11600,13.04,1.57,326,102.01,6.05
11700,13.08,1.55,328,104.28,6
11800,13.09,1.54,328,103.66,6.08
11900,13.08,1.54,328,103.14,5.82
12000,13.06,1.54,328,103.85,6.05
12100,13.08,1.54,328,102.03,6.13
12200,13.06,1.58,328,101.17,6.07
12300,13.07,1.57,330,101.75,6.08
12400,13.06,1.55,328,102.13,6.13
12500,13.09,1.54,326,104.55,6.05
12600,13.04,1.53,328,103.79,6.03
12700,13.06,1.54,328,102.56,6.09
12800,13.06,1.58,328,102.45,6.07
12900,13.08,1.54,326,103.17,6.07
13000,13.08,1.53,328,103.57,6.13
13100,13.09,1.56,326,103.87,5.84
13200,13.11,1.55,328,104.88,6.06
13300,13.08,1.56,326,103.71,6.09
13400,13.12,1.56,326,103.31,6.1
13500,13.14,1.56,326,104.27,6.15
13600,13.13,1.54,326,105.19,6.11
13700,13.15,1.57,326,104.26,6.11
13800,13.13,1.56,326,106.19,6.13
13900,13.13,1.56,324,104.58,6.14
14000,13.12,1.58,326,104.01,6.16
14100,13.14,1.56,326,103.93,6.08
14200,13.11,1.57,326,104.98,6.12
14300,13.1,1.58,326,102.4,6.08
14400,13.13,1.57,326,103.89,6.08
14500,13.13,1.58,326,102.54,5.92
14600,13.13,1.57,326,103.5,6.17
14700,13.1,1.57,326,104.84,6.15
14800,13.1,1.56,326,104.58,5.98
14900,13.14,1.57,326,104.45,6.17
15000,13.13,1.57,326,103.05,5.92
15100,13.15,1.58,326,103.38,5.24
15200,13.14,1.57,326,102.41,6.16
15300,13.11,1.58,326,102.45,6.06
15400,13.14,1.59,326,102.74,6.12
15500,13.12,1.58,326,103.76,6.13
15600,13.14,1.56,326,103.06,6.09
15700,13.14,1.56,326,104.39,5.25
15800,13.14,1.57,326,102.77,6.13
15900,13.14,1.58,326,102.44,5.26
16000,13.12,1.57,326,104.94,6.19
16100,13.12,1.58,326,103.59,6.16
16200,13.13,1.58,326,103.85,5.88
16300,13.14,1.58,326,102.26,6.18
16400,13.12,1.58,326,102.52,6.13
16500,13.11,1.57,326,103.43,6.1
16600,13.11,1.58,326,102.72,6.16
16700,13.13,1.57,324,102.89,6.19
16800,13.15,1.56,324,103.17,6.12
16900,13.12,1.56,326,102.91,6.12
17000,13.12,1.57,326,102.7,6.2
17100,13.1,1.58,326,102.25,5.23
17200,13.11,1.57,326,101.69,6.15
17300,13.14,1.58,324,104.07,6.15
17400,13.14,1.55,324,102.78,5.95
17500,13.12,1.56,326,101.68,6.07
17600,13.13,1.57,326,102.5,5.2
17700,13.13,1.57,326,102.97,5.25
17800,13.12,1.56,326,102.21,5.22
17900,13.12,1.57,326,102.46,6.13
18000,13.11,1.56,326,102.49,5.21
18100,13.11,1.57,328,102.18,6.11
18200,13.13,1.56,328,102.89,5.86
18300,13.14,1.57,326,102.13,6.1
18400,13.13,1.58,326,102.51,5.23
18500,13.12,1.57,324,102.38,6.09
18600,13.17,1.56,326,101.92,5.87
18700,13.11,1.56,326,104.15,6.14
18800,13.16,1.56,326,102.08,5.27
18900,13.12,1.59,328,99.94,6.14
19000,13.12,1.57,326,102.05,6.12
19100,13.11,1.57,326,102.6,6.09
19200,13.12,1.55,324,102.96,6.15
19300,13.13,1.57,326,102.65,6.08
19400,13.13,1.56,326,103.76,6.13
19500,13.16,1.57,326,102.97,6.09
19600,13.13,1.57,328,102.68,6.13
19700,13.11,1.56,324,102.63,6.06
19800,13.12,1.56,326,102.87,6.12
19900,13.12,1.56,326,103.1,6.12
20000,13.14,1.56,326,102.23,6.14
20100,13.11,1.56,326,102.39,6.12
20200,13.14,1.56,324,102.5,6.1
20300,13.12,1.55,324,102.22,6.13
20400,13.13,1.57,326,102.43,6.11
20500,13.13,1.57,324,103.31,5.94
20600,13.15,1.56,326,103.22,5.79
20700,13.1,1.57,326,102.15,6.07
20800,13.13,1.59,328,101.59,6.09
20900,13.11,1.55,326,103.19,6.1
21000,13.09,1.56,326,103.36,6.12
21100,13.13,1.56,326,102.61,6.15
21200,13.08,1.56,326,102.82,5.29
21300,13.13,1.56,326,102.45,6.16
21400,13.12,1.55,324,103.15,6.11
21500,13.11,1.56,326,102.17,6.07
21600,13.12,1.56,324,103.12,6.16
21700,13.1,1.58,326,103.23,5.28
21800,13.11,1.55,324,105.47,5.83
21900,13.1,1.56,324,103.08,6.12
22000,13.11,1.54,324,103.17,5.85
22100,13.11,1.55,328,102.57,6.07
22200,13.11,1.55,326,102.8,6.06
22300,13.12,1.55,324,103.54,6.16
22400,13.12,1.54,326,103.45,6.08
22500,13.1,1.55,326,101.89,6.12
22600,13.13,1.58,326,101.94,6.13
22700,13.13,1.55,324,104.15,6.09
22800,13.13,1.55,324,104.8,6.08
22900,13.11,1.56,324,104.25,5.18
23000,13.13,1.55,324,103.55,6.1
23100,13.13,1.55,324,102.52,6.1
23143,13.11,1.72,336,100.42,5.21
23200,13.12,1.59,332,102.24,5.25
23300,13.11,1.59,328,102.74,6.1
23400,13.13,1.55,328,100.12,6.04
23500,13.11,1.57,326,101.1,6.15
23600,13.09,1.58,328,99.84,6.12
23700,13.1,1.58,326,99.93,6.11
23800,13.14,1.56,326,102.58,6.17
23900,13.12,1.55,326,103.06,6.13
24000,13.12,1.56,326,102.53,6.08
24100,13.13,1.59,326,102.63,5.89
24200,13.12,1.57,326,103.27,6.13
24300,13.13,1.57,328,102.29,6.11
24400,13.14,1.58,328,99.57,6.08
24500,13.11,1.55,326,102.7,6.17
24600,13.12,1.56,326,101.65,6.12
24700,13.11,1.59,328,99.81,6.13
24800,13.11,1.57,326,101,6.12
24900,13.11,1.57,326,103.21,6.18
25000,13.1,1.58,326,101.51,5.91
25100,13.12,1.56,324,102.44,6.1
25200,13.13,1.56,324,101.85,6.11
25300,13.11,1.56,326,102.07,6.07
25400,13.12,1.56,324,104.24,6.2
25500,13.13,1.56,326,103.98,6.07
25600,13.13,1.56,326,102.28,6.11
25700,13.12,1.57,326,101.69,6.07
25800,13.12,1.56,326,104.02,6.11
25900,13.1,1.56,326,103.19,6.17
26000,13.13,1.58,326,101.63,6.15
26100,13.09,1.56,326,102.65,6.1
26200,13.12,1.56,326,101.77,6.14
26300,13.11,1.55,326,102.27,6.14
26400,13.12,1.56,326,101.83,6.11
26500,13.12,1.57,324,103.2,6.09
26600,13.14,1.56,324,103.94,6.12
26700,13.15,1.55,324,104.58,5.87
26800,13.12,1.56,324,104.9,6.18
26900,13.12,1.55,322,104.06,6.12
27000,13.13,1.54,324,105.84,6.07
27100,13.1,1.56,326,103.51,6.12
27200,13.08,1.57,326,102.62,6.1
27300,13.14,1.57,326,102.77,6.14
27400,13.12,1.56,324,102.71,6.08
27500,13.11,1.56,324,103.66,6.09
27600,13.13,1.56,324,103.93,6.12
27700,13.1,1.56,324,104.48,6.1
27800,13.13,1.56,324,103.8,6.11
27900,13.14,1.57,324,103.71,6.14
28000,13.09,1.57,324,103.37,5.89
28100,13.11,1.55,324,105.17,6.15
28200,13.13,1.55,324,104.48,6.1
28300,13.1,1.57,324,102.92,6.08
28400,13.11,1.55,324,103.83,6.08
28500,13.09,1.56,324,104.67,6.1
28600,13.11,1.54,322,104.59,6.13
28700,13.1,1.55,324,103.6,5.26
28800,13.13,1.56,324,104.02,6.16
28900,13.11,1.55,324,106.5,6.15
29000,13.1,1.57,326,103.65,6.08
29100,13.1,1.56,324,103.39,6.06
29200,13.12,1.56,326,104.16,6.04
29300,13.11,1.54,324,103.2,6.06
29400,13.12,1.57,324,103.4,6.09
29500,13.12,1.54,324,104.44,6.13
29600,13.14,1.56,324,103.5,5.86
29700,13.1,1.55,324,104.95,6.07
29800,13.1,1.53,324,104.83,6.12
29900,13.11,1.54,324,104.55,6.18
30000,13.12,1.54,324,103.38,6.12
30100,13.14,1.55,324,103.85,6.06
30200,13.14,1.55,324,104.75,5.87
30300,13.11,1.53,324,103.84,6.15
30400,13.12,1.53,324,104.33,6.11
30500,13.08,1.54,324,104.46,6.07
30600,13.13,1.52,324,103.81,6.16
30700,13.11,1.54,324,104.54,5.26
30800,13.1,1.54,324,102.91,6.11
30900,13.14,1.55,326,103.16,6.14
31000,13.09,1.53,324,103.63,6.09
31100,13.11,1.54,324,103.24,5.86
31200,13.12,1.52,324,104.47,6.15
31300,13.11,1.53,324,103.32,5.91
31400,13.11,1.54,324,103.71,6.12
31500,13.13,1.52,322,103.62,6.12
31600,13.12,1.52,324,104.93,6.16
31700,13.11,1.55,324,103.6,5.9
31800,13.08,1.53,324,103.84,6.1
31900,13.14,1.53,324,104.69,5.87
32000,13.1,1.54,324,104.09,6.14
32100,13.12,1.56,326,102.02,5.87
32200,13.09,1.54,324,104.15,6.17
32300,13.12,1.55,324,103.18,6.14
32400,13.11,1.57,324,101.96,6.04
32500,13.12,1.54,328,102.82,6.15
32600,13.08,1.54,326,101.89,5.81
32700,13.08,1.54,324,104.17,6.17
32800,13.1,1.54,324,102.06,6.15
32900,13.12,1.55,324,103.62,6.15
33000,13.1,1.53,324,103.29,5.76
33100,13.09,1.52,324,104.77,6.12
33200,13.1,1.53,324,102.88,6.14
33300,13.12,1.51,324,105.06,6.11
33400,13.12,1.53,324,105.47,6.17
33500,13.1,1.54,324,104.02,6.08
33600,13.1,1.53,322,104.96,6.11
33700,13.1,1.54,324,104.94,6.15
33800,13.13,1.53,322,104.22,6.08
33900,13.12,1.54,324,104.29,6.12
34000,13.11,1.56,324,103.89,6.08
34100,13.12,1.62,332,103.63,5.85
34200,13.14,1.61,330,101.77,6.08
34300,13.11,1.54,330,103.14,6.12
34400,13.12,1.58,330,101.16,6.11
34500,13.1,1.61,330,99.59,6.16
34600,13.09,1.61,328,101.89,6.16
34700,13.09,1.54,326,102.74,6.14
34800,13.12,1.57,328,100.87,6.11
34900,13.13,1.57,326,104.4,6.16
35000,13.12,1.55,324,102.61,6.08
35100,13.1,1.56,324,101.27,6.13
35200,13.12,1.56,324,103.01,6.16
35300,13.11,1.54,326,103.16,6.13
35400,13.13,1.54,324,104.8,6.09
35500,13.12,1.53,322,104.53,5.21
35600,13.1,1.52,324,104.8,6.08
35700,13.1,1.52,322,105.19,5.82
35800,13.12,1.51,322,105.27,6.11
35900,13.13,1.51,322,103.69,6.13
36000,13.1,1.51,322,105.09,6.11
36100,13.11,1.51,322,103.93,5.93
36200,13.11,1.52,322,105.4,6.11
36300,13.11,1.51,322,104.68,6.18
36400,13.14,1.52,322,104.18,5.24
36500,13.13,1.51,324,104.73,6.18
36600,13.14,1.52,324,104.12,6.15
36700,13.14,1.52,322,102.69,6.09
36800,13.1,1.52,322,105.48,5.84
36900,13.11,1.52,322,105.45,6.09
37000,13.12,1.51,322,104.95,6.16
37100,13.1,1.52,322,104.52,6.12
37200,13.1,1.51,322,105.11,6.12
37300,13.09,1.51,322,103.43,6.15
37400,13.12,1.5,324,104.17,6.1
37500,13.08,1.51,324,103.63,5.23
37600,13.14,1.52,324,105.01,6.06
37700,13.11,1.51,324,104.04,5.19
37800,13.13,1.52,322,104.6,6.11
37900,13.1,1.51,322,103.19,6.07
38000,13.12,1.52,324,104.44,6.15
38100,13.13,1.51,322,103.23,6.11
38200,13.1,1.51,322,103.98,6.1
38300,13.12,1.51,324,103.87,6.11
38400,13.13,1.52,324,105.03,6.11
38500,13.12,1.51,322,104.22,5.88
38600,13.13,1.5,322,104.54,6.12
38700,13.11,1.51,322,104.79,6.13
38800,13.11,1.51,322,105.03,6.05
38900,13.12,1.51,322,103.44,6.06
39000,13.12,1.49,322,103.85,5.84
39100,13.13,1.49,322,103.75,6.13
39200,13.1,1.5,322,104.7,6.11
39300,13.12,1.51,322,103.5,6.12
39400,13.12,1.5,322,103.32,6.15
39500,13.11,1.49,322,104.37,6.15
39600,13.11,1.48,322,104.81,6.1
39700,13.12,1.5,322,104.7,5.8
39800,13.12,1.51,322,104.62,5.25
39900,13.11,1.51,322,104.57,6.17
40000,13.13,1.5,320,104.46,6.09
40100,13.12,1.51,322,103.59,6.11
40200,13.14,1.5,322,104.83,6.09
40300,13.12,1.5,322,104.23,6.1
40400,13.1,1.51,322,104.51,6.05
40500,13.12,1.5,322,103.23,5.22
40600,13.11,1.5,322,104.08,6.1
40700,13.15,1.51,322,104.36,6.09
40800,13.08,1.49,324,104.8,6.1
40900,13.14,1.51,322,102.76,6.11
41000,13.14,1.51,324,104.05,5.94
41100,13.12,1.49,322,104.22,6.17
41200,13.12,1.5,322,104.58,6.15
41300,13.12,1.5,322,104.59,5.85
41400,13.12,1.51,322,104.83,6.11
41500,13.1,1.5,322,104.71,5.84
41600,13.1,1.49,322,105.46,6.16
41700,13.1,1.5,324,104.45,6.15
41800,13.14,1.51,322,104.71,6.07
41900,13.1,1.5,322,103.24,6.09
42000,13.12,1.5,322,103.35,6.1
42100,13.14,1.5,322,104.52,6.18
42200,13.12,1.5,324,103.95,5.9
42300,13.12,1.5,322,103.98,6.18
42400,13.09,1.51,322,104.49,6.09
42500,13.12,1.53,322,103.84,6.06
42600,13.1,1.51,322,104.46,6.19
42700,13.1,1.52,322,104.27,6.1
42800,13.13,1.52,322,104.04,6.09
42900,13.12,1.52,322,103.55,6.09
43000,13.13,1.53,322,105.23,6.12
43100,13.1,1.53,324,104.78,6.09
43200,13.1,1.52,322,105.28,6.18
43300,13.14,1.53,322,104.2,6.13
43400,13.11,1.51,322,103.34,6.09
43500,13.12,1.52,320,103.03,5.88
43600,13.12,1.52,324,104.98,6.1
43700,13.1,1.52,322,105.04,6.07
43800,13.09,1.51,322,104.71,6.04
43900,13.12,1.52,322,105.48,6.12
44000,13.16,1.52,322,103.53,6.07
44100,13.11,1.52,322,105.13,5.94
44200,13.12,1.52,324,104.46,6.13
44300,13.12,1.52,322,104.26,5.16
44400,13.09,1.52,322,104.68,6.07
44500,13.1,1.5,322,103.44,6.14
44600,13.1,1.51,322,103.59,6.08
44700,13.09,1.52,322,104.74,5.23
44800,13.12,1.52,322,105.64,6.07
44900,13.14,1.53,322,102.74,6.09
45000,13.11,1.51,322,103.84,6.11
45100,13.12,1.52,322,103.73,6.11
45200,13.12,1.5,322,104.5,6.07
45300,13.11,1.51,322,103.57,6.08
45400,13.1,1.51,322,104.49,6.09
45500,13.09,1.51,322,104.8,6.09
45600,13.13,1.52,322,105.33,6.09
45700,13.1,1.51,322,104.34,6.12
45800,13.12,1.52,322,104.42,6.06
45900,13.11,1.51,324,104.01,6.13
46000,13.11,1.51,322,104.25,6.1
46100,13.11,1.51,324,103.16,5.84
46200,13.12,1.52,322,104.04,6.13
46300,13.14,1.51,322,104.94,5.86
46400,13.11,1.51,324,104.26,6.1
46500,13.1,1.52,324,104.38,6.09
46600,13.12,1.52,322,103.35,6.12
46700,13.1,1.52,322,103.74,6.13
46800,13.11,1.51,322,104.65,6.12
46900,13.11,1.5,322,104.77,6.09
47000,13.11,1.53,322,105.02,6.11
47100,13.13,1.5,322,104.16,6.19
47200,13.11,1.5,322,103.89,6.08
47300,13.1,1.51,322,105.41,6.14
47400,13.12,1.51,322,104.87,6.1
47500,13.12,1.5,322,104.63,6.15
47600,13.12,1.5,322,104.48,6.03
47700,13.1,1.51,322,104.27,6.1
47800,13.12,1.51,322,104.78,6.11
47900,13.12,1.52,322,104.23,6.09
48000,13.12,1.5,322,103.67,6.13
48100,13.14,1.51,322,104.27,6.09
48200,13.14,1.51,320,104.69,6.18
48300,13.08,1.51,322,104.52,6.12
48400,13.12,1.51,322,103.09,5.96
48500,13.09,1.49,322,104.57,6.08
48600,13.11,1.49,322,104.97,5.87
48700,13.1,1.49,322,104.08,6.14
48800,13.11,1.47,322,103.29,6.18
48900,13.08,1.48,320,103.74,6.18
49000,13.08,1.47,320,103.8,6.14
49100,13.09,1.47,320,103.24,6.07
49200,13.07,1.46,322,106.07,5.86
49300,13.05,1.46,322,104.31,6.04
49400,13.06,1.48,322,104.07,5.86
49500,13.09,1.47,322,104.66,6.11
49600,13.07,1.46,322,103.8,6.07
49700,13.06,1.47,322,104.28,6.05
49800,13.07,1.46,322,105.38,6.09
49900,13.08,1.46,322,104.56,6.08
50000,13.06,1.46,322,104.47,6.11
50100,13.03,1.46,322,105.06,5.28
50200,13.05,1.47,322,104.64,6.11
50300,13.05,1.47,322,105.32,5.86
50400,13.07,1.46,322,103.73,5.19
50500,13.04,1.45,322,103.62,6.09
50600,13.08,1.47,322,103.94,6.15
50700,13.08,1.47,322,104.23,5.2
50800,13.1,1.45,320,105.04,6.06
50900,13.09,1.47,322,104.52,6.15
51000,13.08,1.48,320,104.63,6.1
51100,13.11,1.48,322,103.63,5.24
51200,13.13,1.49,322,104.35,6.11
51300,13.08,1.49,322,104.85,6.08
51400,13.1,1.48,322,103.13,5.26
51486,13.12,1.52,324,105.25,5.92
51500,13.12,1.51,322,104.76,5.23
51600,13.13,1.49,322,103.65,5.9
51700,13.11,1.49,322,104.7,6.05
51800,13.1,1.5,322,104.27,6.06
51900,13.1,1.49,322,104.63,6.13
52000,13.08,1.49,322,105.22,6.12
52100,13.13,1.49,320,104.37,6.1
52200,13.1,1.48,322,105.45,6.08
52300,13.13,1.48,322,105.15,5.24
52400,13.12,1.49,322,104.51,5.25
52500,13.11,1.49,322,104.25,6.12
52600,13.11,1.47,320,104.62,5.24
52700,13.13,1.48,322,104.37,5.29
52800,13.11,1.48,320,104.74,6.18
52900,13.14,1.49,322,104.24,5.98
53000,13.11,1.49,322,105.18,6.07
53100,13.1,1.49,322,104.73,6.19
53200,13.11,1.48,322,104.47,6.07
53300,13.12,1.49,322,103.93,6.07
53400,13.13,1.49,322,105.21,6.14
53500,13.09,1.49,322,104.13,6.08
53600,13.11,1.5,322,103.88,5.95
53700,13.14,1.49,322,105.26,6.1
53800,13.12,1.49,322,105.54,6.15
53900,13.12,1.49,322,104.57,5.92
54000,13.1,1.47,322,104.34,6.07
54100,13.09,1.48,322,103.37,5.91
54200,13.09,1.47,322,105.04,6.18
54300,13.11,1.48,322,105.11,6.08
54400,13.1,1.49,322,104.38,6.09
54500,13.07,1.47,322,104.15,6.07
54600,13.12,1.49,322,104.06,5.24
54700,13.12,1.48,320,104.88,6.13
54800,13.1,1.47,320,102.75,6.09
54900,13.09,1.48,322,103.71,6.12
55000,13.12,1.49,322,103.76,5.26
55100,13.08,1.49,322,105.01,5.26
55200,13.13,1.5,322,104.69,5.26
55300,13.13,1.49,322,104.37,6.14
55400,2.73,1.56,322,1.08,0
55402,13.1,1.52,324,104.15,4.95
55500,13.12,1.49,322,103.69,5.21
55600,13.12,1.48,322,104.72,5.87
55700,13.13,1.49,322,103.71,6.13
55800,13.1,1.49,322,104.76,6.15
55900,13.1,1.5,320,103.96,6.08
56000,13.1,1.48,322,104.67,5.82
56100,13.11,1.48,320,104.59,6.1
56200,13.12,1.49,322,103.99,6.1
56300,13.1,1.49,322,104.5,6.14
56400,13.13,1.5,322,105.56,6.1
56500,13.11,1.48,322,104.82,6.08
56600,13.09,1.49,322,103.32,6.19
56700,13.12,1.48,322,104.17,6.1
56800,13.11,1.49,320,103.35,6.07
56900,13.12,1.49,320,104.57,6.09
57000,13.14,1.48,322,104.2,5.28
57100,13.11,1.48,322,104.39,5.94
57200,13.09,1.49,320,104.55,6.05
57300,13.12,1.49,320,104.12,6.15
57400,13.13,1.49,320,104.57,6.04
57500,13.12,1.49,320,105.15,6.14
57600,13.14,1.49,320,104.17,6.06
57700,13.09,1.5,322,104.24,5.25
57800,13.1,1.49,322,104.64,5.88
57900,13.12,1.49,322,104.11,6.08
58000,13.12,1.48,322,104.9,5.87
58100,13.13,1.5,322,104.24,6.11
58200,13.14,1.49,322,103.97,6.12
58300,13.12,1.48,322,104.81,6.1
58400,13.1,1.5,322,105.52,6.05
58500,13.12,1.49,322,105.45,5.82
58600,13.13,1.51,322,105,6.11
58700,13.1,1.48,322,103.75,6.11
58800,13.11,1.48,322,103.93,6.15
58900,13.12,1.48,320,103.89,6.1
59000,13.14,1.49,322,104.41,5.86
59100,13.14,1.48,322,103.91,6.13
59200,13.11,1.5,322,104.85,5.81
59300,13.12,1.48,322,105.67,5.93
59400,13.11,1.49,322,105.54,6.03
59436,13.13,1.6,326,103.1,4.98
59500,13.13,1.51,322,104.98,5.86
59600,13.11,1.5,324,102.81,6.11
59700,13.12,1.51,322,104.84,6.09
59800,13.12,1.51,322,104.99,6.1
59900,13.1,1.5,322,104.95,6.13
60000,13.13,1.5,322,105.93,6.08
60100,13.12,1.5,322,106.1,6.11
60200,13.13,1.51,322,105.61,6.11
60300,13.15,1.5,322,105.02,6.09
60400,13.12,1.51,322,105.36,5.83
60500,13.11,1.51,322,104.42,6.12
60600,13.14,1.51,322,106.28,6.05
60700,13.11,1.52,322,106.4,6.04
60800,13.12,1.51,322,105.15,6.12
60900,13.13,1.51,322,104.89,6.12
61000,13.12,1.49,322,105.66,6.15
61100,13.11,1.5,322,104.99,6.18
61200,13.12,1.5,322,105.12,6.08
61300,13.11,1.49,322,105.93,6.13
61400,13.1,1.51,322,105.88,5.32
61500,13.11,1.49,322,105.65,6.09
61600,13.1,1.5,322,104.69,6.15
61700,13.11,1.49,322,105.06,6.1
61800,13.1,1.5,322,105.37,6.06
61900,13.11,1.5,322,105.31,6.07
62000,13.12,1.5,320,104.55,5.21
62100,13.12,1.49,320,105.13,6.05
62200,13.11,1.5,322,105.35,5.83
62300,13.11,1.5,322,105.95,6.08
62400,13.11,1.49,322,106.08,6.09
62500,13.12,1.49,320,105.23,6.06
62600,13.11,1.49,322,105.39,6.15
62700,13.12,1.49,322,105.47,6.06
62800,13.11,1.5,320,105.02,6.13
62900,13.12,1.5,322,105.2,6.09
63000,13.11,1.5,322,105.8,6.08
63100,13.11,1.5,322,105.25,6.13
63200,13.12,1.5,320,105.4,6.14
63300,13.11,1.49,322,105.73,6.14
63400,13.1,1.51,320,105.39,6.08
63500,13.12,1.49,320,104.6,6.11
63600,13.12,1.49,322,105.61,6.09
63700,13.11,1.5,320,105.14,6.09
63800,13.1,1.5,322,105.04,5.89
63900,13.12,1.5,322,105.31,6.14
64000,13.12,1.49,322,105.27,6.07
64100,13.11,1.5,322,105.18,6.1
64200,13.11,1.5,320,104.72,6.06
64300,13.11,1.49,322,105.11,5.9
64400,13.11,1.5,320,105.05,6.08
64500,13.11,1.5,322,105.3,6.09
