TESTING PARAMETERS,POWER SUPPLY VOLTAGE,CURRENT,FREQUENCY,NOISE LEVEL,OPERATING VOLTAGE RANGE
13400,13.12,1.45,352,102.9,6.77
13500,13.13,1.45,352,101.54,7.02
13600,13.14,1.45,354,102.53,6.97
13700,13.14,1.46,354,102.22,7.01
13800,13.13,1.46,352,101.59,6.93
13900,13.12,1.45,352,101.99,7.02
14000,13.13,1.46,352,102.13,6.97
14100,13.11,1.46,352,101.66,6.68
14200,13.11,1.46,354,102.05,7
14300,13.12,1.45,352,103.07,6.98
14400,13.16,1.44,354,101.94,7.01
14500,13.15,1.46,352,101.55,6.97
14600,13.15,1.46,354,102.36,6.82
14700,13.13,1.47,352,102.36,7
14800,13.13,1.45,352,101.2,7.12
14900,13.15,1.45,352,102.4,7.1
15000,13.14,1.46,352,101.61,7.12
15100,13.12,1.45,352,102.06,7.04
15200,13.14,1.44,352,102.14,6.97
15300,13.12,1.45,352,102.95,7.02
15400,13.11,1.47,354,102.09,7.05
15500,13.15,1.45,352,103.06,7.06
15600,13.12,1.44,352,102.66,7
15700,13.12,1.45,352,101.78,7.01
15800,13.12,1.44,350,101.96,7.01
15900,13.13,1.45,352,101.76,6.98
16000,13.14,1.46,352,102.41,7.1
16100,13.17,1.46,352,102.41,7.07
16200,13.13,1.46,352,101.5,6.76
16300,13.12,1.45,352,102.54,7.05
16400,13.14,1.46,352,101.71,7.04
16500,13.14,1.46,352,101.38,7.06
16600,13.1,1.45,352,101.45,7.02
16700,13.15,1.45,352,102.24,6.96
16800,13.12,1.46,352,101.76,6.99
16900,13.14,1.45,352,101.29,7.07
17000,13.14,1.46,352,102.28,6.98
17100,13.12,1.46,352,101.04,6.93
17200,13.13,1.46,352,102.35,6.76
17300,13.12,1.46,352,102.22,6.96
17400,13.16,1.46,352,102.3,7.05
17500,13.15,1.45,352,102.5,7.03
17600,13.13,1.45,352,102.22,6.72
17700,13.11,1.45,352,102.87,7.02
17800,13.17,1.45,352,101.51,7
17900,13.1,1.44,352,101.46,6.99
18000,13.11,1.46,352,101.64,6.82
18100,13.13,1.45,352,101.94,7.01
18200,13.12,1.44,352,102.74,7.04
18300,13.13,1.46,354,102.33,6.98
18400,13.12,1.46,352,101.27,6.98
18500,13.13,1.45,352,101.87,7
18600,13.13,1.45,352,101.36,7.06
18700,13.15,1.45,352,103.05,7.01
18800,13.13,1.44,352,102.09,7.03
18900,13.12,1.45,352,102.78,6.77
19000,13.12,1.46,354,102.09,7.03
19100,13.12,1.46,352,103,7.05
19200,13.14,1.46,352,103.85,7.03
19300,13.14,1.45,352,103.05,6.99
19400,13.13,1.46,354,102.8,6.96
19500,13.13,1.47,352,103.69,7.01
19600,13.16,1.47,352,103.11,6.98
19700,13.13,1.49,352,103.59,7.06
19800,13.14,1.47,354,103.08,7
19900,13.11,1.45,352,103.71,6.98
20000,13.13,1.46,354,103.68,7.02
20100,13.14,1.47,354,104.44,7.02
20200,13.09,1.46,352,103.71,6.96
20300,13.1,1.45,352,102.64,7.04
20400,13.12,1.48,354,104.1,6.98
20500,13.13,1.48,354,104.04,7.05
20600,13.12,1.47,352,102.61,7.01
20700,13.12,1.47,352,103.55,6.98
20800,13.11,1.47,352,103.08,7.04
20900,13.12,1.46,354,102.94,6.98
21000,13.14,1.47,354,104.13,7.03
21100,13.11,1.46,352,102.59,7.04
21200,13.14,1.45,352,102.7,7.04
21300,13.11,1.45,352,101.85,6.97
21400,13.11,1.47,354,102.67,6.97
21500,13.14,1.46,352,102.89,6.99
21600,13.13,1.46,352,103.22,6.98
21700,13.1,1.46,354,103.38,7.03
21800,13.11,1.48,354,104.94,7
21900,13.11,1.46,354,104.7,7.06
22000,13.13,1.47,352,103.56,6.98
22100,13.08,1.47,354,103.27,6.96
22200,13.11,1.47,352,104.24,7.01
22300,13.11,1.47,354,104.63,6.64
22400,13.11,1.47,354,104.99,6.93
22500,13.12,1.46,354,103.42,6.99
22600,13.12,1.48,354,104.11,7.02
22700,13.12,1.47,352,104.03,7.02
22800,13.11,1.47,354,104.4,7.05
22900,13.12,1.47,354,104.91,6.99
23000,13.13,1.46,354,103.44,7.04
23100,13.11,1.47,354,104.25,6.94
23143,13.13,1.51,354,105.3,6.13
23200,13.11,1.47,352,103.41,6.12
23300,13.11,1.46,354,103.42,6.8
23400,13.16,1.44,352,103.87,6.98
23500,13.12,1.45,352,104.95,6.99
23600,13.1,1.45,352,104.48,7.02
23700,13.12,1.45,352,103.33,6.73
23800,13.12,1.46,352,105.61,7.06
23900,13.14,1.46,352,105.1,6.97
24000,13.14,1.46,354,105.25,6.98
24100,13.14,1.47,354,104.81,7
24200,13.12,1.46,352,104.08,6.98
24300,13.1,1.47,354,104.17,7.08
24400,13.13,1.46,354,104.57,7
24500,13.14,1.47,354,105.26,6.95
24600,13.11,1.48,354,104.87,6.71
24700,13.12,1.46,352,104.88,6.96
24800,13.1,1.47,354,104.91,6.75
24900,13.1,1.47,352,105.29,7.05
25000,13.14,1.47,354,104.88,7.07
25100,13.09,1.48,354,104.86,6.98
25200,13.11,1.47,354,105.75,6.94
25300,13.13,1.47,354,104.68,6.98
25400,13.1,1.48,354,104.69,7
25500,13.12,1.47,354,104.06,6.97
25600,13.11,1.47,352,104.22,7.02
25700,13.1,1.47,354,104.16,6.95
25800,13.12,1.48,354,105.76,6.21
25900,13.13,1.49,354,105.98,6.66
26000,13.11,1.48,352,105.46,7.02
26100,13.14,1.48,354,104.54,7.05
26200,13.1,1.48,354,104.26,7.01
26300,13.12,1.46,354,104.33,6.73
26400,13.13,1.48,352,105.66,6.96
26500,13.14,1.47,354,104.42,6.71
26600,13.14,1.48,354,104.17,7.01
26700,13.13,1.48,354,104.36,7.04
26800,13.11,1.47,352,103.79,7
26900,13.1,1.48,352,104.01,6.97
27000,13.13,1.47,354,104.29,6.82
27100,13.12,1.47,354,104.44,7.03
27200,13.12,1.48,352,103.75,6.96
27300,13.12,1.48,354,105.04,6.99
27400,13.13,1.48,354,104.44,6.94
27500,13.12,1.48,354,104.92,7.01
27600,13.13,1.51,354,105.15,6.94
27700,13.11,1.47,354,104.81,6.96
27800,13.1,1.48,354,103.8,7.05
27900,13.12,1.47,354,104.22,6.96
28000,13.12,1.48,354,105.06,6.74
28100,13.13,1.47,352,103.57,6.94
28200,13.13,1.48,352,104.7,6.97
28300,13.14,1.49,354,103.89,6.97
28400,13.11,1.48,354,103.75,6.98
28500,13.11,1.48,352,104.21,6.95
28600,13.14,1.5,352,105.1,6.99
28700,13.1,1.48,354,104.66,6.94
28800,13.12,1.48,354,104.51,7.04
28900,13.09,1.48,354,104.03,6.8
29000,13.12,1.48,352,105.96,6.98
29100,13.1,1.49,354,106.05,6.99
29200,13.11,1.49,354,104.33,7.02
29300,13.15,1.49,354,104.13,7.03
29400,13.1,1.5,354,105.33,6.97
29500,13.13,1.51,354,105.03,6.97
29600,13.12,1.5,354,105.07,6.97
29700,13.12,1.5,354,105.39,6.97
29800,13.1,1.49,354,104.72,7.04
29900,13.13,1.5,354,105.37,6.14
30000,13.12,1.5,354,104.13,6.97
30100,13.12,1.49,354,105.13,6.13
30200,13.09,1.48,352,103.53,6.17
30300,13.13,1.47,354,105.45,7
30400,13.1,1.48,354,104.77,6.97
30500,13.11,1.47,354,104.77,6.99
30600,13.12,1.5,354,104.78,7.03
30700,13.12,1.51,356,105.35,6.68
30800,13.12,1.47,354,106.29,6.94
30900,13.12,1.48,356,105.52,6.98
31000,13.11,1.49,354,104.99,7.01
31100,13.14,1.48,354,104.74,7.02
31200,13.15,1.48,356,104.08,6.98
31300,13.09,1.47,354,104.83,6.95
31400,13.12,1.47,354,105.51,6.07
31500,13.09,1.49,354,105.56,6.15
31600,13.13,1.49,356,104.95,6.96
31700,13.12,1.48,354,105.12,6.72
31800,13.14,1.49,354,105,7.01
31900,13.11,1.48,354,104.82,6.09
32000,13.11,1.47,354,105.23,6.13
32100,13.14,1.48,356,104.23,6.15
32200,13.14,1.47,354,104.59,6.14
32300,13.12,1.48,356,105.63,6.95
32400,13.11,1.47,354,104.19,6.69
32500,13.13,1.48,354,104.66,6.07
32600,13.11,1.49,356,104.65,7.04
32700,13.11,1.47,356,105.32,6.06
32800,13.1,1.48,356,105.51,6.94
32900,13.09,1.48,354,105.14,6.11
33000,13.13,1.51,356,105.37,6.13
33100,13.11,1.51,354,104.93,6.98
33200,13.08,1.49,356,104.73,7
33300,13.12,1.5,356,105.12,6.08
33400,13.1,1.49,356,104.95,7.02
33500,13.11,1.5,354,106.15,6.99
33600,13.11,1.5,356,104.91,6.99
33700,13.1,1.52,356,105.84,6.97
33800,13.11,1.49,356,105.45,6.13
33900,13.14,1.5,356,106.49,7.02
34000,13.13,1.5,356,105.92,6.96
34100,13.1,1.49,356,105.62,6.94
34200,13.09,1.5,356,106.76,7.02
34300,13.12,1.49,356,105.2,6.15
34400,13.11,1.49,356,105.22,6.94
34500,13.11,1.51,356,105.68,6.97
34600,13.12,1.5,356,104.6,6.12
34700,13.11,1.51,356,104.6,7.02
34800,13.11,1.5,356,106.08,6.12
34900,13.11,1.52,356,106.13,7.01
35000,13.14,1.51,356,105,6.75
35100,13.11,1.51,356,105.62,7.02
35200,13.15,1.5,356,104.94,6.08
35300,13.11,1.5,356,104.81,6.15
35400,13.12,1.49,356,104.94,6.11
35500,13.12,1.5,356,104.02,6.13
35600,13.11,1.49,356,105.63,6.12
35700,13.13,1.51,356,105.73,6.98
35800,13.11,1.49,356,104.86,6.07
35900,13.13,1.5,354,106.36,6.1
36000,13.1,1.51,354,104.87,6.09
36100,13.12,1.5,356,104.52,6.1
36200,13.12,1.49,354,105.92,6.05
36300,13.09,1.51,354,106.27,6.73
36400,13.1,1.51,356,105.06,6.11
36500,13.1,1.52,356,105.99,6.98
36600,13.13,1.52,356,104.91,7.01
36700,13.14,1.5,356,106.17,7
36800,13.1,1.5,356,106.17,6.07
36900,13.1,1.5,356,106.24,6.99
37000,13.13,1.5,356,105.29,6.13
37100,13.08,1.49,354,105.54,6.12
37200,13.12,1.51,356,104.81,6.06
37300,13.12,1.52,356,105.07,6.08
37400,13.11,1.5,356,105.57,6.05
37500,13.12,1.51,356,105.79,6.75
37600,13.13,1.52,356,105.16,6.09
37700,13.15,1.51,356,106.04,6.09
37800,13.09,1.5,356,105.16,6.09
37900,13.12,1.5,354,105.68,6.78
38000,13.12,1.51,356,105.69,6.1
38100,13.09,1.51,356,105.46,6.13
38200,13.08,1.5,356,105.98,6.75
38300,13.11,1.51,356,104.65,6.09
38400,13.09,1.5,356,105.67,6.8
38500,13.11,1.51,356,104.75,6.04
38600,13.12,1.5,354,105.64,6.98
38700,13.11,1.48,356,104.32,6.15
38800,13.11,1.5,356,105.93,6.7
38900,13.1,1.48,356,104.38,6.07
39000,13.1,1.51,356,105.54,6.05
39100,13.12,1.5,354,106.06,6.03
39200,13.12,1.51,356,105.59,6.14
39300,13.14,1.53,356,104.33,6.75
39400,13.15,1.5,356,105.49,6.08
39500,13.11,1.51,356,105.93,6.05
39600,13.12,1.49,356,105.19,6.07
39700,13.12,1.52,356,105.02,6.06
39800,13.13,1.51,356,104.86,6.08
39900,13.11,1.5,356,105.24,6.14
40000,13.11,1.51,356,105.58,6.11
40100,13.12,1.52,356,105.27,6.1
40200,13.11,1.51,356,105.31,6.03
40300,13.1,1.51,356,104.9,6.06
40400,13.11,1.52,356,104.98,6.09
40500,13.09,1.51,356,104.55,6.18
40600,13.12,1.51,354,104.66,6.13
40700,13.08,1.5,356,105.5,6.25
40800,13.08,1.51,356,105,6.09
40900,13.1,1.5,356,105.14,6.04
41000,13.14,1.49,354,106.16,6.11
41100,13.13,1.52,356,105.4,6.09
41200,13.13,1.49,356,105.34,6.18
41300,13.15,1.53,356,105.12,6.03
41400,13.11,1.51,356,105.32,6.11
41500,13.13,1.51,354,104.83,6.06
41600,13.12,1.5,356,105.56,6.1
41700,13.14,1.51,356,105.39,6.1
41800,13.11,1.51,356,104.73,6.08
41900,13.14,1.52,356,104.02,6.02
42000,13.11,1.5,354,105.06,6.05
42100,13.11,1.5,356,105.4,6.11
42200,13.1,1.51,356,105.08,6.02
42300,13.1,1.51,356,105.26,6.07
42400,13.11,1.51,356,104.46,6.05
42500,13.11,1.52,358,105.08,6.99
42600,13.12,1.54,356,104.99,6.04
42700,13.12,1.51,356,105.58,6.09
42800,13.11,1.51,356,105.24,6.1
42900,13.11,1.53,356,104.99,6.09
43000,13.13,1.53,356,104.8,6.1
43100,13.12,1.53,356,104.99,6.04
43200,13.11,1.53,356,105.02,7
43300,13.08,1.53,356,105.26,6.16
43400,13.1,1.52,356,105.33,6.03
43500,13.14,1.53,356,104.8,6.19
43600,13.09,1.53,356,105.82,6.04
43700,13.1,1.53,356,105.64,6.07
43800,13.11,1.53,358,105.39,6.02
43900,13.12,1.54,356,105.81,6.08
44000,13.12,1.53,354,105.92,6.05
44100,13.11,1.51,356,105.68,6.09
44200,13.09,1.53,356,106.19,6.06
44300,13.09,1.53,356,106.01,6.1
44400,13.12,1.52,356,106.15,6.08
44500,13.11,1.52,356,104.62,6.02
44600,13.1,1.53,356,105.89,6.06
44700,13.12,1.51,356,105.23,6.1
44800,13.12,1.52,356,105.48,6.76
44900,13.12,1.51,356,105.56,6.1
45000,13.1,1.52,356,104.99,6.91
45100,13.12,1.53,356,104.08,6.04
45200,13.15,1.51,354,104.64,6.05
45300,13.11,1.52,356,104.46,6.1
45400,13.09,1.52,356,105.32,6.05
45500,13.14,1.52,356,105.34,6.04
45600,13.11,1.52,356,105.38,6.05
45700,13.11,1.51,356,105.01,6.07
45800,13.1,1.52,356,105.19,6.06
45900,13.12,1.53,356,105.38,6.12
46000,13.1,1.54,356,106.54,6.07
46100,13.12,1.53,356,105,6.7
46200,13.09,1.53,356,105.44,6.11
46300,13.09,1.52,356,106.17,6.09
46400,13.11,1.52,356,105.09,6.14
46500,13.1,1.52,356,105.09,6.05
46600,13.11,1.52,356,105.56,6.1
46700,13.08,1.54,356,106.1,6.04
46800,13.1,1.53,356,105.44,7.01
46900,13.09,1.53,356,104.8,6.11
47000,13.13,1.52,354,105.21,6.04
47100,13.1,1.54,356,105.8,6.13
47200,13.11,1.5,356,103.54,6.1
47300,13.13,1.51,356,105.21,6.05
47400,13.12,1.53,356,104.6,6.07
47500,13.11,1.51,354,105.74,6.05
47600,13.09,1.51,356,105.38,6.05
47700,13.08,1.53,356,105.66,6.14
47800,13.11,1.52,356,104.32,6.03
47900,13.11,1.53,356,105.31,6.08
48000,13.1,1.53,356,105.43,6.09
48100,13.1,1.54,358,104.27,6.06
48200,13.12,1.53,356,105.92,6.07
48300,13.1,1.51,356,106.09,6.06
48400,13.12,1.52,356,105.55,6.93
48500,13.11,1.51,356,105,6.04
48600,13.09,1.51,354,105.66,6.05
48700,13.07,1.49,354,105.09,6
48800,13.07,1.49,354,106.14,6.09
48900,13.06,1.5,356,104.8,6.11
49000,13.09,1.49,356,106.14,5.99
49100,13.09,1.49,356,105.38,6.08
49200,13.09,1.51,356,105.73,6.1
49300,13.07,1.5,356,105.54,6.11
49400,13.09,1.48,354,105.48,6.04
49500,13.06,1.48,356,106.16,6.08
49600,13.09,1.5,356,106.45,6.01
49700,13.09,1.5,356,105.88,6.69
49800,13.07,1.48,356,106.48,6.12
49900,13.08,1.49,356,106.45,6.05
50000,13.09,1.49,356,105.73,6.07
50100,13.07,1.5,356,105.4,6.17
50200,13.08,1.48,356,105.58,6.06
50300,13.08,1.5,356,104.7,6.07
50400,13.06,1.48,356,105.81,6.05
50500,13.09,1.5,358,104.85,6.11
50600,13.08,1.47,356,104.63,6.08
50700,13.09,1.48,356,105.79,6.07
50800,13.08,1.5,356,105,6.1
50900,13.07,1.48,356,105.2,6.96
51000,13.09,1.5,356,104.7,6.04
51100,13.11,1.51,356,105.72,6.07
51200,13.11,1.51,356,105.59,6.05
51300,13.12,1.5,356,106.36,6.09
51400,13.12,1.5,356,106.45,6.11
51486,13.12,1.52,356,107.09,6.09
51500,13.1,1.48,354,106.45,6.08
51600,13.11,1.51,356,104.8,6.03
51700,13.1,1.51,356,105.25,6.01
51800,13.12,1.52,356,105.44,6.16
51900,13.1,1.51,356,105.85,6.02
52000,13.09,1.51,356,105.94,6.72
52100,13.1,1.51,356,105.64,6.09
52200,13.11,1.51,356,104.54,6.71
52300,13.13,1.51,356,106.51,6.09
52400,13.11,1.51,356,104.82,6.12
52500,13.12,1.52,356,104.61,6.05
52600,13.13,1.52,356,105.46,6.06
52700,13.12,1.51,358,104.89,6.08
52800,13.11,1.52,356,105.44,6.04
52900,13.1,1.54,356,105.41,6.12
53000,13.14,1.51,354,105.28,6.14
53100,13.11,1.51,356,105.16,6.09
53200,13.14,1.51,356,105.83,6.78
53300,13.12,1.52,354,104.34,6.04
53400,13.12,1.51,356,105.17,6.13
53500,13.12,1.52,356,105.28,6.07
53600,13.12,1.51,356,105.16,6.12
53700,13.13,1.5,356,104.67,6.15
53800,13.13,1.51,356,105.99,6.83
53900,13.14,1.51,356,105.21,6.11
54000,13.1,1.52,356,105.89,6.07
54100,13.12,1.52,356,105.92,6.04
54200,13.08,1.53,358,105.36,6.08
54300,13.1,1.51,356,106.56,6.07
54400,13.12,1.51,356,105.92,6.14
54500,13.13,1.51,354,106.14,6.11
54600,13.12,1.5,356,104.84,6.06
54700,13.12,1.5,354,105.24,6.06
54800,13.1,1.51,356,105.18,6.03
54900,13.09,1.5,356,105.24,6.02
55000,13.1,1.51,356,105.63,6.11
55100,13.09,1.51,356,106.4,6.13
55200,13.09,1.51,358,106.1,6.11
55300,13.1,1.51,358,105.77,6.1
55400,13.1,1.52,358,104.65,6.08
55402,13.11,1.52,356,106.52,6.07
55500,13.1,1.5,356,105.08,6.07
55600,13.1,1.51,356,105.14,6.09
55700,13.11,1.52,356,105.26,6.06
55800,13.11,1.51,358,105.12,6.75
55900,13.13,1.49,356,105.48,6.1
56000,13.13,1.52,356,106.22,6.09
56100,13.11,1.51,354,105.08,6.1
56200,13.13,1.53,358,105,6.04
56300,13.13,1.52,356,105.73,6.68
56400,13.1,1.51,356,104.92,6.04
56500,13.14,1.51,356,106.17,6.98
56600,13.11,1.51,356,105.11,6.05
56700,13.11,1.53,356,105.31,6.11
56800,13.11,1.53,356,105.61,6.14
56900,13.13,1.52,356,105.76,6.71
57000,13.09,1.52,356,106.23,6.06
57100,13.12,1.51,356,105.32,6.1
57200,13.11,1.5,356,105.72,6.1
57300,13.07,1.52,356,105.72,6.1
57400,13.1,1.51,356,106.04,6.74
57500,13.11,1.53,356,104.56,6.05
57600,13.11,1.51,356,105.45,6.68
57700,13.1,1.52,356,105.67,6.97
57800,13.12,1.52,356,104.9,6.8
57900,13.11,1.54,356,105.23,6.16
58000,13.09,1.53,356,106.08,6.09
58100,13.11,1.54,356,105.46,6.06
58200,13.12,1.53,356,105.26,6.14
58300,13.12,1.52,356,106.11,6.95
58400,13.11,1.53,358,105.08,6.05
58500,13.12,1.52,356,105.69,6.77
58600,13.13,1.54,356,106.13,6.91
58700,13.14,1.53,356,106.33,6.73
58800,13.12,1.54,358,105.77,6.04
58900,13.13,1.53,356,105.68,6.97
59000,13.12,1.51,356,105.65,7
59100,13.13,1.54,358,104.74,6.99
59200,13.11,1.54,356,105.06,6.95
59300,13.11,1.53,356,105.57,6.97
59400,13.13,1.52,356,106.24,6.09
59436,13.13,1.57,358,104.43,6.11
59500,13.09,1.51,354,104.37,5.79
59600,13.12,1.54,356,106.07,6.12
59700,13.12,1.51,356,104.39,6.07
59800,13.12,1.54,356,105.08,6.1
59900,13.13,1.52,356,104.31,6.09
60000,13.12,1.53,356,105.32,6.08
60100,13.1,1.54,358,105.2,6.06
60200,13.11,1.53,356,105.05,6.05
60300,13.11,1.53,356,105.37,6.1
60400,13.15,1.54,356,104.63,6.06
60500,13.1,1.54,356,105.04,6.06
60600,13.09,1.53,356,104.64,6.09
60700,13.12,1.54,356,104.53,6.09
60800,13.14,1.54,356,105.7,6.82
60900,13.1,1.56,358,105.02,7.01
61000,13.11,1.55,356,104.76,6.17
61100,13.11,1.54,358,104.76,6.13
61200,13.09,1.53,358,105.32,6.07
61300,13.12,1.53,358,105.64,6.12
61400,13.11,1.53,356,106.56,6.96
61500,13.13,1.53,356,105.72,6.08
61600,13.1,1.53,356,105.9,6.11
61700,13.12,1.54,356,104.97,6.11
61800,13.11,1.54,356,105.13,6.12
61900,13.08,1.53,356,105.07,6.07
62000,13.12,1.54,356,104.72,6.02
62100,13.11,1.54,358,104.87,6.02
62200,13.11,1.54,356,105.57,6.08
62300,13.11,1.54,358,104.99,6.77
62400,13.12,1.54,356,105.11,6.08
62500,13.11,1.53,356,105.26,6.07
62600,13.13,1.54,356,104.68,7.04
62700,13.13,1.54,356,105.56,6.15
62800,13.12,1.55,356,105.16,6.71
62900,13.11,1.53,358,105.67,6.06
63000,13.1,1.54,356,105.71,6.05
63100,13.11,1.53,356,106.26,6.72
63200,13.11,1.53,356,105.75,6.97
63300,13.11,1.54,356,106.02,6.07
63400,13.1,1.54,356,105.48,6.95
63500,13.14,1.56,356,104.71,6.93
63600,13.1,1.56,358,105.74,6.98
63700,13.1,1.54,356,105.33,6.96
63800,13.1,1.55,356,105.91,6.8
63900,13.13,1.54,356,105.42,6.96
64000,13.11,1.54,356,105.23,6.09
64100,13.13,1.53,356,105.54,6.09
64200,13.1,1.53,356,106.03,6.09
64300,13.13,1.54,356,105.59,6.09
64400,13.11,1.53,356,105.79,6.08
64500,13.11,1.54,356,105.05,6.08
64600,13.09,1.53,356,105.24,6.06
64700,13.11,1.53,356,105.67,6.09
64800,13.12,1.53,356,105.89,6.73
64900,13.1,1.56,358,105.52,6.04
65000,13.1,1.54,358,106.34,6.11
65100,13.12,1.53,356,105.85,6.06
65200,13.12,1.53,356,106.27,6.68
65300,13.1,1.54,358,105.56,6.08
