@RELATION H7

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE attribute_1 REAL
@ATTRIBUTE attribute_2 REAL
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 REAL

@DATA
5300,13.13,1.71,350,107.16,6.09
5400,13.16,1.71,350,106.23,6.1
5500,13.17,1.72,350,105.93,6.19
5600,13.17,1.7,352,107.01,6.14
5700,13.14,1.72,350,104.87,6.1
5800,13.18,1.69,350,107.13,6.11
5900,13.16,1.7,352,105.49,6.06
6000,13.12,1.7,350,105.67,6.07
6100,13.16,1.7,352,108.15,6.09
6200,13.15,1.7,350,108.48,6.08
6300,13.18,1.68,352,106.13,6.11
6400,13.15,1.71,352,106.01,5.84
6500,13.16,1.69,350,105.88,6.16
6532,13.18,1.76,354,111.11,5.83
6600,13.18,1.7,350,109.22,5.84
6700,13.19,1.69,350,108.28,6.09
6800,13.2,1.72,352,107.07,6.08
6900,13.15,1.68,350,105.65,6.11
7000,13.15,1.69,350,106.17,5.85
7100,13.16,1.69,352,107.34,6.04
7200,13.18,1.7,352,109.47,6.1
7300,13.13,1.69,350,107.76,6.09
7400,13.16,1.67,350,106.63,6.19
7500,13.16,1.7,352,108.89,6.12
7600,13.12,1.7,352,111.32,6.14
7700,13.14,1.65,352,105.65,6.07
7800,13.13,1.64,352,106.9,6.09
7900,13.14,1.62,350,104.37,6.05
8000,13.14,1.64,352,105.86,5.8
8100,13.15,1.63,350,104.41,6.09
8200,13.11,1.64,350,105.37,5.81
8300,13.1,1.63,352,108.63,6.17
8400,13.12,1.64,352,110.65,6.07
8500,13.12,1.64,352,104.71,5.82
8600,13.11,1.64,350,105.13,6.11
8700,13.14,1.64,350,107.84,5.79
8800,13.12,1.61,350,104.97,6.06
8900,13.11,1.61,350,106.72,5.77
9000,13.12,1.59,350,105.5,6.16
9100,13.09,1.61,350,106.71,6.13
9200,13.1,1.61,350,106.99,6.08
9300,13.11,1.62,348,107.68,6.06
9400,13.12,1.63,350,107.24,6.09
9500,13.12,1.6,350,105.08,6.07
9600,13.1,1.59,350,104.92,6.1
9700,13.09,1.6,350,103.61,6.05
9800,13.11,1.59,350,105.32,6.07
9900,13.13,1.55,348,104,6.02
10000,13.1,1.61,352,104.38,6.09
10100,13.1,1.59,350,105.28,5.76
10200,13.11,1.61,352,105.35,6.09
10300,13.11,1.59,350,103.9,6.07
10400,13.1,1.58,350,104.1,6.05
10500,13.11,1.56,350,104.46,6.05
10600,13.09,1.57,350,104.94,6.11
10700,13.07,1.59,350,105.37,6.12
10800,13.11,1.58,350,103.5,5.79
10900,13.07,1.58,350,103.49,6.09
11000,13.12,1.56,348,103.96,6.07
11100,13.08,1.59,350,105.81,5.81
11200,13.11,1.61,350,104.15,6.05
11300,13.1,1.59,352,103.37,6.1
11400,13.11,1.61,352,106.27,6.06
11500,13.12,1.59,352,103.9,6.05
11600,13.1,1.56,350,104.12,6.1
11700,13.11,1.57,348,102.98,6.07
11800,13.12,1.52,348,103.94,6.13
11900,13.11,1.56,350,104.35,6.05
12000,13.12,1.55,348,103.26,6.05
12100,13.11,1.54,348,102.24,6.07
12200,13.09,1.54,350,102.63,6.17
12300,13.09,1.57,352,104.31,6.07
12400,13.1,1.58,350,104.23,6.02
12500,13.12,1.54,348,104.69,6.08
12600,13.1,1.58,352,103.39,6.07
12700,13.08,1.54,348,103.98,6.09
12800,13.11,1.53,350,103.82,6.08
12900,13.1,1.55,350,104.22,6.1
13000,13.11,1.56,352,103.31,6.11
13100,13.12,1.57,352,105.26,6.11
13200,13.12,1.57,350,104.34,6.07
13300,13.15,1.61,350,103.61,5.82
13400,13.17,1.61,350,103.54,6.12
13500,13.16,1.56,350,102.91,6.05
13600,13.13,1.59,348,103.18,6.13
13700,13.18,1.59,350,103.66,5.87
13800,13.19,1.6,346,102.74,6.17
13900,13.16,1.58,346,103.66,6.15
14000,13.2,1.58,348,102.82,5.83
14100,13.16,1.6,348,103.08,6.12
14200,13.16,1.57,348,102.63,6.19
14300,13.18,1.57,346,102.85,6.13
14400,13.2,1.6,348,102.62,5.9
14500,13.16,1.56,348,103.12,5.85
14600,13.2,1.6,350,103.99,6.09
14700,13.17,1.58,350,104.16,5.86
14800,13.18,1.61,348,103.32,6.16
14900,13.18,1.62,350,102.76,6.15
15000,13.16,1.58,350,104.16,6.19
15100,13.18,1.61,348,103.06,6.2
15200,13.16,1.57,348,102.93,6.11
15300,13.17,1.57,348,102.9,6.21
15400,13.16,1.57,348,102.94,6.18
15500,13.16,1.57,346,102.26,5.93
15600,13.15,1.57,348,102.81,6.14
15700,13.15,1.58,346,102.86,6.13
15800,13.15,1.61,352,103.11,6.16
15900,13.19,1.57,346,102.65,6.09
16000,13.16,1.6,346,103.53,6.14
16100,13.18,1.57,348,103.01,5.85
16200,13.17,1.59,348,104.96,6.14
16300,13.18,1.58,348,103.43,6.15
16400,13.2,1.57,350,103,6.16
16500,13.16,1.57,348,103.47,6.14
16600,13.17,1.58,346,103.41,6.1
16700,13.17,1.59,348,103.37,6.12
16800,13.16,1.57,346,103.01,6.18
16900,13.17,1.58,346,104.19,6.16
17000,13.18,1.57,348,102.35,6.16
17100,13.19,1.58,346,102.76,6.17
17200,13.18,1.59,346,103.46,6.06
17300,13.23,1.58,346,103.32,6.16
17400,13.17,1.56,346,102.08,6.2
17500,13.17,1.57,346,104.09,6.1
17600,13.18,1.58,346,102.85,6.15
17700,13.16,1.55,350,103.37,6.14
17800,13.18,1.56,346,103.09,6.09
17900,13.18,1.56,350,103.45,6.19
18000,13.16,1.56,344,103.25,6.12
18100,13.15,1.57,350,104.62,6.16
18200,13.17,1.58,344,104.09,6.18
18300,13.17,1.56,344,104.82,6.1
18400,13.18,1.56,344,105.91,5.79
18500,13.18,1.57,344,105.02,6.18
18600,13.21,1.57,346,103.54,6.13
18700,13.15,1.58,350,103.7,6.17
18800,13.18,1.56,348,103.83,5.92
18900,13.17,1.56,350,101.65,6.16
19000,13.16,1.55,350,103.48,6.16
19100,13.16,1.54,344,105.56,6.12
19200,13.15,1.57,350,103.78,6.08
19300,13.17,1.56,348,103.69,6.06
19400,13.16,1.58,350,103.7,6.15
19500,13.16,1.56,350,102.95,6.08
19600,13.19,1.57,346,102.71,6.1
19700,13.17,1.57,350,103.4,5.86
19800,13.19,1.55,348,102.37,6.17
19900,13.21,1.55,344,101.81,6.1
20000,13.17,1.56,344,103.42,6.14
20100,13.16,1.55,348,103.66,5.91
20200,13.18,1.54,346,103.31,6.13
20300,13.17,1.55,344,102.83,6.15
20400,13.14,1.55,344,103.69,6.11
20500,13.15,1.55,344,103.27,5.85
20600,13.16,1.55,348,103.7,6.16
20700,13.16,1.54,350,103.16,6.12
20800,13.16,1.54,348,103.76,6.13
20900,13.17,1.54,348,103.83,6.13
21000,13.16,1.57,352,103.71,6.11
21100,13.16,1.57,350,103.01,5.87
21200,13.18,1.54,348,104.12,5.85
21300,13.18,1.56,350,103.05,6.06
21400,13.17,1.55,350,102.58,6.12
21500,13.17,1.56,348,103.61,6.13
21600,13.16,1.56,344,105.79,5.84
21700,13.2,1.56,348,104.08,6.13
21800,13.16,1.56,348,103.68,6.2
21900,13.14,1.55,350,104.23,6.1
22000,13.15,1.55,344,103.58,6.09
22100,13.16,1.56,350,102.67,6.17
22200,13.19,1.56,350,102.72,5.97
22300,13.16,1.55,350,104.2,6.12
22400,13.14,1.51,350,104.28,6.1
22500,13.16,1.56,348,104,6.16
22600,13.16,1.54,348,103.34,6.07
22700,13.19,1.55,346,104.39,6.11
22800,13.19,1.55,350,103.43,6.15
22900,13.15,1.57,350,102.7,5.84
23000,13.17,1.57,346,103.89,6.12
23100,13.17,1.53,344,105.02,5.84
23143,13.19,1.69,350,107.41,5.21
23200,13.18,1.6,346,103.35,5.81
23300,13.15,1.57,346,103.84,6.1
23400,13.17,1.57,346,101.7,6.15
23500,13.19,1.57,344,103.08,6.07
23600,13.17,1.56,346,103.31,6.11
23700,13.16,1.54,344,104.45,6.12
23800,13.15,1.56,350,103.44,6.12
23900,13.14,1.56,344,104.93,6.14
24000,13.17,1.57,350,103.33,5.86
24100,13.17,1.58,346,106.05,6.09
24200,13.18,1.57,350,103.89,6.12
24300,13.16,1.59,350,106.81,6.2
24400,13.18,1.57,350,102.22,6.15
24500,13.16,1.56,350,102.35,6.14
24600,13.16,1.57,350,103.74,6.13
24700,13.17,1.55,350,103.36,5.76
24800,13.14,1.54,350,102.48,6.12
24900,13.19,1.56,350,105.06,6.08
25000,13.16,1.55,346,103.06,6.15
25100,13.19,1.54,344,103.63,6.13
25200,13.17,1.56,350,103.13,6.09
25300,13.14,1.58,350,102.81,5.85
25400,13.15,1.56,350,104.65,6.11
25500,13.14,1.56,350,102.94,6.12
25600,13.15,1.57,352,104.09,6.12
25700,13.15,1.56,350,102.63,6.15
25800,13.18,1.54,344,104.48,6.08
25900,13.14,1.54,350,104.83,6.11
26000,13.18,1.56,350,102.56,6.09
26100,13.19,1.55,350,102.23,6.17
26200,13.15,1.55,350,103.64,5.84
26300,13.17,1.55,350,103.11,6.07
26400,13.17,1.56,348,103.49,6.18
26500,13.16,1.55,348,103.7,6.11
26600,13.16,1.54,348,104.39,6.11
26700,13.18,1.55,350,103.75,6.08
26800,13.15,1.55,344,104.45,5.8
26900,13.15,1.54,348,103.66,5.93
27000,13.15,1.56,350,102.36,6.14
27100,13.17,1.53,342,106.44,6.09
27200,13.16,1.54,350,103.59,6.14
27300,13.15,1.54,342,106.99,6.11
27400,13.2,1.53,344,105.46,6.14
27500,13.16,1.55,346,103.69,6.1
27600,13.16,1.57,352,104.45,6.13
27700,13.16,1.54,344,103.4,6.15
27800,13.16,1.54,350,103.08,6.18
27900,13.15,1.54,346,104.36,6.08
28000,13.17,1.55,346,103.4,6.06
28100,13.17,1.54,348,103.15,6.08
28200,13.15,1.56,348,102.7,6.12
28300,13.15,1.54,350,102.37,6.07
28400,13.16,1.54,350,103.86,6.08
28500,13.17,1.54,348,103.71,6.15
28600,13.13,1.55,342,104.27,6.13
28700,13.17,1.54,350,103.29,6.2
28800,13.16,1.55,348,103.76,5.82
28900,13.16,1.53,348,103.32,6.1
29000,13.17,1.54,350,104.08,6.11
29100,13.16,1.54,348,104.4,6.07
29200,13.16,1.53,350,103.25,5.82
29300,13.17,1.57,350,104.15,6.17
29400,13.15,1.53,350,102.17,6.1
29500,13.17,1.55,348,103.71,5.8
29600,13.14,1.54,348,104.29,6.13
29700,13.16,1.54,348,103.16,6.13
29800,13.17,1.55,348,102.47,5.9
29900,13.14,1.53,348,103.62,6.15
30000,13.15,1.54,348,103.26,6.14
30100,13.16,1.55,348,103.21,6.07
30200,13.16,1.53,348,103.25,6.14
30300,13.15,1.53,342,106.93,6.14
30400,13.16,1.54,348,103.19,6.14
30500,13.16,1.53,348,102.71,6.09
30600,13.15,1.53,346,105.55,5.89
30700,13.16,1.53,342,105.57,6.12
30800,13.17,1.55,348,105.25,6.12
30900,13.14,1.54,342,105.15,6.09
31000,13.18,1.54,342,105.13,6.11
31100,13.16,1.55,350,103.27,6.06
31200,13.16,1.55,344,105.28,6.11
31300,13.19,1.54,346,102.34,6.14
31400,13.17,1.54,348,103.45,5.79
31500,13.18,1.54,344,105.88,6.16
31600,13.14,1.54,348,102.52,6.14
31700,13.16,1.53,348,103.34,6.11
31800,13.21,1.54,348,103.77,6.13
31900,13.18,1.53,348,103.14,6.11
32000,13.15,1.53,348,101.91,6.17
32100,13.18,1.51,348,102.74,6.17
32200,13.15,1.54,348,102.62,6.23
32300,13.14,1.51,348,102.82,6.11
32400,13.15,1.51,348,102.01,6.19
32500,13.12,1.52,348,102.94,5.85
32600,13.14,1.52,348,102.15,6.15
32700,13.19,1.52,346,103.25,6.12
32800,13.14,1.52,348,102.76,6.14
32900,13.15,1.51,350,103.48,6.12
33000,13.14,1.53,348,102.94,5.92
33100,13.15,1.51,344,104.91,6.16
33200,13.14,1.54,346,103.9,6.13
33300,13.16,1.53,348,102.52,6.2
33400,13.17,1.54,346,102.24,6.19
33500,13.17,1.52,344,105.27,6.13
33600,13.16,1.54,348,101.97,6.14
33700,13.18,1.52,348,103.28,6.1
33800,13.19,1.54,348,102.86,6.09
33900,13.15,1.53,346,104.99,6.11
34000,13.17,1.51,350,103.35,6.12
34100,13.17,1.53,346,104.96,5.87
34200,13.17,1.54,346,101.89,6.13
34300,13.14,1.52,348,105.29,6.11
34400,13.15,1.53,348,102.74,6.17
34500,13.18,1.55,346,104.98,5.88
34600,13.16,1.54,346,104.16,6.11
34700,13.17,1.53,342,105.64,5.85
34800,13.15,1.55,348,102.58,6.11
34900,13.14,1.54,350,102.37,5.93
35000,13.15,1.54,348,102.2,6.12
35100,13.16,1.53,346,105.53,6.19
35200,13.2,1.55,348,102.99,6.08
35300,13.18,1.53,346,105.79,6.04
35400,13.16,1.53,348,104.42,6.15
35500,13.16,1.51,342,104.91,6.19
35600,13.16,1.52,344,106.31,6.08
35700,13.17,1.52,348,102.6,5.83
35800,13.14,1.55,346,102.21,5.92
35900,13.16,1.52,346,103.12,5.28
36000,13.16,1.51,346,102.1,5.84
36100,13.16,1.52,348,103.42,6.11
36200,13.15,1.52,348,103.11,5.92
36300,13.14,1.54,346,102.91,6.16
36400,13.15,1.53,348,102.17,6.09
36500,13.17,1.55,348,103.02,6.12
36600,13.16,1.54,346,102.86,6.12
36700,13.16,1.56,348,104.12,6.11
36800,13.14,1.49,348,101.76,6.15
36900,13.15,1.52,346,102.93,6.08
37000,13.15,1.51,348,101.8,6.13
37100,13.15,1.51,346,102.66,6.15
37200,13.15,1.52,348,102.24,6.15
37300,13.13,1.54,346,101.8,6.11
37400,13.19,1.52,344,103.65,5.85
37500,13.17,1.54,348,102.74,5.88
37600,13.14,1.54,344,103.18,5.89
37700,13.16,1.53,344,101.83,6.13
37800,13.15,1.53,346,102.39,6.09
37900,13.17,1.52,348,103.33,6.15
38000,13.16,1.53,346,102.47,6.13
38100,13.18,1.52,346,102.25,5.17
38200,13.17,1.52,346,102.06,6.13
38300,13.18,1.52,348,101.84,5.9
38400,13.15,1.51,344,107.7,6.11
38500,13.16,1.51,340,108.78,6.16
38600,13.18,1.51,346,103.52,6.16
38700,13.16,1.49,342,107.4,6.06
38800,13.14,1.51,344,104.13,6.11
38900,13.17,1.53,342,103.44,6.14
39000,13.15,1.53,346,102.5,6.1
39100,13.17,1.5,346,107.44,6.19
39200,13.11,1.53,346,100.89,6.16
39300,13.15,1.54,348,103.54,6.05
39400,13.17,1.53,348,102.55,6.11
39500,13.15,1.52,340,107.75,6.08
39600,13.15,1.51,348,100.86,6.09
39700,13.17,1.51,346,102.27,6.14
39800,13.17,1.51,346,103.76,6.1
39900,13.17,1.53,346,101.85,5.85
40000,13.18,1.53,346,102.73,6.08
40100,13.16,1.54,346,101.61,6.16
40200,13.15,1.51,346,103.29,6.05
40300,13.16,1.55,346,101.93,5.85
40400,13.16,1.52,346,101.79,6.11
40500,13.19,1.54,348,102.99,6.12
40600,13.16,1.53,346,102.02,6.17
40700,13.15,1.51,346,102.59,6.09
40800,13.17,1.5,340,107.6,6.1
40900,13.17,1.52,346,101.73,6.1
41000,13.15,1.5,344,107.03,6.11
41100,13.17,1.5,346,101.7,6.12
41200,13.17,1.52,346,102.7,6.1
41300,13.14,1.51,340,103.1,6.08
41400,13.14,1.52,346,101.2,5.88
41500,13.15,1.51,348,102.5,6.11
41600,13.16,1.51,346,101.26,6.1
41700,13.17,1.51,344,102.05,6.08
41800,13.15,1.51,346,102.4,6.15
41900,13.16,1.52,346,101.55,5.87
42000,13.18,1.52,346,102.54,6.16
42100,13.14,1.53,346,102.72,5.2
42200,13.15,1.52,344,102.26,6.07
42300,13.15,1.52,346,101.99,6.09
42400,13.16,1.48,340,107.99,6.07
42500,13.16,1.51,340,102.78,6.1
42600,13.15,1.51,346,102.24,6.12
42700,13.18,1.51,346,101.42,6.08
42800,13.15,1.48,340,107.63,6.1
42900,13.17,1.5,342,101.91,6.05
43000,13.17,1.49,344,104.34,5.26
43100,13.16,1.51,344,102.37,6.12
43200,13.15,1.5,346,103,6.15
43300,13.17,1.5,346,102.28,6.07
43400,13.17,1.5,346,100.92,5.9
43500,13.15,1.5,344,101.4,5.82
43600,13.16,1.49,346,101.96,6.13
43700,13.17,1.51,344,105.75,6.08
43800,13.18,1.49,346,102.57,6.13
43900,13.16,1.49,344,102.73,6.13
44000,13.16,1.47,346,107.49,5.27
44100,13.16,1.5,342,101.43,6.14
44200,13.18,1.51,346,101.83,6.13
44300,13.14,1.49,340,102.57,6.1
44400,13.15,1.49,340,103.67,6.07
44500,13.17,1.51,346,102.13,6.1
44600,13.16,1.49,344,102.61,5.24
44700,13.16,1.47,346,106.2,6.07
44800,13.16,1.45,338,106.25,6.13
44900,13.17,1.45,338,106.54,6.08
45000,13.17,1.5,346,101.83,6.09
45100,13.15,1.48,344,104.26,6.12
45200,13.15,1.51,346,101.97,6.11
45300,13.15,1.48,346,101.9,6.14
45400,13.17,1.5,346,101.83,6.12
45500,13.14,1.5,344,102.19,5.31
45600,13.16,1.48,338,106.46,5.23
45700,13.17,1.47,338,105.02,6.12
45800,13.15,1.48,338,106.95,6.09
45900,13.17,1.48,336,106.02,6.15
46000,13.13,1.45,338,107.65,6.08
46100,13.16,1.47,338,106.43,6.12
46200,13.15,1.47,338,105.15,6.16
46300,13.18,1.47,338,102.15,6.11
46400,13.17,1.47,336,106.08,6.1
46500,13.17,1.44,344,106.05,5.83
46600,13.14,1.46,338,106.31,6.12
46700,13.16,1.46,346,102.9,5.2
46800,13.17,1.47,338,106.12,6.07
46900,13.16,1.47,338,105.78,5.88
47000,13.15,1.45,338,104.88,6.13
47100,13.19,1.48,344,102.2,6.11
47200,13.16,1.46,340,106.63,6.1
47300,13.19,1.46,338,105.82,6.11
47400,13.14,1.5,346,101,5.81
47500,13.15,1.48,344,103.21,5.22
47600,13.15,1.46,336,105.14,5.85
47700,13.15,1.47,336,102.87,6.09
47800,13.15,1.48,344,102.02,5.22
47900,13.19,1.47,338,104.94,6.12
48000,13.15,1.46,336,105.63,6.11
48100,13.14,1.47,338,104.11,6.1
48200,13.15,1.49,346,100.79,6.11
48300,13.19,1.49,342,105.24,6.15
48400,13.14,1.46,338,104.68,5.2
48500,13.14,1.47,344,102.76,6.09
48600,13.16,1.47,344,101.75,5.3
48700,13.13,1.46,344,102.27,5.19
48800,13.14,1.46,344,103.43,5.87
48900,13.15,1.45,340,101.89,6.14
49000,13.14,1.44,346,102.25,6.05
49100,13.11,1.45,336,105.12,5.19
49200,13.13,1.43,336,103.95,5.26
49300,13.14,1.43,336,104.11,5.18
49400,13.13,1.42,338,105.91,5.9
49500,13.11,1.42,338,103.89,6.02
49600,13.13,1.43,338,104.3,5.79
49700,13.13,1.43,346,102.05,5.15
49800,13.09,1.44,344,102.47,5.24
49900,13.12,1.42,344,103.69,5.15
50000,13.1,1.41,338,105.81,5.23
50100,13.12,1.41,338,105.2,5.27
50200,13.12,1.42,346,102.85,5.19
50300,13.11,1.42,344,102.94,6.07
50400,13.13,1.4,336,105.12,5.83
50500,13.1,1.41,346,104.09,5.9
50600,13.11,1.42,338,105.62,6.08
50700,13.15,1.44,336,105.95,6.07
50800,13.13,1.43,344,103.72,6.04
50900,13.14,1.4,336,104.58,6.15
51000,13.14,1.42,336,104.57,5.31
51100,13.14,1.46,346,101.71,5.25
51200,13.15,1.43,336,105.25,5.24
51300,13.14,1.46,342,103.91,6.09
51400,13.15,1.45,336,105.83,6.19
51486,13.16,1.46,344,102.05,5.89
51500,13.13,1.47,336,103.71,5.28
51600,13.16,1.47,336,105.15,5.22
51700,13.15,1.45,336,104.23,5.18
51800,13.16,1.45,336,106.63,6.12
51900,13.16,1.47,338,104.17,5.83
52000,13.13,1.45,336,105.75,6.09
52100,13.18,1.46,338,105.05,6.09
52200,13.17,1.45,336,105.18,5.15
52300,13.15,1.47,336,104.95,5.24
52400,13.16,1.44,338,105.29,5.26
52500,13.16,1.43,338,105.41,5.22
52600,13.16,1.43,336,104.55,5.84
52700,13.17,1.47,344,103.76,5.2
52800,13.17,1.47,344,103.14,5.18
52900,13.15,1.45,338,105.38,5.19
53000,13.16,1.46,344,103.43,5.17
53100,13.13,1.46,338,104.6,5.91
53200,13.15,1.47,340,104.14,5.87
53300,13.18,1.47,338,106.02,5.22
53400,13.15,1.46,336,104.15,5.24
53500,13.15,1.44,336,105.87,5.92
53600,13.16,1.47,344,103.46,5.2
53700,13.15,1.47,336,105.64,5.22
53800,13.15,1.46,336,104.05,5.23
53900,13.16,1.46,340,105.37,5.88
54000,13.14,1.46,346,103.12,5.32
54100,13.17,1.46,344,103.91,5.19
54200,13.16,1.44,336,105.87,5.89
54300,13.15,1.45,338,106.28,5.24
54400,13.17,1.44,336,104.86,5.91
54500,13.15,1.44,336,106.41,5.23
54600,13.17,1.45,342,103.9,5.23
54700,13.17,1.44,336,105.75,5.22
54800,13.18,1.45,344,103.8,5.23
54900,13.16,1.42,336,106.72,5.18
55000,13.14,1.46,344,104.48,5.23
55100,13.17,1.46,346,103.1,5.18
55200,13.17,1.45,336,106.22,5.25
55300,13.13,1.44,336,106.08,5.16
55400,13.13,1.44,336,106.99,0
55402,13.15,1.46,338,105.32,4.99
55500,13.13,1.43,336,106.96,5.21
55600,13.14,1.47,336,106.69,5.25
55700,13.16,1.44,340,104.99,5.32
55800,13.14,1.44,336,106.13,5.24
55900,13.17,1.46,340,106.36,5.26
56000,13.15,1.44,336,106.61,5.24
56100,13.14,1.46,336,105.53,5.2
56200,13.19,1.48,344,102.87,5.23
56300,13.15,1.45,344,103.59,5.2
56400,13.18,1.46,338,103.43,5.89
56500,13.15,1.44,338,105.66,5.17
56600,13.18,1.45,342,104.09,5.89
56700,13.16,1.45,344,103.64,5.21
56800,13.14,1.45,344,103.51,5.23
56900,13.15,1.45,336,106,5.23
57000,13.15,1.44,334,105.65,5.87
57100,13.17,1.46,336,106.48,5.21
57200,13.18,1.44,336,107.17,5.14
57300,13.13,1.45,334,105.98,5.87
57400,13.14,1.46,338,103.2,5.24
57500,13.16,1.43,338,104.89,5.94
57600,13.14,1.46,346,103.93,5.92
57700,13.17,1.46,336,106.36,5.28
57800,13.17,1.46,344,104.85,5.2
57900,13.15,1.47,336,106.94,5.21
58000,13.16,1.48,336,105.78,5.17
58100,13.16,1.44,336,105.16,5.23
58200,13.14,1.48,336,106.39,5.26
58300,13.16,1.46,336,103.07,5.2
58400,13.15,1.5,340,102.38,5.21
58500,13.16,1.47,336,105.93,5.15
58600,13.16,1.46,334,107.85,5.24
58700,13.16,1.49,336,106.82,5.24
58800,13.17,1.49,336,106.83,5.23
58900,13.15,1.48,334,107.09,5.21
59000,13.16,1.48,336,107.03,5.19
59100,13.17,1.46,344,103.52,5.15
59200,13.16,1.48,336,104.48,5.2
59300,13.19,1.49,336,105.9,5.19
59400,13.16,1.5,336,106.3,5.24
59436,13.17,1.55,338,104.67,5.21
59500,13.17,1.52,334,103.77,6.1
59600,13.15,1.51,334,106.16,5.18
59700,13.16,1.51,336,106.22,5.18
59800,13.16,1.49,344,101.26,5.87
59900,13.15,1.49,346,101.11,5.26
60000,13.19,1.5,346,101.53,5.18
60100,13.15,1.49,338,105.77,5.24
60200,13.16,1.5,336,106.02,5.21
60300,13.14,1.47,344,103.77,5.16
60400,13.16,1.48,344,103.39,5.19
60500,13.17,1.48,344,102.42,5.22
60600,13.15,1.47,336,106.2,5.18
60700,13.16,1.5,336,105.66,5.24
60800,13.15,1.48,336,106.68,5.23
60900,13.16,1.49,338,104.58,5.21
61000,13.15,1.5,336,105.79,5.23
61100,13.16,1.48,338,106.18,5.26
61200,13.17,1.48,340,105.74,5.23
61300,13.16,1.47,338,106.1,5.9
61400,13.17,1.5,336,106.77,5.2
61500,13.15,1.5,336,107.08,5.22
61600,13.16,1.47,344,104.4,5.15
61700,13.18,1.48,342,105.93,5.17
61800,13.15,1.5,336,106.15,5.21
61900,13.18,1.47,344,105.9,5.18
62000,13.17,1.51,336,107.45,5.27
62100,13.17,1.48,336,106.91,5.18
62200,13.15,1.47,344,104.7,4.99
62300,13.15,1.49,336,106.77,5.16
62400,13.15,1.48,336,107.29,5.19
62500,13.17,1.48,338,103.21,5.15
62600,13.14,1.44,338,104.07,5.26
62700,13.16,1.49,340,107.58,5.84
62800,13.16,1.48,336,105.81,5.14
62900,13.15,1.49,336,107.12,5.2
63000,13.18,1.5,336,107.13,5.16
63100,13.16,1.48,338,107.82,5.16
63200,13.15,1.49,336,107.54,5.24
63300,13.16,1.48,336,107.98,5.17
63400,13.16,1.5,336,108.04,5.17
63500,13.14,1.48,334,107,5.84
63600,13.16,1.5,334,108.58,5.28
63700,13.15,1.48,334,106.11,5.84
63800,13.16,1.48,336,108.05,5.22
63900,13.18,1.48,336,107.38,5.16
64000,13.16,1.49,334,107.5,5.15
64100,13.14,1.5,336,107.51,5.25
64200,13.14,1.48,334,107.37,5.78
64300,13.17,1.49,334,108.51,5.21
64400,13.18,1.49,336,108.96,5.2
64500,13.19,1.49,336,108.96,5.16
