326500 , 13.17 , 1.63 , 344 , 104.88 , 8 
326600 , 13.19 , 1.64 , 354 , 105.49 , 8.31 
326700 , 13.18 , 1.64 , 344 , 105.06 , 8.87 
326800 , 13.17 , 1.64 , 342 , 105.73 , 8.17 
326900 , 13.16 , 1.63 , 338 , 105.02 , 8.87 
327000 , 13.16 , 1.64 , 354 , 104.81 , 8.5 
327100 , 13.17 , 1.65 , 336 , 105.35 , 8.11 
327200 , 13.18 , 1.63 , 350 , 105.05 , 8.76 
327239 , 13.19 , 1.73 , 356 , 107.29 , 7.33 
327300 , 13.18 , 1.66 , 348 , 105.07 , 8.37 
327400 , 13.17 , 1.65 , 334 , 104.84 , 8.79 
327500 , 13.17 , 1.65 , 348 , 105.01 , 8.55 
327600 , 13.17 , 1.64 , 348 , 105.01 , 8.26 
327694 , 13.18 , 1.74 , 348 , 105.51 , 7.18 
327700 , 13.14 , 1.72 , 348 , 106.48 , 7.9 
327800 , 13.15 , 1.65 , 344 , 103.55 , 8.02 
327900 , 13.18 , 1.64 , 348 , 104.28 , 8.62 
328000 , 13.15 , 1.64 , 346 , 104.5 , 8.31 
328100 , 13.16 , 1.63 , 342 , 105.33 , 8.27 
328200 , 13.18 , 1.64 , 344 , 105.05 , 8.59 
328211 , 13.18 , 1.71 , 348 , 105.69 , 7.93 
328300 , 13.16 , 1.65 , 364 , 105.01 , 8.19 
328400 , 13.18 , 1.64 , 350 , 105.21 , 8.68 
328500 , 13.19 , 1.64 , 342 , 104.43 , 8.81 
328600 , 13.15 , 1.64 , 346 , 104.99 , 8.81 
328700 , 13.17 , 1.65 , 344 , 105.33 , 8.9 
328800 , 13.18 , 1.64 , 348 , 105.44 , 8.08 
328900 , 13.16 , 1.64 , 342 , 105.73 , 8.64 
329000 , 13.17 , 1.64 , 340 , 104.9 , 8.55 
329001 , 13.18 , 1.71 , 352 , 106.42 , 7.79 
329100 , 13.19 , 1.65 , 346 , 105.16 , 8.63 
329200 , 13.17 , 1.66 , 346 , 106.21 , 8.84 
329300 , 13.18 , 1.65 , 356 , 105.42 , 8.17 
329400 , 13.2 , 1.65 , 338 , 105.66 , 8.7 
329500 , 13.16 , 1.65 , 356 , 105.1 , 8.56 
329600 , 13.2 , 1.64 , 348 , 104.79 , 8.43 
329700 , 13.15 , 1.63 , 352 , 105.4 , 8.19 
329800 , 13.16 , 1.63 , 344 , 105.04 , 8.42 
329900 , 13.18 , 1.65 , 354 , 106.11 , 8.29 
330000 , 13.19 , 1.63 , 344 , 105.13 , 8.82 
330100 , 13.18 , 1.64 , 344 , 105.61 , 8.82 
330200 , 13.18 , 1.64 , 346 , 105.29 , 9.03 
330300 , 13.18 , 1.65 , 340 , 104.28 , 8.78 
330400 , 13.18 , 1.64 , 344 , 104.97 , 8.78 
330500 , 13.18 , 1.65 , 348 , 104.87 , 8.76 
330600 , 13.16 , 1.64 , 352 , 105.83 , 8.1 
330700 , 13.16 , 1.63 , 354 , 105.81 , 8.4 
330707 , 13.15 , 1.69 , 346 , 107.83 , 8.43 
330800 , 13.17 , 1.67 , 348 , 106.24 , 8.3 
330900 , 13.18 , 1.64 , 342 , 104.47 , 8.83 
331000 , 13.2 , 1.64 , 344 , 104.7 , 8.86 
331100 , 13.2 , 1.64 , 350 , 104.46 , 8.76 
331200 , 13.15 , 1.64 , 340 , 105.34 , 8.75 
331300 , 13.19 , 1.63 , 344 , 104.45 , 8.29 
331400 , 13.16 , 1.64 , 344 , 104.55 , 8.89 
331500 , 13.16 , 1.64 , 340 , 106.03 , 8.44 
331600 , 13.19 , 1.64 , 362 , 105.98 , 8.45 
331700 , 13.2 , 1.64 , 348 , 105.54 , 8.22 
331800 , 13.19 , 1.65 , 348 , 106.35 , 8.51 
331900 , 13.2 , 1.64 , 348 , 104.78 , 8.21 
332000 , 13.18 , 1.63 , 356 , 106.12 , 8.33 
332100 , 13.2 , 1.64 , 350 , 104.32 , 8.33 
332200 , 13.2 , 1.65 , 350 , 105.51 , 8.8 
332209 , 13.2 , 1.72 , 348 , 106.92 , 7.61 
332300 , 13.21 , 1.65 , 334 , 104.95 , 8.91 
332400 , 13.14 , 1.63 , 344 , 104.72 , 8.64 
332500 , 13.2 , 1.64 , 358 , 105.88 , 8.13 
332600 , 13.19 , 1.63 , 346 , 105.05 , 8.47 
332700 , 13.18 , 1.63 , 350 , 104.8 , 8.4 
332800 , 13.18 , 1.64 , 362 , 106.22 , 8.58 
332900 , 13.17 , 1.63 , 342 , 105.48 , 8.57 
333000 , 13.19 , 1.64 , 356 , 104.73 , 8.87 
333100 , 13.19 , 1.63 , 342 , 104.77 , 8.8 
333144 , 13.18 , 1.76 , 346 , 107.43 , 7.86 
333200 , 13.22 , 1.67 , 342 , 105.3 , 8.38 
333300 , 13.2 , 1.63 , 344 , 104.1 , 8.6 
333400 , 13.18 , 1.63 , 344 , 106.29 , 8.46 
333500 , 13.16 , 1.63 , 344 , 105.4 , 8.81 
333600 , 13.23 , 1.64 , 336 , 105.24 , 8.3 
333700 , 13.2 , 1.63 , 344 , 105.66 , 8.97 
333800 , 13.21 , 1.64 , 344 , 106.87 , 8.21 
333900 , 13.18 , 1.64 , 340 , 105.62 , 8.5 
334000 , 13.2 , 1.63 , 348 , 106.06 , 8.82 
334100 , 13.19 , 1.63 , 356 , 105.25 , 8.92 
334200 , 13.19 , 1.64 , 340 , 106.06 , 8.47 
334300 , 13.2 , 1.64 , 344 , 105.2 , 8.23 
334400 , 13.19 , 1.63 , 340 , 105.63 , 8.41 
334500 , 13.17 , 1.64 , 346 , 106.26 , 8.93 
334600 , 13.2 , 1.64 , 334 , 106.66 , 8.04 
334700 , 13.19 , 1.63 , 350 , 105.47 , 8.35 
334800 , 13.19 , 1.63 , 366 , 105.86 , 8.05 
334900 , 13.2 , 1.63 , 352 , 105.77 , 8.71 
335000 , 13.18 , 1.63 , 356 , 105.04 , 8.73 
335100 , 13.22 , 1.63 , 364 , 105.83 , 8.7 
335200 , 13.19 , 1.64 , 352 , 106.7 , 8.17 
335300 , 13.18 , 1.64 , 346 , 105.5 , 8.43 
335400 , 13.19 , 1.64 , 344 , 105.69 , 8.73 
335500 , 13.2 , 1.63 , 346 , 105.28 , 8.46 
335600 , 13.19 , 1.65 , 340 , 106.62 , 8.76 
335700 , 13.18 , 1.64 , 342 , 105.54 , 8.91 
335800 , 13.2 , 1.63 , 356 , 105.59 , 8.44 
335900 , 13.19 , 1.64 , 340 , 105.25 , 8.8 
336000 , 13.19 , 1.65 , 340 , 105.92 , 8.92 
336100 , 13.19 , 1.65 , 340 , 106.98 , 8.3 
336200 , 13.19 , 1.65 , 332 , 105.58 , 8.09 
336300 , 13.17 , 1.64 , 342 , 105.91 , 8.43 
336400 , 13.17 , 1.66 , 342 , 106.59 , 8.26 
336500 , 13.16 , 1.65 , 346 , 107.01 , 8.7 
336600 , 13.15 , 1.65 , 346 , 106.47 , 8.4 
336700 , 13.19 , 1.65 , 352 , 106.37 , 8.19 
336800 , 13.16 , 1.65 , 348 , 106.02 , 8.32 
336900 , 13.18 , 1.64 , 350 , 105.26 , 8.18 
337000 , 13.17 , 1.65 , 342 , 105.57 , 8.47 
337100 , 13.18 , 1.65 , 344 , 106 , 8.15 
337200 , 13.19 , 1.64 , 344 , 106.75 , 8.56 
337300 , 13.18 , 1.66 , 348 , 105.87 , 8.09 
337400 , 13.16 , 1.64 , 334 , 106.26 , 8.67 
337500 , 13.17 , 1.64 , 350 , 106.3 , 8.15 
337600 , 13.17 , 1.64 , 342 , 105.73 , 8.84 
337700 , 13.19 , 1.64 , 352 , 106.24 , 8.46 
337800 , 13.16 , 1.64 , 354 , 105.77 , 8 
337900 , 13.18 , 1.65 , 344 , 105.79 , 8.77 
338000 , 13.15 , 1.64 , 348 , 106.34 , 8.71 
338100 , 13.19 , 1.64 , 350 , 106.72 , 8.15 
338200 , 13.17 , 1.64 , 354 , 106.7 , 8.96 
338300 , 13.18 , 1.64 , 342 , 106.54 , 8.93 
338400 , 13.19 , 1.64 , 344 , 105.27 , 8.5 
338500 , 13.2 , 1.65 , 334 , 105.42 , 8.22 
338600 , 13.19 , 1.65 , 350 , 106.69 , 8.31 
338700 , 13.17 , 1.64 , 346 , 105.99 , 8.55 
338800 , 13.19 , 1.64 , 346 , 106.01 , 8.1 
338900 , 13.2 , 1.64 , 342 , 107.1 , 8.17 
339000 , 13.16 , 1.65 , 346 , 105.7 , 8.71 
339100 , 13.16 , 1.65 , 352 , 106.13 , 8.9 
339200 , 13.16 , 1.64 , 346 , 106.45 , 8.64 
339300 , 13.17 , 1.64 , 332 , 105.67 , 8.19 
339400 , 13.17 , 1.64 , 342 , 106.31 , 8.32 
339500 , 13.19 , 1.65 , 344 , 105.64 , 8.68 
339600 , 13.18 , 1.65 , 348 , 105.54 , 8.42 
339700 , 13.17 , 1.65 , 340 , 105.82 , 8.99 
339800 , 13.19 , 1.64 , 352 , 106.39 , 8.19 
339900 , 13.18 , 1.63 , 338 , 104.58 , 8.21 
340000 , 13.16 , 1.64 , 348 , 104.99 , 8.53 
340100 , 13.17 , 1.64 , 342 , 105.65 , 8.34 
340200 , 13.16 , 1.64 , 338 , 104.47 , 8.97 
340300 , 13.17 , 1.64 , 348 , 104.89 , 8.87 
340400 , 13.19 , 1.64 , 346 , 105.86 , 8.78 
340500 , 13.17 , 1.65 , 346 , 106.51 , 8.25 
340600 , 13.16 , 1.64 , 350 , 104.91 , 8.83 
340700 , 13.19 , 1.64 , 340 , 105.17 , 8.78 
340800 , 13.16 , 1.65 , 346 , 105.88 , 8.73 
340900 , 13.18 , 1.64 , 342 , 105.16 , 8.42 
341000 , 13.18 , 1.65 , 348 , 105.89 , 8.36 
341100 , 13.23 , 1.65 , 344 , 106.2 , 8.52 
341200 , 13.19 , 1.63 , 348 , 105.46 , 8.37 
341300 , 13.21 , 1.64 , 346 , 104.54 , 8.23 
341400 , 13.18 , 1.64 , 338 , 104.92 , 9.03 
341500 , 13.23 , 1.64 , 350 , 106.21 , 8.54 
341600 , 13.2 , 1.65 , 344 , 106.25 , 8.27 
341700 , 13.19 , 1.64 , 342 , 105.48 , 8.99 
341800 , 13.19 , 1.65 , 346 , 105.4 , 8.22 
341900 , 13.2 , 1.64 , 344 , 106.39 , 8.71 
342000 , 13.21 , 1.64 , 342 , 105.14 , 8.73 
342100 , 13.2 , 1.64 , 348 , 106.23 , 8.63 
342200 , 13.22 , 1.64 , 344 , 105.6 , 8.37 
342300 , 13.2 , 1.64 , 344 , 105.54 , 8.84 
342400 , 13.2 , 1.63 , 332 , 105.41 , 8.37 
342500 , 13.21 , 1.65 , 342 , 105.34 , 8.68 
342600 , 13.21 , 1.64 , 342 , 105.4 , 8.43 
342700 , 13.2 , 1.64 , 338 , 104.54 , 8.15 
342800 , 13.19 , 1.63 , 342 , 106.43 , 8.39 
