@relation Training

@attribute COUNT numeric
@attribute "POWER SUPPLY VOLTAGE" numeric
@attribute CURRENT numeric
@attribute FREQUENCY numeric
@attribute "NOISE LEVEL" numeric
@attribute "OPERATING VOLTAGE RANGE" numeric


@data
209800 , 13.18 , 1.54 , 338 , 104.91 , 8.54 
209900 , 13.18 , 1.58 , 344 , 105.69 , 7.99 
210000 , 13.17 , 1.57 , 370 , 104.89 , 7.99 
210100 , 13.17 , 1.55 , 350 , 104.72 , 8.42 
210200 , 13.19 , 1.53 , 350 , 105.45 , 8.19 
210300 , 13.18 , 1.55 , 330 , 105.62 , 8.26 
210400 , 13.17 , 1.58 , 342 , 105.38 , 8.43 
210500 , 13.2 , 1.58 , 338 , 104.49 , 8.52 
210600 , 13.17 , 1.59 , 366 , 105.66 , 8.38 
210700 , 13.15 , 1.6 , 358 , 104.92 , 8.35 
210800 , 13.19 , 1.56 , 354 , 104.99 , 7.88 
210900 , 13.18 , 1.6 , 340 , 105.81 , 8.71 
211000 , 13.17 , 1.61 , 362 , 105.83 , 8.73 
211100 , 13.16 , 1.57 , 352 , 105.86 , 8.32 
211200 , 13.2 , 1.62 , 348 , 105.22 , 8.7 
211300 , 13.16 , 1.62 , 348 , 105.53 , 8.7 
211400 , 13.17 , 1.61 , 336 , 106.05 , 8.54 
211500 , 13.17 , 1.67 , 352 , 106.01 , 8.48 
211600 , 13.18 , 1.66 , 356 , 105.22 , 8.01 
211700 , 13.17 , 1.61 , 364 , 104.83 , 8.41 
211800 , 13.18 , 1.6 , 354 , 105.36 , 8.56 
211900 , 13.18 , 1.62 , 358 , 105.34 , 8.34 
212000 , 13.17 , 1.62 , 350 , 105.4 , 8.19 
212100 , 13.17 , 1.62 , 362 , 106.25 , 8.56 
212200 , 13.15 , 1.58 , 344 , 105.13 , 8 
212300 , 13.16 , 1.63 , 350 , 104.92 , 8.68 
212400 , 13.16 , 1.61 , 350 , 105.18 , 8.69 
212500 , 13.17 , 1.65 , 350 , 105.93 , 8.62 
212600 , 13.19 , 1.61 , 364 , 105.73 , 8.63 
212700 , 13.2 , 1.64 , 360 , 105.77 , 8.16 
212800 , 13.19 , 1.6 , 352 , 106.19 , 8.47 
212900 , 13.21 , 1.61 , 354 , 105.26 , 8.83 
213000 , 13.14 , 1.63 , 346 , 106.36 , 8.05 
213100 , 13.16 , 1.62 , 354 , 104.88 , 8.18 
213200 , 13.18 , 1.59 , 356 , 105.01 , 8.52 
213300 , 13.15 , 1.63 , 370 , 106.28 , 8.45 
213400 , 13.18 , 1.61 , 346 , 106.17 , 8.37 
213500 , 13.17 , 1.62 , 354 , 105.53 , 8.52 
213600 , 13.18 , 1.64 , 362 , 106.46 , 8.4 
213700 , 13.15 , 1.65 , 352 , 106.16 , 8.31 
213800 , 13.18 , 1.64 , 364 , 105.96 , 8.44 
213900 , 13.17 , 1.65 , 382 , 106.87 , 8.37 
213981 , 13.18 , 1.65 , 356 , 107.17 , 8.49 
214000 , 13.18 , 1.65 , 354 , 106.31 , 8.61 
214100 , 13.17 , 1.66 , 368 , 106.68 , 7.96 
214200 , 13.17 , 1.66 , 374 , 106.03 , 8.26 
214300 , 13.15 , 1.67 , 362 , 105.78 , 8.52 
214400 , 13.15 , 1.67 , 354 , 105.24 , 7.98 
214500 , 13.16 , 1.66 , 352 , 106.02 , 7.93 
214600 , 13.15 , 1.66 , 374 , 105.81 , 8.76 
214700 , 13.16 , 1.67 , 350 , 105.55 , 7.97 
214800 , 13.19 , 1.66 , 366 , 106.51 , 8.55 
214900 , 13.16 , 1.67 , 366 , 106.68 , 8.52 
215000 , 13.13 , 1.66 , 352 , 105.7 , 8.36 
215100 , 13.16 , 1.66 , 368 , 105.47 , 8.54 
215200 , 13.17 , 1.67 , 366 , 105.78 , 8.22 
215300 , 13.18 , 1.66 , 356 , 106.23 , 8.21 
215400 , 13.15 , 1.67 , 368 , 105.88 , 8.32 
215500 , 13.17 , 1.66 , 352 , 105.57 , 8.34 
215600 , 13.18 , 1.66 , 364 , 106.06 , 8.65 
215700 , 13.19 , 1.67 , 360 , 105.63 , 8.18 
215800 , 13.16 , 1.65 , 354 , 107.25 , 8.72 
215900 , 13.15 , 1.61 , 350 , 105.48 , 7.94 
216000 , 13.16 , 1.65 , 346 , 105.82 , 8.48 
216100 , 13.16 , 1.64 , 352 , 107.53 , 8.18 
216200 , 13.18 , 1.65 , 356 , 106.86 , 8.17 
216300 , 13.17 , 1.63 , 348 , 105.05 , 8.41 
216400 , 13.18 , 1.64 , 358 , 106.12 , 8.7 
216500 , 13.18 , 1.65 , 356 , 106.59 , 8.49 
216600 , 13.18 , 1.65 , 354 , 106.21 , 8.58 
216700 , 13.17 , 1.67 , 348 , 106.76 , 8.71 
216800 , 13.19 , 1.68 , 370 , 105.45 , 8.75 
216900 , 13.19 , 1.67 , 340 , 106.18 , 8.7 
217000 , 13.19 , 1.61 , 348 , 105.45 , 8.86 
217100 , 13.17 , 1.66 , 340 , 105.95 , 8.62 
217200 , 13.19 , 1.65 , 342 , 106.41 , 8.85 
217300 , 13.2 , 1.65 , 344 , 106.71 , 8.03 
217400 , 13.17 , 1.64 , 348 , 105.75 , 8.35 
217500 , 13.18 , 1.66 , 346 , 104.99 , 7.98 
217600 , 13.21 , 1.66 , 348 , 107.58 , 8.43 
217700 , 13.19 , 1.64 , 350 , 106.12 , 8.29 
217800 , 13.16 , 1.62 , 344 , 104.48 , 8.36 
217900 , 13.16 , 1.66 , 346 , 106.93 , 7.95 
218000 , 13.19 , 1.62 , 346 , 104.86 , 8.08 
218100 , 13.19 , 1.6 , 336 , 105.21 , 8.81 
218200 , 13.18 , 1.61 , 338 , 105.6 , 8.78 
218300 , 13.19 , 1.64 , 346 , 105.3 , 8.69 
218400 , 13.18 , 1.63 , 354 , 105.19 , 8.1 
218500 , 13.18 , 1.62 , 360 , 106.1 , 8.55 
218600 , 13.18 , 1.61 , 356 , 105.47 , 8.43 
218700 , 13.17 , 1.59 , 346 , 105.28 , 8.89 
218800 , 13.19 , 1.61 , 334 , 105.19 , 8.89 
218900 , 13.15 , 1.63 , 352 , 106.48 , 8 
219000 , 13.17 , 1.62 , 358 , 105.36 , 8.76 
219100 , 13.18 , 1.59 , 382 , 105.45 , 8.43 
219200 , 13.16 , 1.55 , 380 , 105.84 , 8.63 
219300 , 13.15 , 1.55 , 368 , 105.96 , 8.68 
219400 , 13.17 , 1.58 , 360 , 105.87 , 8.41 
219500 , 13.14 , 1.58 , 376 , 105.07 , 8.67 
219600 , 13.19 , 1.56 , 362 , 104.44 , 8.94 
219700 , 13.18 , 1.57 , 372 , 106.09 , 8.47 
219800 , 13.16 , 1.57 , 344 , 105.91 , 8.85 
219900 , 13.17 , 1.58 , 340 , 105.56 , 8.49 
220000 , 13.19 , 1.64 , 340 , 105.77 , 8.55 
220100 , 13.14 , 1.63 , 344 , 104.34 , 8.56 
220200 , 13.18 , 1.61 , 360 , 105.79 , 8.57 
220300 , 13.15 , 1.61 , 344 , 104.9 , 8.01 
220400 , 13.17 , 1.59 , 352 , 105.73 , 8.39 
220500 , 13.14 , 1.62 , 342 , 105.58 , 8.18 
220600 , 13.18 , 1.65 , 342 , 106.12 , 8.69 
220700 , 13.18 , 1.63 , 356 , 105.72 , 8.63 
220800 , 13.16 , 1.64 , 362 , 104.9 , 7.81 
220900 , 13.16 , 1.64 , 338 , 105.37 , 8.59 
221000 , 13.15 , 1.63 , 348 , 105.68 , 8.66 
221100 , 13.15 , 1.63 , 372 , 106.03 , 7.99 
221200 , 13.18 , 1.64 , 344 , 105.32 , 8.15 
221300 , 13.16 , 1.64 , 372 , 105.29 , 8 
221400 , 13.15 , 1.65 , 348 , 106.26 , 8.28 
221500 , 13.2 , 1.67 , 350 , 105.77 , 8.31 
221600 , 13.16 , 1.64 , 342 , 104.83 , 8.39 
221700 , 13.14 , 1.64 , 380 , 105.71 , 8.37 
221800 , 13.16 , 1.64 , 364 , 105.72 , 7.99 
221900 , 13.15 , 1.64 , 382 , 104.81 , 7.89 
222000 , 13.14 , 1.64 , 370 , 105.22 , 8.46 
222100 , 13.17 , 1.63 , 386 , 105.17 , 8.52 
222200 , 13.16 , 1.62 , 402 , 104.74 , 7.73 
222300 , 13.16 , 1.62 , 362 , 105.87 , 8.05 
222400 , 13.13 , 1.66 , 356 , 106.3 , 8.62 
222500 , 13.16 , 1.65 , 372 , 105.46 , 8.64 
222600 , 13.17 , 1.62 , 388 , 104.68 , 8.14 
222700 , 13.16 , 1.61 , 376 , 105.03 , 8.26 
222800 , 13.16 , 1.62 , 354 , 106.3 , 8.67 
222900 , 13.16 , 1.61 , 350 , 106.49 , 8.32 
223000 , 13.19 , 1.6 , 406 , 105.79 , 8.08 
223100 , 13.18 , 1.61 , 360 , 105.62 , 8.45 
223200 , 13.14 , 1.61 , 398 , 105.64 , 8.08 
223300 , 13.18 , 1.59 , 386 , 105.58 , 8.54 
223400 , 13.15 , 1.65 , 360 , 106.03 , 8.51 
223500 , 13.15 , 1.64 , 372 , 105.65 , 8.45 
223600 , 13.15 , 1.6 , 366 , 104.74 , 7.8 
223700 , 13.19 , 1.63 , 358 , 104.42 , 7.92 
223800 , 13.16 , 1.6 , 352 , 106.28 , 8.43 
223900 , 13.18 , 1.62 , 374 , 105.81 , 7.8 
224000 , 13.16 , 1.62 , 352 , 105.88 , 7.95 
224100 , 13.19 , 1.62 , 376 , 105.93 , 8.58 
224200 , 13.18 , 1.62 , 374 , 105.73 , 8.41 
224300 , 13.18 , 1.6 , 376 , 105.45 , 8.63 
224400 , 13.21 , 1.63 , 370 , 106.09 , 8.57 
224500 , 13.2 , 1.64 , 396 , 105.1 , 8.7 
224600 , 13.19 , 1.63 , 388 , 105.1 , 8.03 
224700 , 13.15 , 1.58 , 348 , 106.34 , 8 
224800 , 13.16 , 1.62 , 392 , 105.52 , 7.96 
224900 , 13.18 , 1.65 , 356 , 106.29 , 8.58 
225000 , 13.16 , 1.63 , 402 , 106.57 , 8.3 
225100 , 13.16 , 1.6 , 404 , 105.24 , 8.66 
225200 , 13.17 , 1.64 , 380 , 105.62 , 8.72 
225300 , 13.17 , 1.61 , 382 , 104.83 , 8.07 
225400 , 13.16 , 1.62 , 376 , 106.08 , 8.34 
225500 , 13.19 , 1.64 , 346 , 106.23 , 7.95 
225600 , 13.19 , 1.61 , 372 , 105.61 , 8.73 
225700 , 13.17 , 1.65 , 428 , 106.21 , 8.13 
225800 , 13.16 , 1.6 , 348 , 105.38 , 8.66 
225900 , 13.17 , 1.59 , 360 , 105.35 , 8.44 
226000 , 13.19 , 1.6 , 374 , 106.17 , 8.03 
226100 , 13.16 , 1.61 , 364 , 105.65 , 7.83 
226200 , 13.19 , 1.6 , 344 , 105.37 , 8.36 
226300 , 13.16 , 1.61 , 350 , 104.91 , 7.7 
226400 , 13.13 , 1.6 , 348 , 105.31 , 7.78 
226500 , 13.17 , 1.62 , 366 , 104.5 , 8.34 
226600 , 13.17 , 1.64 , 370 , 105.97 , 7.87 
226700 , 13.16 , 1.58 , 338 , 105.22 , 7.86 
226800 , 13.15 , 1.61 , 352 , 105.27 , 8.36 
226900 , 13.17 , 1.58 , 334 , 105.4 , 8.46 
227000 , 13.14 , 1.64 , 344 , 106.5 , 8.38 
227100 , 13.18 , 1.59 , 346 , 105.06 , 8.19 
227200 , 13.17 , 1.58 , 336 , 105.15 , 8.4 
227300 , 13.19 , 1.61 , 348 , 106.01 , 7.9 
227400 , 13.17 , 1.59 , 340 , 104.79 , 8.43 
227500 , 13.18 , 1.61 , 350 , 104.97 , 8.14 
227600 , 13.18 , 1.62 , 354 , 105.48 , 7.76 
227700 , 13.16 , 1.58 , 336 , 105 , 8 
227800 , 13.19 , 1.56 , 338 , 104.32 , 7.76 
227900 , 13.17 , 1.68 , 350 , 104.09 , 7.74 
228000 , 13.17 , 1.68 , 348 , 106.89 , 7.52 
228100 , 13.17 , 1.59 , 348 , 104.93 , 7.88 
228200 , 13.17 , 1.62 , 354 , 104.95 , 8.43 
228300 , 13.18 , 1.58 , 340 , 105.9 , 8.15 
228400 , 13.17 , 1.59 , 350 , 105.7 , 7.93 
228500 , 13.17 , 1.65 , 340 , 105.87 , 8.84 
228600 , 13.16 , 1.62 , 348 , 106.6 , 8.73 
228700 , 13.15 , 1.63 , 346 , 105.14 , 7.99 
228800 , 13.19 , 1.64 , 344 , 105.29 , 8.75 
228900 , 13.18 , 1.63 , 338 , 104.91 , 8.18 
229000 , 13.17 , 1.64 , 340 , 105.78 , 8.28 
229100 , 13.19 , 1.61 , 334 , 105.47 , 8.56 
229200 , 13.16 , 1.62 , 334 , 106.03 , 8.63 
229300 , 13.15 , 1.67 , 348 , 106.57 , 8.13 
229400 , 13.19 , 1.58 , 338 , 106.66 , 8.52 
229500 , 13.16 , 1.58 , 356 , 106.48 , 8.53 
229600 , 13.17 , 1.57 , 342 , 106.12 , 8.38 
229700 , 13.17 , 1.57 , 340 , 105.05 , 7.98 
229800 , 13.17 , 1.55 , 336 , 105.69 , 8.02 
229900 , 13.15 , 1.56 , 338 , 105.29 , 7.82 
229968 , 13.18 , 1.73 , 348 , 106.44 , 7.22 
229969 , 13.15 , 1.73 , 358 , 107.57 , 7.13 
229970 , 13.18 , 1.71 , 340 , 106.84 , 7.42 
230000 , 13.19 , 1.63 , 340 , 104.88 , 8.45 
230100 , 13.15 , 1.62 , 364 , 105.71 , 8.5 
230200 , 13.16 , 1.71 , 346 , 107.01 , 8.79 
230300 , 13.18 , 1.64 , 338 , 106.66 , 9.01 
230400 , 13.16 , 1.67 , 348 , 105.83 , 8.63 
230500 , 13.19 , 1.67 , 350 , 105.31 , 8.5 
230600 , 13.17 , 1.64 , 348 , 105.95 , 8.17 
230700 , 13.17 , 1.65 , 346 , 106.22 , 8.51 
230800 , 13.19 , 1.64 , 344 , 106.63 , 8.75 
230900 , 13.14 , 1.64 , 340 , 106.69 , 8.02 
231000 , 13.15 , 1.65 , 354 , 106.17 , 8.62 
231100 , 13.19 , 1.65 , 356 , 106.6 , 7.84 
231200 , 13.17 , 1.63 , 340 , 105.84 , 8.03 
231300 , 13.17 , 1.64 , 342 , 106.15 , 8.37 
231400 , 13.17 , 1.64 , 354 , 106.14 , 8.6 
231500 , 13.15 , 1.66 , 356 , 106.29 , 8.32 
231600 , 13.16 , 1.65 , 342 , 104.89 , 8.47 
231700 , 13.15 , 1.65 , 338 , 107.07 , 8.43 
231800 , 13.16 , 1.66 , 354 , 106.4 , 8.78 
231900 , 13.17 , 1.66 , 360 , 105.84 , 8.81 
232000 , 13.18 , 1.64 , 420 , 106.67 , 8.72 
232100 , 13.2 , 1.63 , 448 , 106.22 , 8.61 
232200 , 13.2 , 1.66 , 376 , 106.43 , 8.28 
232300 , 13.15 , 1.65 , 382 , 106.21 , 8.94 
232400 , 13.18 , 1.67 , 346 , 106.72 , 8.58 
232500 , 13.14 , 1.63 , 348 , 106.33 , 8.29 
232600 , 13.17 , 1.65 , 348 , 105.68 , 8.3 
232700 , 13.17 , 1.66 , 340 , 105.42 , 8 
232800 , 13.14 , 1.63 , 350 , 106.22 , 8.49 
232900 , 13.15 , 1.65 , 348 , 105.46 , 8.58 
233000 , 13.19 , 1.65 , 340 , 106.12 , 8.24 
233100 , 13.19 , 1.63 , 356 , 105.64 , 8.72 
233200 , 13.17 , 1.64 , 354 , 106.68 , 8.12 
233300 , 13.19 , 1.63 , 346 , 105.35 , 8.61 
233400 , 13.2 , 1.63 , 350 , 104.74 , 8.56 
233500 , 13.16 , 1.64 , 358 , 106.31 , 8.17 
233600 , 13.18 , 1.64 , 358 , 106.18 , 8.29 
233700 , 13.19 , 1.63 , 358 , 105.33 , 8.23 
233800 , 13.17 , 1.61 , 348 , 106.11 , 8.14 
233900 , 13.15 , 1.62 , 346 , 104.67 , 8.75 
234000 , 13.18 , 1.65 , 344 , 105.92 , 8.04 
234100 , 13.18 , 1.62 , 338 , 105.04 , 8.48 
234200 , 13.18 , 1.63 , 348 , 104.39 , 8.35 
234300 , 13.16 , 1.62 , 340 , 105.1 , 8.79 
234400 , 13.16 , 1.64 , 336 , 106.39 , 8.27 
234500 , 13.19 , 1.62 , 344 , 105.54 , 8.54 
234600 , 13.17 , 1.62 , 340 , 105.04 , 8.45 
234700 , 13.19 , 1.67 , 350 , 105.42 , 7.84 
234800 , 13.17 , 1.61 , 346 , 105.91 , 7.81 
234900 , 13.2 , 1.62 , 338 , 105.47 , 8.62 
235000 , 13.16 , 1.62 , 352 , 105.86 , 8.79 
235100 , 13.17 , 1.62 , 362 , 106.19 , 7.93 
235200 , 13.19 , 1.64 , 364 , 105.36 , 8.18 
235300 , 13.18 , 1.65 , 342 , 106.18 , 8.03 
235400 , 13.17 , 1.64 , 354 , 105.11 , 8.68 
235500 , 13.2 , 1.63 , 362 , 105.26 , 8.34 
235600 , 13.17 , 1.62 , 342 , 105.53 , 8.18 
235700 , 13.18 , 1.63 , 354 , 105.45 , 8.22 
235800 , 13.16 , 1.61 , 340 , 105.74 , 8.54 
235900 , 13.17 , 1.61 , 338 , 105.44 , 8.41 
236000 , 13.16 , 1.61 , 348 , 104.94 , 8.5 
236100 , 13.14 , 1.64 , 352 , 104.36 , 8.84 
236200 , 13.18 , 1.64 , 358 , 106.36 , 8.79 
236300 , 13.18 , 1.62 , 342 , 106.02 , 8.39 
236400 , 13.15 , 1.6 , 336 , 106.33 , 8.21 
236500 , 13.17 , 1.62 , 336 , 105.66 , 8.06 
236600 , 13.2 , 1.63 , 336 , 105.75 , 7.92 
236700 , 13.17 , 1.61 , 342 , 105.96 , 8.08 
236800 , 13.16 , 1.61 , 344 , 106.28 , 7.99 
236900 , 13.17 , 1.59 , 332 , 105.72 , 8.71 
237000 , 13.16 , 1.62 , 340 , 105.63 , 8.11 
237100 , 13.17 , 1.61 , 350 , 105.97 , 8.13 
237200 , 13.15 , 1.62 , 344 , 106.13 , 8.19 
237300 , 13.15 , 1.61 , 346 , 104.98 , 7.97 
237400 , 13.13 , 1.57 , 340 , 106.79 , 8.4 
237500 , 13.16 , 1.58 , 342 , 105.69 , 8.71 
237600 , 13.16 , 1.58 , 340 , 105.6 , 8.28 
237700 , 13.18 , 1.58 , 330 , 106.1 , 8.08 
237800 , 13.14 , 1.58 , 350 , 105.98 , 8.38 
237900 , 13.18 , 1.61 , 332 , 105.07 , 8.52 
238000 , 13.16 , 1.61 , 342 , 105.85 , 7.87 
238100 , 13.13 , 1.62 , 346 , 105.71 , 8.35 
238200 , 13.15 , 1.61 , 338 , 105.81 , 8 
238300 , 13.19 , 1.6 , 344 , 106.19 , 8.03 
238400 , 13.17 , 1.62 , 338 , 105.38 , 8.54 
238500 , 13.17 , 1.59 , 344 , 105.6 , 8.63 
238600 , 13.17 , 1.61 , 344 , 105.65 , 8.26 
238700 , 13.16 , 1.62 , 342 , 105.31 , 8.39 
238800 , 13.15 , 1.59 , 342 , 105.37 , 8.01 
238900 , 13.16 , 1.61 , 332 , 105.8 , 8.64 
239000 , 13.16 , 1.62 , 338 , 105.21 , 8.14 
239100 , 13.18 , 1.6 , 344 , 105.46 , 8.25 
239200 , 13.19 , 1.62 , 334 , 106.18 , 8.07 
239300 , 13.19 , 1.6 , 330 , 105.64 , 8.45 
239400 , 13.2 , 1.6 , 342 , 105.4 , 8.17 
239500 , 13.17 , 1.62 , 336 , 105.6 , 8.43 
239600 , 13.15 , 1.61 , 342 , 105.46 , 8.23 
239700 , 13.18 , 1.62 , 342 , 105.79 , 8.37 
239800 , 13.18 , 1.63 , 340 , 104.75 , 8.74 
239900 , 13.19 , 1.61 , 340 , 105.05 , 8.61 
240000 , 13.19 , 1.62 , 340 , 105.59 , 8.41 
240100 , 13.17 , 1.6 , 342 , 105.74 , 8.53 
240200 , 13.16 , 1.59 , 332 , 106.28 , 8.1 
240300 , 13.19 , 1.61 , 338 , 104.99 , 8.22 
240400 , 13.2 , 1.63 , 340 , 105.61 , 8.58 
240500 , 13.19 , 1.63 , 332 , 104.9 , 8.24 
240600 , 13.2 , 1.62 , 336 , 106.16 , 8.29 
240700 , 13.19 , 1.61 , 346 , 105.33 , 7.88 
240800 , 13.21 , 1.63 , 338 , 106.59 , 8.23 
240900 , 13.17 , 1.64 , 344 , 105.53 , 8.83 
241000 , 13.2 , 1.61 , 332 , 105.66 , 8.04 
241100 , 13.21 , 1.63 , 338 , 105.29 , 8.4 
241200 , 13.19 , 1.6 , 346 , 105.52 , 8.73 
241300 , 13.19 , 1.63 , 342 , 106.38 , 8.05 
241400 , 13.22 , 1.62 , 352 , 105.5 , 8.34 
241500 , 13.19 , 1.6 , 340 , 105.97 , 8.53 
241600 , 13.17 , 1.61 , 334 , 106.29 , 7.99 
241700 , 13.15 , 1.61 , 348 , 106.11 , 8.54 
241800 , 13.19 , 1.62 , 340 , 105.62 , 8.78 
241900 , 13.18 , 1.62 , 346 , 104.83 , 8 
242000 , 13.17 , 1.62 , 334 , 105.21 , 8.76 
242100 , 13.17 , 1.62 , 350 , 104.97 , 8.01 
242200 , 13.16 , 1.65 , 346 , 105.66 , 8.68 
242300 , 13.17 , 1.62 , 340 , 105.85 , 8.46 
242400 , 13.17 , 1.62 , 342 , 104.92 , 7.83 
242500 , 13.18 , 1.61 , 340 , 106.13 , 8.2 
242600 , 13.19 , 1.62 , 346 , 104.72 , 8.17 
242700 , 13.17 , 1.63 , 346 , 105.6 , 8.59 
242800 , 13.14 , 1.62 , 354 , 105.06 , 8.67 
242900 , 13.19 , 1.62 , 344 , 105.16 , 8.27 
243000 , 13.16 , 1.6 , 346 , 105.82 , 8.71 
243100 , 13.18 , 1.61 , 348 , 105.25 , 8.07 
243200 , 13.17 , 1.61 , 346 , 105.59 , 8.36 
243300 , 13.15 , 1.64 , 334 , 105.81 , 8.13 
243400 , 13.16 , 1.61 , 330 , 104.84 , 8.23 
243500 , 13.16 , 1.63 , 346 , 105.01 , 8.46 
243600 , 13.19 , 1.63 , 344 , 105.45 , 8.46 
243700 , 13.19 , 1.62 , 332 , 105.16 , 8.59 
243800 , 13.17 , 1.61 , 350 , 105.41 , 8.07 
243900 , 13.18 , 1.64 , 344 , 106.78 , 7.85 
244000 , 13.19 , 1.62 , 346 , 105.31 , 7.91 
244100 , 13.2 , 1.62 , 338 , 105.1 , 8.34 
244200 , 13.18 , 1.63 , 344 , 104.52 , 8.75 
244300 , 13.19 , 1.6 , 342 , 106.1 , 8.11 
244400 , 13.19 , 1.61 , 338 , 105.51 , 8.46 
244500 , 13.18 , 1.59 , 328 , 105.48 , 7.83 
244600 , 13.15 , 1.61 , 346 , 105.51 , 8.4 
244700 , 13.18 , 1.6 , 350 , 105.52 , 7.96 
244800 , 13.17 , 1.68 , 348 , 106.37 , 7.97 
244900 , 13.17 , 1.63 , 346 , 106.79 , 8.14 
245000 , 13.18 , 1.63 , 350 , 106.27 , 8.56 
245100 , 13.17 , 1.6 , 334 , 105.35 , 8.58 
245200 , 13.15 , 1.6 , 338 , 106.54 , 8.45 
245300 , 13.15 , 1.57 , 346 , 105.74 , 8.15 
245400 , 13.18 , 1.59 , 342 , 105.47 , 8.2 
245500 , 13.16 , 1.56 , 330 , 105.32 , 8.57 
245600 , 13.17 , 1.6 , 336 , 106.24 , 8.44 
245700 , 13.19 , 1.61 , 344 , 105.75 , 7.92 
245800 , 13.17 , 1.59 , 336 , 105.72 , 7.82 
245900 , 13.16 , 1.63 , 346 , 106.4 , 8.31 
246000 , 13.15 , 1.63 , 334 , 104.92 , 8.35 
246100 , 13.18 , 1.64 , 342 , 106 , 8.77 
246200 , 13.19 , 1.63 , 350 , 106.15 , 8.54 
246300 , 13.16 , 1.67 , 350 , 106.53 , 8.79 
246400 , 13.17 , 1.64 , 356 , 105.52 , 8.85 
246500 , 13.15 , 1.68 , 350 , 106.77 , 8.64 
246600 , 13.19 , 1.62 , 336 , 105.58 , 8.78 
246700 , 13.19 , 1.63 , 336 , 105.41 , 8.21 
246800 , 13.18 , 1.6 , 342 , 105.27 , 8.47 
246900 , 13.17 , 1.6 , 344 , 105.62 , 8.48 
247000 , 13.18 , 1.59 , 340 , 106.39 , 8.15 
247100 , 13.2 , 1.58 , 332 , 105.63 , 8.44 
247200 , 13.19 , 1.56 , 338 , 105.28 , 8.64 
247300 , 13.2 , 1.62 , 342 , 106.44 , 8.74 
247400 , 13.16 , 1.66 , 344 , 106.7 , 8.55 
247500 , 13.18 , 1.66 , 346 , 106.52 , 8.26 
247600 , 13.16 , 1.63 , 338 , 106.35 , 8.08 
247700 , 13.17 , 1.64 , 354 , 106.36 , 8.47 
247800 , 13.18 , 1.62 , 346 , 105.24 , 8.12 
247900 , 13.18 , 1.63 , 344 , 105.86 , 8.4 
248000 , 13.17 , 1.63 , 350 , 105.13 , 8.78 
248100 , 13.18 , 1.63 , 338 , 105.23 , 8.63 
248200 , 13.2 , 1.61 , 344 , 104.99 , 8.2 
248300 , 13.18 , 1.61 , 340 , 104.8 , 8.54 
248400 , 13.15 , 1.61 , 342 , 105.09 , 7.88 
248500 , 13.17 , 1.61 , 344 , 105.16 , 8.24 
248600 , 13.18 , 1.61 , 332 , 105.14 , 8.07 
248700 , 13.17 , 1.63 , 352 , 105.23 , 8.33 
248800 , 13.2 , 1.61 , 340 , 105.18 , 8.45 
248900 , 13.18 , 1.61 , 342 , 105.47 , 8.39 
249000 , 13.19 , 1.62 , 346 , 104.9 , 8.72 
249100 , 13.14 , 1.6 , 340 , 106.02 , 7.96 
249200 , 13.17 , 1.6 , 348 , 105.81 , 8.58 
249300 , 13.15 , 1.59 , 346 , 106.12 , 7.91 
249400 , 13.14 , 1.61 , 350 , 105.02 , 8.08 
249500 , 13.17 , 1.63 , 344 , 106.47 , 7.98 
249600 , 13.18 , 1.65 , 344 , 105.67 , 8.25 
249700 , 13.16 , 1.65 , 362 , 105.68 , 8.65 
249800 , 13.16 , 1.64 , 342 , 105.22 , 8.34 
249900 , 13.15 , 1.65 , 344 , 106.61 , 8.57 
250000 , 13.16 , 1.63 , 338 , 105.83 , 8 
250100 , 13.15 , 1.62 , 340 , 105.43 , 8.12 
250200 , 13.15 , 1.6 , 346 , 106.53 , 7.88 
250300 , 13.15 , 1.61 , 340 , 105.42 , 8.1 
250400 , 13.14 , 1.6 , 348 , 106.43 , 8.53 
250500 , 13.2 , 1.6 , 340 , 105.56 , 8.32 
250600 , 13.12 , 1.63 , 342 , 106.05 , 8.3 
250700 , 13.14 , 1.63 , 344 , 104.6 , 7.94 
250800 , 13.16 , 1.61 , 340 , 106.26 , 8.41 
250900 , 13.13 , 1.62 , 344 , 105.24 , 8.21 
251000 , 13.19 , 1.61 , 340 , 104.73 , 8.29 
251100 , 13.17 , 1.63 , 340 , 105.68 , 8.83 
251200 , 13.13 , 1.62 , 344 , 106.14 , 8.25 
251300 , 13.19 , 1.61 , 342 , 106.03 , 8.72 
251400 , 13.16 , 1.62 , 336 , 105.89 , 8.28 
251500 , 13.15 , 1.61 , 340 , 105.42 , 7.77 
251600 , 13.13 , 1.62 , 342 , 105.59 , 8.65 
251700 , 13.17 , 1.61 , 346 , 105.72 , 7.79 
251800 , 13.14 , 1.62 , 336 , 104.83 , 8.71 
251900 , 13.17 , 1.62 , 342 , 105.57 , 8.35 
252000 , 13.2 , 1.62 , 340 , 106.08 , 8.44 
252100 , 13.18 , 1.6 , 332 , 103.95 , 8.63 
252200 , 13.17 , 1.62 , 344 , 105.42 , 7.89 
252300 , 13.17 , 1.6 , 346 , 105.74 , 8.47 
252400 , 13.16 , 1.61 , 346 , 106.04 , 8.62 
252500 , 13.21 , 1.6 , 338 , 105.76 , 8.46 
252600 , 13.16 , 1.61 , 342 , 106.66 , 8.63 
252700 , 13.16 , 1.62 , 346 , 105.72 , 8.43 
